EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SelfOReb,OffAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Loose Ball Fouls,OffShortMidRangeReboundPct,Offensive Fouls,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,ShortMidRangeAssists,Travels,SecondChanceTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls,BlockingFoulsDrawn,BlockedLongMidRange,Blocked3s,BlockedArc3,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,BlockingFouls,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
201144-201188-201573-201589-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Darrell Arthur, Quincy Pondexter","Conley, Gasol, Bayless, Arthur, Pondexter",201144-201188-201573-201589-202347,MEM,1354.0,12,23.0,5.0,43.0,41.0,18.0,12.0,4.0,84,5.0,8.0,1.0,1.0,2.0,3.0,4.0,9.0,14.0,1.0,4.0,1.0,2.0,3.0,9.0,1.0,4.0,14.0,26.0,4.0,13.0,8.0,48.0,43.0,2.0,2.0,2.0,6.0,5.0,11.0,2.0,6.0,7.0,23.0,18.0,10.0,6.0,6.0,4.0,1.0,8.0,3.0,2.0,9.0,2.0,11.0,1.0,1.0,3.0,6.0,24.0,1.0,2.0,6.0,10.0,1.0,17.0,3.0,20.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,8.0,9.0,2.0,1.0,11.0,1.0,2.0,4.0,6.0,4.0,2.0,6.0,4.0,42.0,23.0,18.0,1.0,4.0,0.6428571428571429,0.75,0.5,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.5384615384615384,1.0,0.45454545454545453,0.5128205128205128,1.0,0.47058823529411764,0.5454545454545454,0.75,0.5227272727272727,0.3333333333333333,0.07692307692307693,0.25,0.5,1.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.125,0.7619047619047619,0.15,0.4,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6,0.75,89.33530280649926,0.6666666666666666,14.209302325581396,18.121951219512194,14.13953488372093,15.975609756097562,0.20512820512820512,0.625,0.8333333333333334,0.6,0.10256410256410256,0.358974358974359,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.10256410256410256,0.25,0.25,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.17647058823529413,0.6666666666666666,0.11764705882352941,0.5,0.23529411764705882,0.25,0.5384615384615384,0.375,0.47913552631578943,0.541,0.4414,0.05,0.07407407407407407,0.125,0.4791666666666667,12.242307692307692,26.43846153846154,0.4186046511627907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-201589-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Darrell Arthur, Tayshaun Prince","Conley, Gasol, Bayless, Arthur, Prince",201144-201188-201573-201589-2419,MEM,402.0,4,7.0,-2.0,12.0,13.0,1.0,5.0,2.0,25,1.0,3.0,1.0,2.0,,,2.0,2.0,5.0,,1.0,,,1.0,3.0,1.0,1.0,4.0,10.0,1.0,4.0,2.0,13.0,15.0,1.0,3.0,,2.0,,,1.0,1.0,,3.0,2.0,6.0,3.0,,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,1.0,2.0,,2.0,,2.0,3.0,5.0,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,5.0,2.0,,1.0,2.0,,1.0,,,,,,,11.0,3.0,1.0,1.0,,0.25,0.3333333333333333,1.0,0.25,1.0,0.3333333333333333,0.4,0.3333333333333333,,0.39285714285714285,0.3333333333333333,1.5,0.43333333333333335,0.3333333333333333,1.5,0.2857142857142857,,,,,0.6666666666666666,0.3333333333333333,,0.5,0.5,0.375,0.3333333333333333,1.0,,0.6666666666666666,,,,89.55223880597015,,17.166666666666668,15.076923076923077,15.0,14.923076923076923,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.35714285714285715,0.4,0.4,0.5,0.07142857142857142,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,,,,,1.0,1.0,0.5,0.5,0.48485769230769227,0.52845,0.47175,0.06666666666666667,0.09090909090909091,0.15384615384615385,0.23076923076923078,10.559999999999999,29.05,0.08333333333333333,1.0,1.0,0.5,0.125,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-201589-2754,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Darrell Arthur, Tony Allen","Conley, Gasol, Bayless, Arthur, Allen",201144-201188-201573-201589-2754,MEM,258.0,2,4.0,7.0,9.0,9.0,9.0,3.0,2.0,18,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,,,,,,,,,5.0,9.0,,,3.0,13.0,6.0,2.0,2.0,1.0,5.0,5.0,9.0,,,3.0,13.0,4.0,6.0,,,2.0,,,,,2.0,,2.0,,,,2.0,4.0,,2.0,1.0,4.0,,5.0,2.0,7.0,1.0,,1.0,,,,,,,,2.0,5.0,2.0,,,3.0,1.0,1.0,1.0,,,,,,8.0,13.0,9.0,2.0,1.0,0.4,0.5,,,,,0.5555555555555556,1.0,0.5555555555555556,0.5555555555555556,1.0,0.5555555555555556,0.65,1.25,0.65,,,,,,1.0,0.5,1.0,,1.0,0.5,,,,,1.0,1.0,,100.46511627906978,,13.88888888888889,14.777777777777779,12.11111111111111,14.777777777777779,0.4444444444444444,0.75,0.75,,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,1.0,0.4444444444444444,0.75,,,,,0.4444444444444444,,0.5281333333333333,0.62965,0.5281333333333333,0.1111111111111111,0.1111111111111111,0.38461538461538464,1.0,9.377777777777778,,1.0,,,1.0,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-201948-202334,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Austin Daye, Ed Davis","Conley, Gasol, Bayless, Daye, Davis",201144-201188-201573-201948-202334,MEM,37.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,2.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.25,0.5,0.25,,,,,,,1.0,,,,1.0,,,,,,,,77.83783783783784,,12.0,25.0,12.0,25.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3545,,0.3545,,,1.0,1.0,8.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-201948-2216,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Austin Daye, Zach Randolph","Conley, Gasol, Bayless, Daye, Randolph",201144-201188-201573-201948-2216,MEM,167.0,2,3.0,-1.0,7.0,5.0,7.0,5.0,1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,,,,,,,,,3.0,6.0,,,3.0,9.0,10.0,1.0,1.0,,2.0,3.0,6.0,,,3.0,9.0,,6.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,3.0,3.0,,,5.0,1.0,2.0,1.0,,,,,,7.0,9.0,7.0,2.0,1.0,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5625,1.0,0.5625,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,103.47305389221557,,16.285714285714285,10.6,15.142857142857142,10.6,0.16666666666666666,1.0,1.0,,0.5,0.3333333333333333,,,,,,,,,,,,1.0,1.0,0.16666666666666666,1.0,,,,,0.16666666666666666,,0.41278333333333334,0.4952,0.41278333333333334,0.2857142857142857,0.2857142857142857,0.2222222222222222,1.0,10.75,,1.0,2.0,,,,0.6666666666666666,0.6666666666666666,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-202334-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Quincy Pondexter","Conley, Gasol, Bayless, Davis, Pondexter",201144-201188-201573-202334-202347,MEM,210.0,2,4.0,5.0,5.0,6.0,,,,11,1.0,2.0,,,,,1.0,,1.0,,,,,1.0,1.0,,,2.0,4.0,1.0,1.0,,7.0,2.0,,,,,,,,,,,,4.0,3.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,1.0,,3.0,,3.0,1.0,4.0,2.0,2.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,7.0,,,,,,,1.0,1.0,,1.0,0.5,,,0.7,,,0.7,,,0.2,0.25,0.5,1.0,,1.0,0.5,,,0.75,0.5,,,,1.0,1.0,,,75.42857142857143,,16.6,21.166666666666668,16.6,17.166666666666668,0.4,0.5,1.0,,0.2,0.2,,,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,0.6,1.0,0.51851,,,,,,,6.375,25.2,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-202334-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Tayshaun Prince","Conley, Gasol, Bayless, Davis, Prince",201144-201188-201573-202334-2419,MEM,93.0,1,2.0,-3.0,3.0,3.0,3.0,,,6,1.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,1.0,3.0,,,,2.0,5.0,,,,,1.0,3.0,,,,2.0,2.0,,,,,,,,1.0,1.0,,1.0,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,2.0,3.0,,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.5,,,,,1.0,,0.5,,,,,,,1.0,,92.90322580645162,,13.333333333333334,17.666666666666668,13.333333333333334,17.333333333333332,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,0.6666666666666666,,0.4031,,0.4031,,,,1.0,4.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-202347-202720,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Jon Leuer","Conley, Gasol, Bayless, Pondexter, Leuer",201144-201188-201573-202347-202720,MEM,32.0,1,1.0,,1.0,,1.0,,1.0,1,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,,0.5,1.0,,,,,,,45.0,,32.0,,23.0,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,,0.5,,0.377225,0.38295,0.377225,,,,,19.8,25.2,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-202347-2039,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Keyon Dooling","Conley, Gasol, Bayless, Pondexter, Dooling",201144-201188-201573-202347-2039,MEM,125.0,2,2.0,,5.0,4.0,4.0,4.0,,9,2.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,3.0,4.0,,,,6.0,6.0,,,,,3.0,3.0,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,6.0,6.0,4.0,1.0,,,,,,,,0.75,,1.0,0.75,,1.0,0.75,,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,103.67999999999999,,15.4,12.0,15.4,11.75,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,0.6666666666666666,1.0,,,,,0.5,,0.484075,,0.5206000000000001,0.25,0.25,,1.0,5.575,,0.8,1.0,,,,0.5,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
201144-201188-201573-202347-2216,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Zach Randolph","Conley, Gasol, Bayless, Pondexter, Randolph",201144-201188-201573-202347-2216,MEM,2330.0,7,39.0,21.0,77.0,63.0,55.0,14.0,14.0,140,11.0,26.0,1.0,6.0,6.0,17.0,11.0,5.0,17.0,5.0,9.0,3.0,5.0,2.0,6.0,2.0,6.0,21.0,54.0,7.0,15.0,17.0,80.0,59.0,2.0,9.0,3.0,10.0,12.0,36.0,5.0,11.0,13.0,52.0,20.0,22.0,21.0,,2.0,,6.0,2.0,4.0,10.0,7.0,17.0,2.0,5.0,6.0,3.0,41.0,5.0,9.0,10.0,13.0,1.0,24.0,14.0,38.0,6.0,4.0,2.0,7.0,2.0,7.0,5.0,,12.0,10.0,4.0,13.0,23.0,2.0,1.0,22.0,1.0,6.0,4.0,2.0,1.0,1.0,2.0,2.0,70.0,50.0,54.0,,3.0,0.47619047619047616,0.5,1.0,0.4666666666666667,0.45454545454545453,0.4666666666666667,0.3888888888888889,0.2222222222222222,0.3333333333333333,0.45652173913043476,0.2916666666666667,0.4148936170212766,0.5063291139240507,0.3333333333333333,0.4727272727272727,0.21739130434782608,0.07407407407407407,0.07692307692307693,0.5833333333333334,1.0,0.9285714285714286,0.2727272727272727,0.8333333333333334,0.625,0.8846153846153846,0.34146341463414637,0.08333333333333333,0.5,1.0,1.0,0.9,0.9,0.5,86.52360515021459,1.0,17.194805194805195,15.968253968253968,15.363636363636363,15.698412698412698,0.37681159420289856,0.4230769230769231,0.4583333333333333,0.5454545454545454,0.15942028985507245,0.2463768115942029,0.29411764705882354,0.3125,0.6,0.13043478260869565,0.5555555555555556,0.5555555555555556,1.0,0.08695652173913043,0.3333333333333333,0.3333333333333333,1.0,0.5,0.16666666666666666,0.3617021276595745,0.35294117647058826,0.10638297872340426,0.6,0.1276595744680851,0.3333333333333333,0.5942028985507246,0.3333333333333333,0.4859949275362319,0.493365,0.48539361702127665,0.09333333333333334,0.1016949152542373,0.125,0.65,7.937037037037038,24.266666666666666,0.7142857142857143,5.0,4.0,0.4666666666666667,0.10810810810810811,0.45454545454545453,0.5,2.0,0.16666666666666666,1.0,2.0,3.0,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.09090909090909091,0.058823529411764705,0.75,0.2,0.08333333333333333,1.0,1.0,0.0625,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,False
