EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGA,SecondChanceFtPoints,ShortMidRangeAssists,FTDefRebounds,Steals,LostBallSteals,Charge Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefensiveGoaltends,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DeadBallTurnovers,Offensive Fouls,FTOffRebounds,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG3A,PenaltyAtRimFrequency,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,PenaltyAtRimFGM,PenaltyFG2M,PenaltyPoints,ThreePtShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,BadPassSteals,Travels,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,LostBallTurnovers,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyFtPoints,SecondChanceArc3FGM,SecondChanceArc3FGA,Fg3aBlocked,SelfOReb,Charge Fouls,Offensive Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,3SecondViolations,PtsUnassisted3s,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,Arc3PctBlocked,HeaveAttempts,HeaveMakes,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101138-101183-1718-1891-201584,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Jason Terry, Courtney Lee","Bass, Randolph, Pierce, Terry, Lee",101138-101183-1718-1891-201584,BOS,284.0,2,5.0,-2.0,9.0,10.0,3.0,6.0,2.0,19.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,1.0,4.0,1.0,10.0,12.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,3.0,0.6666666666666666,1.0,1.0,0.25,0.25,0.5,1.0,0.45,1.0,0.45454545454545453,1.0,0.4,0.16666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,96.33802816901408,17.444444444444443,12.7,16.22222222222222,11.4,0.3,0.6666666666666666,1.0,0.5,0.1,0.2,0.5,0.5,1.0,0.4,0.25,0.25,1.0,1.0,1.0,0.5,0.7,0.25,0.534335,0.6129,0.41825,0.4,7.916666666666667,24.975,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1718-1891-202340,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Jason Terry, Avery Bradley","Bass, Randolph, Pierce, Terry, Bradley",101138-101183-1718-1891-202340,BOS,551.0,1,9.0,10.0,16.0,16.0,,7.0,1.0,32.0,3.0,7.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,7.0,12.0,2.0,3.0,5.0,25.0,15.0,1.0,2.0,3.0,,8.0,6.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,14.0,,2.0,2.0,4.0,7.0,2.0,9.0,,,,,1.0,2.0,5.0,7.0,,22.0,,0.5714285714285714,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.5,0.6944444444444444,0.75,0.2,0.16666666666666666,0.2857142857142857,,0.8,0.4,1.0,,0.8571428571428571,0.3333333333333333,0.5,,1.0,0.75,1.0,,83.62976406533575,16.875,17.5625,16.5,15.8125,0.4666666666666667,0.42857142857142855,0.6,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.75,0.75,0.3333333333333333,0.13333333333333333,1.0,1.0,1.0,1.0,0.5,,0.6666666666666666,1.0,0.5789066666666667,0.6408,,0.12,6.983333333333333,24.53333333333333,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.2222222222222222,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1718-201145-201584,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Jeff Green, Courtney Lee","Bass, Randolph, Pierce, Green, Lee",101138-101183-1718-201145-201584,BOS,209.0,1,3.0,-3.0,7.0,7.0,,,,14.0,1.0,1.0,,,2.0,1.0,2.0,,,3.0,5.0,,,,6.0,9.0,,,,,4.0,2.0,,,,,,2.0,,2.0,,1.0,1.0,4.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,6.0,,0.6666666666666666,0.6666666666666666,,,,0.6,,0.6,,0.6,,,,,0.5,0.5,,1.0,,0.6666666666666666,,,,1.0,,1.0,,96.45933014354067,15.285714285714286,14.571428571428571,15.285714285714286,14.285714285714286,0.2,1.0,1.0,1.0,0.4,0.4,0.5,0.5,1.0,,,,,,,,0.2,,0.39626,,,,11.32,,,1.0,,,,,,,,,,,,0.5,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1718-201145-202340,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Jeff Green, Avery Bradley","Bass, Randolph, Pierce, Green, Bradley",101138-101183-1718-201145-202340,BOS,720.0,6,12.0,-9.0,23.0,23.0,,5.0,6.0,46.0,5.0,8.0,3.0,4.0,5.0,3.0,6.0,,1.0,9.0,19.0,,3.0,4.0,22.0,31.0,4.0,5.0,10.0,,10.0,8.0,,2.0,1.0,,2.0,5.0,,5.0,,2.0,2.0,10.0,1.0,5.0,1.0,5.0,8.0,7.0,15.0,3.0,3.0,4.0,,4.0,13.0,6.0,9.0,,12.0,,0.5555555555555556,0.625,,,,0.47368421052631576,0.8,0.4090909090909091,0.8,0.40384615384615385,0.75,0.13636363636363635,0.10526315789473684,,0.75,0.4166666666666667,0.5,1.0,0.3333333333333333,0.46153846153846156,0.46153846153846156,1.0,1.0,0.3333333333333333,0.4,1.0,,92.0,16.043478260869566,15.26086956521739,14.434782608695652,13.043478260869565,0.36363636363636365,0.625,0.625,0.4,0.22727272727272727,0.2727272727272727,0.5,0.5,0.6666666666666666,0.045454545454545456,,,,0.8,0.75,,0.5,,0.5310136363636363,0.598675,,0.45454545454545453,8.242105263157894,24.333333333333332,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,4.0,,0.6666666666666666,0.2,0.3333333333333333,1.0,0.09090909090909091,0.15384615384615385,0.17391304347826086,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.25,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1718-201584-202340,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Courtney Lee, Avery Bradley","Bass, Randolph, Pierce, Lee, Bradley",101138-101183-1718-201584-202340,BOS,209.0,1,3.0,2.0,7.0,7.0,,7.0,,14.0,1.0,1.0,,,2.0,1.0,1.0,,,4.0,4.0,1.0,1.0,,11.0,9.0,,,,,2.0,6.0,3.0,,,,,1.0,1.0,2.0,,,,5.0,,,,2.0,2.0,,2.0,2.0,2.0,2.0,,,1.0,,,,11.0,,0.25,0.25,1.0,1.0,1.0,1.0,,1.1,,1.1,,0.2,,,1.0,1.0,,,,1.0,,,,1.0,,,,96.45933014354067,13.142857142857142,16.714285714285715,13.142857142857142,16.714285714285715,0.2,1.0,1.0,,0.4,0.2,1.0,1.0,,,,,,,,,0.4,,0.5262100000000001,,,,8.45,23.6,,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,0.5,0.2,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1718-201584-202348,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Courtney Lee, Jordan Crawford","Bass, Randolph, Pierce, Lee, Crawford",101138-101183-1718-201584-202348,BOS,71.0,1,1.0,-6.0,3.0,4.0,3.0,4.0,1.0,7.0,,2.0,,1.0,,,,,,,2.0,,1.0,,,6.0,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,3.0,,,,,,,,,,,,0.3333333333333333,,,1.0,,0.5,1.0,,1.0,0.3333333333333333,0.5,,,,1.0,,141.9718309859155,13.666666666666666,7.5,13.333333333333334,7.5,0.6666666666666666,,,,,,,,,,,,,1.0,,,1.0,,0.6576666666666667,0.6336,0.6576666666666667,,0.8,23.3,1.0,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1718-202340-202348,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Avery Bradley, Jordan Crawford","Bass, Randolph, Pierce, Bradley, Crawford",101138-101183-1718-202340-202348,BOS,199.0,1,3.0,-1.0,6.0,6.0,,6.0,,12.0,1.0,1.0,,,2.0,1.0,2.0,,,3.0,5.0,1.0,1.0,,9.0,10.0,,,,,2.0,4.0,3.0,,,,1.0,1.0,1.0,2.0,,,1.0,5.0,,,,2.0,2.0,,2.0,,,,,,,,,,9.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6,,0.75,,0.75,,0.16666666666666666,0.2,,,1.0,,,,1.0,,,,,1.0,,,86.83417085427135,17.833333333333332,15.333333333333334,17.833333333333332,15.333333333333334,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,,,,,,,,0.3333333333333333,,0.46402499999999997,,,,13.080000000000002,23.1,,1.0,1.0,,,,,,,,,,,0.5,1.0,,0.16666666666666666,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1891-201145-201584,1610612738,"Brandon Bass, Shavlik Randolph, Jason Terry, Jeff Green, Courtney Lee","Bass, Randolph, Terry, Green, Lee",101138-101183-1891-201145-201584,BOS,157.0,2,3.0,-3.0,5.0,4.0,,1.0,2.0,9.0,,2.0,,,2.0,,2.0,,,,6.0,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,2.0,4.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.14285714285714285,,,,1.0,0.4,,,1.0,0.3333333333333333,,,,1.0,,,82.54777070063695,19.0,15.5,16.2,15.5,0.2857142857142857,,,,0.2857142857142857,0.2857142857142857,,,,,,,,,,,0.42857142857142855,,0.47077142857142856,0.54115,,,8.75,24.7,,,1.0,,,,,,,,,,,,,,0.14285714285714285,,,1.0,,,,,,1.0,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1891-201145-202340,1610612738,"Brandon Bass, Shavlik Randolph, Jason Terry, Jeff Green, Avery Bradley","Bass, Randolph, Terry, Green, Bradley",101138-101183-1891-201145-202340,BOS,327.0,2,5.0,2.0,10.0,10.0,1.0,10.0,,20.0,3.0,4.0,,,3.0,1.0,2.0,,1.0,4.0,9.0,,1.0,3.0,11.0,9.0,,,,2.0,2.0,6.0,,,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,1.0,1.0,2.0,3.0,1.0,4.0,,,,,,3.0,3.0,3.0,,11.0,1.0,0.25,0.25,,,,0.4444444444444444,,0.4,,0.5,,0.1,0.1111111111111111,0.25,,0.4,0.2,1.0,,0.5,0.16666666666666666,1.0,,,0.5,1.0,,88.07339449541284,18.1,14.6,18.1,12.6,0.4,0.75,1.0,,0.3,0.2,0.5,0.5,1.0,0.1,,,,,,,0.5,,0.49874999999999997,,0.6749,,7.611111111111111,24.9,0.1,,,,,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,1.0,,,2.0,1.0,2.0,1.0,,3.0,,,,,0.5,0.5,,,,,,2.0,,,1.0,,,,,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-101183-1891-201584-201944,1610612738,"Brandon Bass, Shavlik Randolph, Jason Terry, Courtney Lee, Terrence Williams","Bass, Randolph, Terry, Lee, Williams",101138-101183-1891-201584-201944,BOS,187.0,1,3.0,-4.0,6.0,6.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,,7.0,11.0,1.0,1.0,2.0,,2.0,2.0,3.0,2.0,1.0,,,1.0,1.0,2.0,,,1.0,5.0,1.0,,,,,1.0,1.0,,,2.0,,1.0,2.0,,,,5.0,,0.5,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.7,1.0,0.7,1.0,0.4,,,,,,,1.0,,0.5,,1.0,,,,,92.40641711229947,15.666666666666666,15.5,15.5,15.333333333333334,0.2,1.0,1.0,,0.2,0.2,1.0,1.0,1.0,0.2,,,,1.0,1.0,,0.6,,0.54774,,,0.2857142857142857,7.233333333333333,24.1,,,1.0,,,,1.0,,,,,1.0,,,,,0.2,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
