EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimFGA,PenaltyAtRimFGA,DefTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,PenaltyAtRimFrequency,AtRimFGM,Fg2aBlocked,AtRimAssists,FTDefRebounds,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BlockingFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PtsUnassisted3s,ShortMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,2pt And 1 Free Throw Trips,PenaltyAtRimFGM,PenaltyAtRimAccuracy,PenaltyCorner3FGA,Loose Ball Fouls,OffCorner3ReboundPct,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,DefensiveGoaltends,ShortMidRangePctBlocked,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,StepOutOfBoundsTurnovers,HeaveAttempts,Charge Fouls,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,BlockingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,Clear Path Fouls,Arc3PctBlocked,OffensiveGoaltends,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101153-1905-200811-200826-202419,1610612750,"Mickael Gelabale, Andrei Kirilenko, Lou Amundson, J.J. Barea, Chris Johnson","Gelabale, Kirilenko, Amundson, Barea, Johnson",101153-1905-200811-200826-202419,MIN,256.0,1,4.0,-7.0,9.0,8.0,6.0,2.0,2.0,17.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,6.0,13.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,0.5,1.0,0.4,1.0,0.5,0.2857142857142857,1.0,0.3333333333333333,0.375,1.0,0.3333333333333333,0.2857142857142857,0.5,0.3333333333333333,1.0,0.5,1.0,0.4,0.5,0.5,1.0,95.625,18.555555555555557,11.125,17.666666666666668,11.125,0.2857142857142857,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.43145,0.4041166666666667,0.125,0.16666666666666666,0.6666666666666666,0.3333333333333333,12.540000000000001,25.65,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-200811-200826-2557,1610612750,"Mickael Gelabale, Andrei Kirilenko, Lou Amundson, J.J. Barea, Luke Ridnour","Gelabale, Kirilenko, Amundson, Barea, Ridnour",101153-1905-200811-200826-2557,MIN,38.0,1,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,0.5,,0.5,,,,,,,,,,,37.89473684210527,,30.0,,27.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-200826-201880-201967,1610612750,"Mickael Gelabale, Andrei Kirilenko, J.J. Barea, Greg Stiemsma, Dante Cunningham","Gelabale, Kirilenko, Barea, Stiemsma, Cunningham",101153-1905-200826-201880-201967,MIN,309.0,2,5.0,-1.0,12.0,12.0,12.0,9.0,1.0,24.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,5.0,11.0,12.0,,,2.0,2.0,3.0,5.0,1.0,11.0,2.0,4.0,,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,,,3.0,3.0,,4.0,5.0,7.0,2.0,9.0,11.0,12.0,0.3333333333333333,0.3333333333333333,0.6,,0.6,0.5,,0.5,0.5555555555555556,1.0,0.5555555555555556,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,,0.75,0.5,,,1.0,111.84466019417475,12.333333333333334,13.416666666666666,12.333333333333334,12.916666666666666,0.16666666666666666,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.448,0.448,0.25,0.2857142857142857,0.18181818181818182,1.0,12.7,26.1,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-200826-201880-202419,1610612750,"Mickael Gelabale, Andrei Kirilenko, J.J. Barea, Greg Stiemsma, Chris Johnson","Gelabale, Kirilenko, Barea, Stiemsma, Johnson",101153-1905-200826-201880-202419,MIN,221.0,1,4.0,-6.0,7.0,8.0,,,,15.0,,,,1.0,1.0,,2.0,5.0,1.0,,4.0,10.0,,,,,,,,,4.0,,,1.0,2.0,2.0,,4.0,,,,3.0,,3.0,,,1.0,,1.0,,1.0,,1.0,1.0,3.0,,,4.0,,,1.0,1.0,0.4,,,0.3333333333333333,,,0.3333333333333333,,,0.16666666666666666,1.0,,,,0.6666666666666666,,,,,97.73755656108598,18.428571428571427,11.5,18.428571428571427,11.375,,,,0.16666666666666666,,,,0.16666666666666666,,0.8333333333333334,0.5549499999999999,,,,,,5.0,24.9,,,1.0,,,4.0,,2.0,,,,,,,1.0,,,,0.6666666666666666,,2.0,1.0,2.0,1.0,1.0,0.2,0.25,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-200826-201937-201967,1610612750,"Mickael Gelabale, Andrei Kirilenko, J.J. Barea, Ricky Rubio, Dante Cunningham","Gelabale, Kirilenko, Barea, Rubio, Cunningham",101153-1905-200826-201937-201967,MIN,133.0,1,2.0,-1.0,4.0,4.0,4.0,3.0,1.0,8.0,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,7.0,8.0,1.0,1.0,,2.0,2.0,2.0,1.0,7.0,4.0,,,1.0,2.0,3.0,2.0,7.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,5.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,1.1666666666666667,1.1666666666666667,1.0,1.1666666666666667,0.3333333333333333,1.0,,,,,,,,,86.61654135338345,19.5,13.75,18.75,13.75,,,,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4492833333333333,0.4492833333333333,,,0.2857142857142857,1.0,17.4,25.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-200826-201967-202419,1610612750,"Mickael Gelabale, Andrei Kirilenko, J.J. Barea, Dante Cunningham, Chris Johnson","Gelabale, Kirilenko, Barea, Cunningham, Johnson",101153-1905-200826-201967-202419,MIN,1177.0,4,20.0,,36.0,34.0,6.0,9.0,6.0,70.0,2.0,6.0,6.0,10.0,5.0,2.0,17.0,28.0,6.0,1.0,38.0,38.0,4.0,5.0,,8.0,,2.0,2.0,3.0,22.0,12.0,4.0,5.0,11.0,11.0,4.0,22.0,1.0,5.0,4.0,12.0,6.0,18.0,2.0,,2.0,5.0,1.0,1.0,7.0,3.0,2.0,11.0,6.0,2.0,1.0,30.0,3.0,6.0,0.6470588235294118,0.7333333333333333,0.6071428571428571,0.8,,0.5441176470588235,0.8,0.375,0.5428571428571428,0.8,0.375,0.17647058823529413,0.2857142857142857,0.45454545454545453,0.8,0.2,0.5714285714285714,0.375,0.25,0.25,0.6666666666666666,85.64146134239591,15.61111111111111,18.08823529411765,14.555555555555555,16.676470588235293,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.6,0.6,0.6666666666666666,0.14705882352941177,0.5,0.5294117647058824,0.5112515151515152,0.4979166666666666,0.02857142857142857,0.034482758620689655,0.21052631578947367,0.07894736842105263,8.414285714285715,27.099999999999998,0.16666666666666666,,,,,12.0,1.0,8.0,1.0,1.0,1.0,2.0,,1.0,0.5,0.3333333333333333,0.8571428571428571,0.06666666666666667,0.35294117647058826,0.25,9.0,1.0,6.0,,,0.03571428571428571,0.08333333333333333,,,1.0,0.75,0.8181818181818182,0.6666666666666666,1.0,1.0,1.0,1.0,,1.0,,,,,0.16666666666666666,0.5,0.16666666666666666,0.2,0.2,,0.5,0.2,0.592175,3.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,5.0,1.0,0.75,1.0,0.2,0.5,0.029411764705882353,0.8,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-200826-201967-202682,1610612750,"Mickael Gelabale, Andrei Kirilenko, J.J. Barea, Dante Cunningham, Derrick Williams","Gelabale, Kirilenko, Barea, Cunningham, Williams",101153-1905-200826-201967-202682,MIN,90.0,1,2.0,3.0,3.0,2.0,1.0,1.0,,5.0,1.0,1.0,1.0,2.0,,,2.0,3.0,,1.0,5.0,2.0,,,,,,1.0,,,4.0,,,,2.0,2.0,1.0,4.0,,,,,,,,,,1.0,,,1.0,1.0,,,2.0,1.0,1.0,5.0,,1.0,1.0,1.0,0.6666666666666666,,,0.6666666666666666,,,0.8333333333333334,,,,,,,,,,,,,80.0,18.0,18.0,18.0,17.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,,0.3769,0.3377,0.3333333333333333,0.3333333333333333,,,15.9,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-200826-202419-2557,1610612750,"Mickael Gelabale, Andrei Kirilenko, J.J. Barea, Chris Johnson, Luke Ridnour","Gelabale, Kirilenko, Barea, Johnson, Ridnour",101153-1905-200826-202419-2557,MIN,84.0,1,1.0,4.0,2.0,3.0,,,1.0,5.0,,,,,1.0,,1.0,1.0,1.0,2.0,4.0,,,,2.0,2.0,,,,,2.0,,,1.0,1.0,1.0,,2.0,1.0,,,2.0,1.0,3.0,,,,,,,,,,,2.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,,0.5,,,0.6666666666666666,1.0,,0.5,,,,1.0,1.0,1.0,,1.0,,85.71428571428572,12.5,19.666666666666668,11.5,19.666666666666668,,,,,,,,0.5,,1.0,0.653075,,0.3333333333333333,0.5,0.5,,0.4,25.3,,,,,,1.0,,2.0,,,,,,,1.0,,,,0.5,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-201880-201937-201967,1610612750,"Mickael Gelabale, Andrei Kirilenko, Greg Stiemsma, Ricky Rubio, Dante Cunningham","Gelabale, Kirilenko, Stiemsma, Rubio, Cunningham",101153-1905-201880-201937-201967,MIN,28.0,1,,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,17.0,11.0,17.0,11.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
101153-1905-201880-202682-203144,1610612750,"Mickael Gelabale, Andrei Kirilenko, Greg Stiemsma, Derrick Williams, Alexey Shved","Gelabale, Kirilenko, Stiemsma, Williams, Shved",101153-1905-201880-202682-203144,MIN,57.0,1,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,1.0,1.0,,,1.0,,3.0,2.0,,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,3.0,3.0,2.0,,,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,,101.05263157894737,7.5,21.0,7.5,21.0,,,,,,,,1.0,1.0,1.0,0.47985,0.47985,,,,1.0,,24.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2013,2012-13,False
