EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Fg2aBlocked,ShootingFouls,Fouls,FG2APctBlocked,AtRimPctBlocked,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,OffThreePtRebounds,DefThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,PenaltyFtPoints,PtsAssisted3s,Fg3aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,BadPassSteals,BadPassTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Assisted3sPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,Corner3FGA,BlockingFouls,NonShootingPenaltyNonTakeFouls,Corner3Frequency,FTDefRebounds,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,Loose Ball Fouls,BlockedShortMidRange,Corner3FGM,HeaveAttempts,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,SecondChanceCorner3FGA,Offensive Fouls,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,Travels,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,BlockedLongMidRange,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Defensive 3 Seconds Violations,3SecondViolations,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
101179-1626164-1626210-1627733-1627755,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Dragan Bender, Tyler Ulis","Price, Booker, Williams, Bender, Ulis",101179-1626164-1626210-1627733-1627755,PHX,117.0,1,2.0,-4.0,3.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,0.4,1.0,0.4,1.0,0.2,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,86.15384615384616,19.333333333333332,14.75,18.333333333333332,14.75,0.2,1.0,1.0,0.4,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.4,0.47508,0.6888,0.5,7.4,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626164-1626210-1627755-201162,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Tyler Ulis, Jared Dudley","Price, Booker, Williams, Ulis, Dudley",101179-1626164-1626210-1627755-201162,PHX,77.0,1,1.0,-7.0,3.0,2.0,,5.0,,1.0,,,1.0,,1.0,,,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5064935064935,16.0,14.5,16.0,14.5,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,0.37620000000000003,,,8.766666666666667,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626164-1626210-1627884-201162,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Derrick Jones Jr., Jared Dudley","Price, Booker, Williams, Jones Jr., Dudley",101179-1626164-1626210-1627884-201162,PHX,289.0,1,5.0,-2.0,9.0,9.0,3.0,18.0,2.0,4.0,1.0,2.0,,,1.0,2.0,2.0,5.0,2.0,10.0,12.0,1.0,2.0,5.0,,4.0,2.0,,,,,2.0,1.0,2.0,3.0,5.0,1.0,5.0,,5.0,,,0.4,0.5,0.5,0.8333333333333334,0.5,0.8333333333333334,0.2857142857142857,1.0,0.6666666666666666,1.0,0.75,,1.0,0.25,89.6885813148789,14.222222222222221,17.88888888888889,13.444444444444445,17.88888888888889,0.5714285714285714,0.5,0.5,,0.14285714285714285,,,,0.2857142857142857,0.6666666666666666,0.5,0.8571428571428571,0.5347999999999999,0.5593,0.5,4.7,25.15,,1.0,4.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.6132,0.3,0.375,0.2,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626164-1626210-201162-203933,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Jared Dudley, TJ Warren","Price, Booker, Williams, Dudley, Warren",101179-1626164-1626210-201162-203933,PHX,636.0,4,11.0,-4.0,21.0,23.0,4.0,44.0,3.0,6.0,2.0,3.0,4.0,1.0,3.0,6.0,6.0,13.0,6.0,23.0,27.0,3.0,5.0,6.0,6.0,6.0,6.0,3.0,4.0,1.0,9.0,3.0,3.0,6.0,5.0,11.0,,9.0,1.0,17.0,0.5,0.75,0.46153846153846156,0.6,0.39473684210526316,0.6,0.5,0.6,0.3157894736842105,0.75,0.42857142857142855,0.75,0.45454545454545453,0.5,0.5,,99.62264150943396,16.428571428571427,12.652173913043478,14.904761904761905,12.08695652173913,0.3157894736842105,0.5,0.5,0.21052631578947367,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.3157894736842105,0.6,0.6666666666666666,0.631578947368421,0.49927222222222223,0.54845,0.2608695652173913,7.046153846153846,27.650000000000002,1.0,4.0,5.0,0.07692307692307693,,2.0,,,1.0,,,1.0,8.0,,,1.0,1.0,4.0,,4.0,1.0,2.0,3.0,2.0,1.0,4.0,,,,4.0,,,1.0,9.0,5.0,4.0,2.0,0.16666666666666666,,0.16666666666666666,1.0,1.0,1.0,1.0,0.75,0.5,0.6666666666666666,,0.5,1.0,0.16666666666666666,0.2,,,,,0.16666666666666666,0.341,0.21739130434782608,0.29411764705882354,0.17391304347826086,0.09523809523809523,8.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626164-1627733-1627737-201162,1610612756,"Ronnie Price, Devin Booker, Dragan Bender, Marquese Chriss, Jared Dudley","Price, Booker, Bender, Chriss, Dudley",101179-1626164-1627733-1627737-201162,PHX,114.0,1,2.0,-2.0,4.0,4.0,1.0,8.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,,2.0,1.0,,,,,1.0,1.0,2.0,2.0,4.0,,1.0,,,,,0.3333333333333333,1.0,0.2,0.5,0.2,0.5,0.4,1.0,1.0,1.0,0.6666666666666666,,,,101.05263157894737,14.75,13.75,13.0,13.75,0.4,0.5,0.5,,0.2,,,,0.2,0.5,1.0,0.8,0.457075,,1.0,9.533333333333333,26.55,,,1.0,,,1.0,,,,,1.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,0.5,1.0,,1.0,,,,0.5,,,,,0.3529,,,,0.25,4.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626164-1627733-201162-203458,1610612756,"Ronnie Price, Devin Booker, Dragan Bender, Jared Dudley, Alex Len","Price, Booker, Bender, Dudley, Len",101179-1626164-1627733-201162-203458,PHX,53.0,1,1.0,-2.0,2.0,2.0,,4.0,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,108.67924528301887,8.5,18.0,8.5,18.0,1.0,,,,,,,,,,,1.0,0.3735,,,3.2,,,2.0,3.0,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,0.3735,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626164-1627737-201162-203933,1610612756,"Ronnie Price, Devin Booker, Marquese Chriss, Jared Dudley, TJ Warren","Price, Booker, Chriss, Dudley, Warren",101179-1626164-1627737-201162-203933,PHX,117.0,1,2.0,3.0,4.0,4.0,2.0,8.0,,1.0,,,1.0,,,1.0,,2.0,1.0,8.0,5.0,,,3.0,,,1.0,,1.0,,3.0,2.0,,1.0,2.0,3.0,,3.0,1.0,5.0,,,,,0.5,,0.6666666666666666,0.75,0.3333333333333333,,1.0,,1.0,1.0,,,98.46153846153847,13.75,15.5,13.75,12.0,0.3333333333333333,,,0.3333333333333333,,,,,0.3333333333333333,,,0.6666666666666666,0.5406166666666666,,0.375,4.2,24.9,,,1.0,,,4.0,,1.0,1.0,,,1.0,5.0,,,,2.0,8.0,,,1.0,,,1.0,1.0,,,,,,,,,6.0,2.0,8.0,4.0,1.0,,1.0,,0.5,0.6666666666666666,,,,1.0,,,,1.0,1.0,,,0.3333333333333333,,1.0,0.5406166666666666,0.4,0.5,1.0,1.0,4.0,,5.0,3.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626164-201162-203458-203933,1610612756,"Ronnie Price, Devin Booker, Jared Dudley, Alex Len, TJ Warren","Price, Booker, Dudley, Len, Warren",101179-1626164-201162-203458-203933,PHX,222.0,1,4.0,4.0,8.0,7.0,,15.0,,,,,1.0,,3.0,,1.0,4.0,,9.0,5.0,,,,,2.0,,,,,,,,3.0,,3.0,,4.0,,9.0,,,0.25,,0.25,,0.5625,,,,,0.6,,,,,97.29729729729729,12.375,17.571428571428573,12.375,17.285714285714285,,,,0.25,0.75,,,,,,,,0.36935,,,16.075,,,1.0,3.0,,,7.0,,,,,,,7.0,,,1.0,4.0,8.0,,,,,3.0,1.0,1.0,,,,,,,,,8.0,3.0,8.0,7.0,,,,0.25,0.25,0.5714285714285714,,1.0,,,,,1.0,,,,,,,,0.36935,0.42857142857142855,0.42857142857142855,0.8888888888888888,0.875,7.0,1.0,6.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,2.0,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626210-1627733-1627755-1627884,1610612756,"Ronnie Price, Alan Williams, Dragan Bender, Tyler Ulis, Derrick Jones Jr.","Price, Williams, Bender, Ulis, Jones Jr.",101179-1626210-1627733-1627755-1627884,PHX,281.0,1,5.0,-6.0,10.0,9.0,,19.0,2.0,2.0,,,2.0,,,2.0,3.0,4.0,2.0,11.0,17.0,,,,6.0,,2.0,3.0,3.0,,6.0,,,2.0,,2.0,,2.0,,11.0,1.0,1.0,0.75,,0.75,,0.7857142857142857,,0.3333333333333333,,,0.6666666666666666,,,,,97.36654804270462,13.6,16.11111111111111,13.6,16.11111111111111,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,0.3333333333333333,,,0.6666666666666666,0.4721583333333333,,,6.6,25.4,,1.0,3.0,,,,,,1.0,,,1.0,2.0,,,,,,3.0,,1.0,,2.0,,,,2.0,3.0,,3.0,,,,3.0,2.0,,,0.5,,0.5,,,,,1.0,,,,,1.0,0.5,0.5,,,,,0.5,,0.2857142857142857,0.4,,,,1.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
101179-1626210-1627733-1627755-201162,1610612756,"Ronnie Price, Alan Williams, Dragan Bender, Tyler Ulis, Jared Dudley","Price, Williams, Bender, Ulis, Dudley",101179-1626210-1627733-1627755-201162,PHX,338.0,2,6.0,-2.0,13.0,13.0,3.0,26.0,2.0,7.0,,4.0,2.0,1.0,1.0,6.0,4.0,10.0,7.0,13.0,15.0,,4.0,,6.0,2.0,5.0,3.0,4.0,,9.0,3.0,1.0,3.0,5.0,8.0,2.0,1.0,,13.0,0.75,0.75,0.4,,0.3235294117647059,,0.3611111111111111,,0.4117647058823529,0.5,0.5,0.6,0.45454545454545453,,,0.18181818181818182,110.76923076923076,11.846153846153847,14.153846153846153,11.076923076923077,14.153846153846153,0.4117647058823529,0.2857142857142857,0.2857142857142857,0.11764705882352941,0.058823529411764705,1.0,1.0,,0.35294117647058826,0.8,,0.8235294117647058,0.5383875,0.5930333333333333,,4.0600000000000005,28.185714285714287,,1.0,2.0,,,5.0,,2.0,,,1.0,1.0,2.0,,1.0,1.0,3.0,4.0,,,,2.0,2.0,3.0,,1.0,,,1.0,1.0,,,,2.0,1.0,4.0,5.0,0.14285714285714285,,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2857142857142857,1.0,0.6666666666666666,0.4,0.6,,0.4,0.6666666666666666,,,0.2,,0.3333333333333333,,,0.49400000000000005,0.05555555555555555,0.09090909090909091,0.3076923076923077,0.38461538461538464,6.0,1.0,2.0,3.0,,1.0,,2.0,1.0,3.0,,,,1.0,,,,,1.0,,1.0,0.5,0.5,1.0,,1.0,,1.0,0.058823529411764705,,,1.0,1.0,1.0,,,,,3.0,,,3.0,,,,0.5,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,False
