EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,ShootingFouls,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Charge Fouls,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockingFoulsDrawn,BlockedCorner3,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,BlockedLongMidRange,HeaveAttempts,Clear Path Fouls,DefensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
101133-1626162-201160-201943-202322,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Brandon Jennings, John Wall","Mahinmi, Oubre Jr., Smith, Jennings, Wall",101133-1626162-201160-201943-202322,WAS,215.0,2,4.0,4.0,6.0,7.0,2.0,1.0,13.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,11.0,7.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,3.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.8,0.9166666666666666,1.5,0.7857142857142857,1.5,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,87.06976744186046,1.0,19.666666666666668,13.857142857142858,19.0,13.857142857142858,0.3333333333333333,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4975416666666667,0.28155,0.2857142857142857,0.3333333333333333,0.2727272727272727,10.620000000000001,26.4,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-201943-202711,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Brandon Jennings, Bojan Bogdanovic","Mahinmi, Oubre Jr., Smith, Jennings, Bogdanovic",101133-1626162-201160-201943-202711,WAS,5139.0,13,86.0,48.0,180.0,178.0,27.0,24.0,358.0,34.0,56.0,10.0,25.0,18.0,50.0,1.0,5.0,52.0,102.0,20.0,56.0,201.0,153.0,1.0,5.0,27.0,50.0,54.0,54.0,50.0,18.0,25.0,18.0,43.0,16.0,17.0,4.0,104.0,1.0,50.0,79.0,31.0,110.0,15.0,5.0,15.0,3.0,32.0,4.0,2.0,44.0,44.0,49.0,7.0,23.0,9.0,8.0,9.0,6.0,175.0,27.0,27.0,0.4807692307692308,0.5208333333333334,0.9,0.35714285714285715,0.2,0.35714285714285715,0.5098039215686274,0.5189873417721519,0.29545454545454547,0.5617977528089888,0.46551724137931033,0.35443037974683544,0.46875,0.125,0.704225352112676,0.73,0.6153846153846154,100.31523642732049,0.6666666666666666,13.455555555555556,15.264044943820224,12.683333333333334,14.573033707865168,0.35443037974683544,0.6071428571428571,0.6938775510204082,0.5,0.15822784810126583,0.4,0.4,0.4,0.31645569620253167,0.36,0.375,0.8888888888888888,0.22727272727272727,0.2,0.7088607594936709,0.36,0.5276775316455696,0.49462272727272727,0.13714285714285715,0.19491525423728814,0.13432835820895522,6.924509803921568,25.9875,0.15,20.0,9.0,15.0,2.0,6.0,8.0,21.0,2.0,6.0,1.0,3.0,37.0,11.0,21.0,4.0,4.0,26.0,5.0,17.0,14.0,6.0,8.0,7.0,2.0,2.0,4.0,14.0,16.0,23.0,6.0,2.0,10.0,6.0,12.0,17.0,2.0,1.0,16.0,2.0,4.0,8.0,1.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,0.5238095238095238,0.29411764705882354,0.44,0.48148148148148145,0.03571428571428571,0.06862745098039216,0.125,0.04,0.8571428571428571,0.32653061224489793,0.7931034482758621,0.4117647058823529,0.3614457831325301,0.5,0.15384615384615385,0.21428571428571427,0.43333333333333335,0.25,0.7894736842105263,0.7307692307692307,0.7692307692307693,1.0,0.02702702702702703,0.13291139240506328,0.38095238095238093,0.38095238095238093,0.5,0.0379746835443038,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6,0.2222222222222222,0.04,0.12,0.2727272727272727,0.3333333333333333,0.5362735294117646,0.017543859649122806,0.12935323383084577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-201943-203078,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Brandon Jennings, Bradley Beal","Mahinmi, Oubre Jr., Smith, Jennings, Beal",101133-1626162-201160-201943-203078,WAS,501.0,5,8.0,8.0,18.0,18.0,3.0,3.0,36.0,2.0,5.0,1.0,2.0,2.0,5.0,,,3.0,9.0,3.0,6.0,21.0,13.0,,,,4.0,2.0,9.0,5.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,13.0,,7.0,11.0,4.0,15.0,,,2.0,1.0,3.0,,1.0,5.0,5.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,,3.0,0.6666666666666666,1.0,1.0,0.5,,0.5,0.3333333333333333,0.5,,0.5833333333333334,,0.4,0.6666666666666666,,0.7777777777777778,0.8333333333333334,0.3333333333333333,103.47305389221557,1.0,12.277777777777779,15.555555555555555,11.722222222222221,15.222222222222221,0.3333333333333333,0.4,0.5,0.5,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.4,0.4,1.0,,,0.7333333333333333,0.4,0.5118666666666667,0.3317,0.2222222222222222,0.3333333333333333,,7.6000000000000005,25.400000000000002,0.16666666666666666,9.0,1.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,6.0,1.0,2.0,1.0,,5.0,,1.0,,,2.0,1.0,,1.0,,1.0,3.0,3.0,1.0,,,,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,0.5,,0.8333333333333334,0.8333333333333334,,0.1111111111111111,0.2,,1.0,0.5,1.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,1.0,,0.3333333333333333,,1.0,1.0,1.0,1.0,,0.13333333333333333,,,,0.06666666666666667,1.0,1.0,1.0,0.6666666666666666,0.5,,,0.3333333333333333,1.0,,0.423,,0.23809523809523808,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-201977-202322,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Marcus Thornton, John Wall","Mahinmi, Oubre Jr., Smith, Thornton, Wall",101133-1626162-201160-201977-202322,WAS,65.0,1,1.0,,3.0,2.0,,1.0,5.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,0.5,,0.5,,0.5,,,,1.0,,110.76923076923077,,8.333333333333334,20.0,7.666666666666667,20.0,,,,,0.5,1.0,1.0,,,,,,,,0.5,,0.505125,,,,,18.8,24.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-201977-203107,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Marcus Thornton, Tomas Satoransky","Mahinmi, Oubre Jr., Smith, Thornton, Satoransky",101133-1626162-201160-201977-203107,WAS,91.0,1,2.0,-4.0,2.0,3.0,,,5.0,,,,,,2.0,,,,,,2.0,1.0,5.0,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,0.16666666666666666,,1.0,,,,,,79.12087912087912,,23.5,14.666666666666666,22.5,13.333333333333334,,,,,,,,,1.0,,,,,,1.0,,0.5286,,0.3333333333333333,1.0,,,25.05,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,0.5,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-202322-202711,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, John Wall, Bojan Bogdanovic","Mahinmi, Oubre Jr., Smith, Wall, Bogdanovic",101133-1626162-201160-202322-202711,WAS,346.0,3,6.0,7.0,11.0,10.0,,2.0,21.0,6.0,7.0,,1.0,,1.0,,,7.0,9.0,1.0,2.0,19.0,12.0,,,,6.0,8.0,3.0,1.0,,3.0,1.0,4.0,,3.0,,9.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,,1.0,1.0,,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,17.0,,,0.42857142857142855,0.5,1.0,0.5,,0.5,0.7777777777777778,0.7727272727272727,,0.7916666666666666,,0.18181818181818182,1.0,1.0,0.5,0.42857142857142855,0.6666666666666666,87.39884393063583,0.5,14.454545454545455,18.7,14.181818181818182,17.0,0.6363636363636364,0.8571428571428571,1.0,0.5,0.09090909090909091,,,,0.09090909090909091,,,,,,0.8181818181818182,,0.5524590909090908,,0.16666666666666666,0.2,,3.5888888888888886,24.4,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,,,,,2.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,0.1111111111111111,0.14285714285714285,,,0.5,,,0.3333333333333333,1.0,,,,,0.5,,,,,0.09090909090909091,1.0,1.0,,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,,,,,,0.6314,,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-202322-203078,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, John Wall, Bradley Beal","Mahinmi, Oubre Jr., Smith, Wall, Beal",101133-1626162-201160-202322-203078,WAS,931.0,6,16.0,-13.0,29.0,31.0,8.0,5.0,60.0,3.0,7.0,1.0,3.0,1.0,5.0,1.0,3.0,5.0,14.0,2.0,8.0,23.0,36.0,2.0,4.0,14.0,4.0,6.0,6.0,5.0,1.0,2.0,2.0,4.0,1.0,,1.0,10.0,1.0,3.0,10.0,7.0,17.0,3.0,1.0,2.0,,8.0,,1.0,9.0,8.0,14.0,1.0,6.0,,,1.0,,16.0,14.0,8.0,0.4,0.5,1.0,0.25,0.5,0.25,0.35714285714285715,0.36363636363636365,0.7142857142857143,0.4107142857142857,0.6363636363636364,0.36363636363636365,0.25,0.25,0.3,0.5294117647058824,0.16666666666666666,92.80343716433941,,15.827586206896552,15.225806451612904,14.517241379310345,12.774193548387096,0.3181818181818182,0.42857142857142855,0.42857142857142855,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.22727272727272727,0.2,0.2,1.0,0.42857142857142855,0.3333333333333333,0.6818181818181818,0.2,0.5209863636363636,0.5409714285714285,0.2222222222222222,0.3157894736842105,0.6086956521739131,7.764285714285714,25.3,0.27586206896551724,22.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,,7.0,1.0,2.0,2.0,2.0,7.0,2.0,3.0,4.0,,2.0,,,1.0,1.0,3.0,3.0,6.0,1.0,,2.0,2.0,2.0,6.0,1.0,,3.0,,,2.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,0.5,0.6666666666666666,0.625,0.5,,,,,1.0,0.3333333333333333,0.8571428571428571,0.5,0.4,0.5,0.3333333333333333,,0.5,0.5,0.5,0.5,0.8333333333333334,1.0,,0.18181818181818182,0.25,0.25,1.0,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,0.5,,0.2857142857142857,1.0,0.493325,,0.30434782608695654,,1.0,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-202322-203504,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, John Wall, Trey Burke","Mahinmi, Oubre Jr., Smith, Wall, Burke",101133-1626162-201160-202322-203504,WAS,146.0,3,2.0,3.0,7.0,6.0,5.0,,13.0,3.0,3.0,,,,,,,3.0,3.0,,,9.0,6.0,,,5.0,2.0,4.0,,,,1.0,,1.0,,1.0,,2.0,,1.0,3.0,,3.0,,,1.0,1.0,3.0,,3.0,2.0,3.0,4.0,2.0,3.0,,,,,9.0,5.0,5.0,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,1.0,1.125,1.25,,0.3333333333333333,,1.0,1.0,,128.2191780821918,,10.428571428571429,12.166666666666666,10.428571428571429,12.166666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,1.0,,0.7245,0.7666,0.75,0.75,0.5555555555555556,1.0333333333333334,,0.7142857142857143,5.0,,,2.0,2.0,,,,,,,3.0,,,,,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-202711-203107,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Bojan Bogdanovic, Tomas Satoransky","Mahinmi, Oubre Jr., Smith, Bogdanovic, Satoransky",101133-1626162-201160-202711-203107,WAS,762.0,2,13.0,11.0,24.0,23.0,,1.0,47.0,1.0,3.0,6.0,8.0,3.0,3.0,,,8.0,14.0,3.0,3.0,31.0,20.0,,,,14.0,2.0,9.0,3.0,3.0,7.0,3.0,10.0,3.0,1.0,5.0,23.0,,7.0,13.0,1.0,14.0,1.0,1.0,3.0,2.0,6.0,,,2.0,6.0,6.0,,2.0,4.0,2.0,5.0,5.0,29.0,,,0.875,0.875,1.0,1.0,,1.0,0.5714285714285714,0.7352941176470589,,0.775,,0.17647058823529413,0.5,,1.0,1.0,1.0,88.81889763779527,1.0,15.0,17.47826086956522,14.708333333333334,17.47826086956522,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.47058823529411764,0.75,0.75,0.8333333333333334,0.17647058823529413,1.0,1.0,1.0,,,0.35294117647058826,1.0,0.4826823529411765,,0.10526315789473684,0.125,,11.221428571428572,26.633333333333336,,2.0,1.0,1.0,,,1.0,3.0,,,,,6.0,1.0,1.0,,,2.0,,,,,,,,,1.0,,1.0,5.0,1.0,,,,1.0,3.0,,2.0,1.0,,,1.0,,,1.0,,,1.0,2.0,,,1.0,,1.0,1.0,,,,,1.0,0.2,1.0,,0.2,0.5,,,,,1.0,,1.0,1.0,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,1.0,1.0,,,,,0.8863,,0.06451612903225806,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1610612764,2017,2016-17,False
101133-1626162-201160-203078-203107,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Bradley Beal, Tomas Satoransky","Mahinmi, Oubre Jr., Smith, Beal, Satoransky",101133-1626162-201160-203078-203107,WAS,309.0,1,5.0,5.0,10.0,9.0,4.0,,19.0,2.0,2.0,1.0,3.0,1.0,1.0,,,3.0,5.0,2.0,3.0,12.0,7.0,1.0,2.0,5.0,6.0,,6.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,12.0,,5.0,6.0,,6.0,,,1.0,,2.0,,,1.0,1.0,,,,1.0,,1.0,,12.0,5.0,4.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6,0.75,0.625,0.75,0.625,0.375,0.5,,0.7142857142857143,0.75,1.0,88.54368932038834,,14.3,18.444444444444443,14.3,15.777777777777779,0.25,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,,,0.625,1.0,0.4936875,0.4790375,,,0.4166666666666667,10.24,23.766666666666666,0.4,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,1.0,,,,,,,,0.5,1.0,1.0,,,,,,,0.25,0.5,0.5,1.0,,,,,,0.25,1.0,,,,,,,,,,1.0,2.0,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,1610612764,2017,2016-17,False
