EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,DefLongMidRangeReboundPct,SecondChanceFtPoints,2pt And 1 Free Throw Trips,AtRimPctBlocked,OffAtRimReboundPct,AtRimAssists,AtRimPctAssisted,HeaveAttempts,FTDefRebounds,SelfOReb,SecondChanceTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BadPassSteals,Charge Fouls,BlockingFouls,BlockedShortMidRange,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedLongMidRange,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,3SecondViolations,OffensiveGoaltends,team_id,year,season,team_vs
101128-1891-201595-201935-203123,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, James Harden, Kostas Papanikolaou","Garcia, Terry, Dorsey, Harden, Papanikolaou",101128-1891-201595-201935-203123,HOU,967.0,5,16.0,-1.0,29.0,26.0,19.0,13.0,4.0,55.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,6.0,1.0,1.0,4.0,7.0,14.0,4.0,9.0,8.0,34.0,35.0,1.0,3.0,1.0,2.0,5.0,8.0,2.0,6.0,8.0,24.0,4.0,10.0,9.0,3.0,2.0,6.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,13.0,2.0,2.0,5.0,2.0,7.0,4.0,11.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,3.0,1.0,7.0,2.0,1.0,12.0,2.0,4.0,1.0,1.0,1.0,1.0,32.0,24.0,19.0,4.0,0.2857142857142857,0.3333333333333333,0.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,0.625,0.5652173913043478,0.25,0.5714285714285714,0.5862068965517241,0.25,0.6,0.391304347826087,0.07142857142857142,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.4375,0.4,1.0,0.6666666666666666,0.4,0.5714285714285714,0.3333333333333333,81.90279214064115,1.0,17.20689655172414,18.0,16.75862068965517,16.46153846153846,0.21739130434782608,0.4,0.4,0.21739130434782608,0.6,0.75,0.3333333333333333,0.17391304347826086,0.5,0.5,0.5,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.5,0.75,0.3333333333333333,0.25,0.14285714285714285,0.5,0.14285714285714285,0.5,0.2857142857142857,0.25,0.6086956521739131,0.3333333333333333,0.5248659090909091,0.65115,0.5191928571428571,0.08,0.125,0.058823529411764705,0.7058823529411765,8.97857142857143,27.38888888888889,0.6551724137931034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201595-201935-2772,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, James Harden, Trevor Ariza","Garcia, Terry, Dorsey, Harden, Ariza",101128-1891-201595-201935-2772,HOU,197.0,1,3.0,,5.0,5.0,,,,10.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,2.0,4.0,,4.0,,,,,2.0,,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,0.5,,0.6666666666666666,73.09644670050761,,18.8,20.6,18.8,17.4,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,1.0,,0.5285,,,,,,,,25.03333333333333,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201595-201976-203123,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, Patrick Beverley, Kostas Papanikolaou","Garcia, Terry, Dorsey, Beverley, Papanikolaou",101128-1891-201595-201976-203123,HOU,67.0,1,1.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,2.0,,1.0,3.0,5.0,,1.0,1.0,,4.0,1.0,1.0,,1.0,1.0,3.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,4.0,,,5.0,2.0,1.0,,,,,1.0,3.0,1.0,1.0,,,,,,,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,85.97014925373134,,14.0,19.5,13.0,19.5,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,0.5,1.0,,,0.5,,1.0,,0.59715,,0.630425,0.5,0.6666666666666666,0.8,0.6,1.45,25.4,0.5,,,,1.0,,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201595-203123-203584,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, Kostas Papanikolaou, Troy Daniels","Garcia, Terry, Dorsey, Papanikolaou, Daniels",101128-1891-201595-203123-203584,HOU,41.0,1,1.0,4.0,2.0,1.0,,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,4.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,4.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,105.36585365853658,,14.5,12.0,14.5,12.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3496,,,0.5,0.5,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201595-203123-203910,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, Kostas Papanikolaou, Nick Johnson","Garcia, Terry, Dorsey, Papanikolaou, Johnson",101128-1891-201595-203123-203910,HOU,340.0,1,6.0,,12.0,11.0,4.0,4.0,,23.0,1.0,3.0,,,1.0,2.0,2.0,4.0,2.0,3.0,,,,,,,,,,5.0,10.0,,,1.0,11.0,11.0,,,,,2.0,4.0,,,,4.0,6.0,4.0,,,,,,2.0,3.0,,3.0,,,1.0,1.0,6.0,,,3.0,1.0,4.0,,4.0,1.0,1.0,,,1.0,,,1.0,,,,,3.0,,1.0,2.0,1.0,,,,,,11.0,4.0,4.0,,0.6,0.6,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,0.2,0.25,,1.0,,0.6,,0.6666666666666666,,,,1.0,0.5,0.6666666666666666,97.41176470588235,,14.333333333333334,15.272727272727273,14.333333333333334,13.636363636363637,0.3,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5,0.3,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,0.5,0.5,,,,,0.3,,0.46527,,0.497375,0.09090909090909091,0.09090909090909091,,0.36363636363636365,8.22,,0.3333333333333333,1.0,,,,,,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201595-203123-2772,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, Kostas Papanikolaou, Trevor Ariza","Garcia, Terry, Dorsey, Papanikolaou, Ariza",101128-1891-201595-203123-2772,HOU,1036.0,4,17.0,1.0,31.0,33.0,5.0,5.0,2.0,64.0,4.0,10.0,,2.0,,,3.0,7.0,5.0,8.0,1.0,1.0,,,,2.0,,,1.0,12.0,25.0,1.0,3.0,4.0,31.0,30.0,,4.0,,,1.0,2.0,,1.0,,2.0,14.0,10.0,3.0,,,1.0,,2.0,7.0,1.0,8.0,,1.0,1.0,3.0,17.0,,6.0,8.0,5.0,15.0,6.0,21.0,,,4.0,3.0,3.0,,1.0,7.0,2.0,3.0,6.0,1.0,5.0,,,7.0,3.0,,2.0,2.0,2.0,1.0,31.0,2.0,5.0,,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,,0.5,0.48,,0.5,0.48214285714285715,,0.3333333333333333,0.5,,0.3333333333333333,0.10714285714285714,0.08,,0.5714285714285714,0.45454545454545453,0.46153846153846156,0.8888888888888888,,0.65,0.46153846153846156,0.5,,0.25,0.8333333333333334,1.0,88.95752895752896,0.5,15.258064516129032,17.060606060606062,14.258064516129032,15.272727272727273,0.35714285714285715,0.4,0.5,0.25,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.625,0.625,0.6,0.03571428571428571,1.0,1.0,1.0,0.07142857142857142,,,,0.5,,,,,,,0.3333333333333333,,0.4642857142857143,,0.47264814814814815,0.474875,0.3678,0.0967741935483871,0.10714285714285714,,0.06451612903225806,9.216000000000001,31.433333333333334,0.16129032258064516,,1.0,1.0,,,,,0.2,0.5,3.0,0.75,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201935-201976-203123,1610612745,"Francisco Garcia, Jason Terry, James Harden, Patrick Beverley, Kostas Papanikolaou","Garcia, Terry, Harden, Beverley, Papanikolaou",101128-1891-201935-201976-203123,HOU,28.0,1,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,102.85714285714286,,,28.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201935-202700-203123,1610612745,"Francisco Garcia, Jason Terry, James Harden, Donatas Motiejunas, Kostas Papanikolaou","Garcia, Terry, Harden, Motiejunas, Papanikolaou",101128-1891-201935-202700-203123,HOU,235.0,1,4.0,6.0,6.0,7.0,,7.0,1.0,13.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,3.0,,,1.0,1.0,,,,2.0,4.0,2.0,4.0,,10.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,4.0,6.0,,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,,,6.0,1.0,1.0,4.0,1.0,5.0,2.0,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,8.0,,,,,,1.0,0.5,,0.5,0.5,1.0,,0.625,0.5,,0.625,0.5,,0.5,,,,1.0,0.5,0.6666666666666666,0.5,0.7142857142857143,0.5,,,,0.5,1.0,79.65957446808511,,14.666666666666666,21.0,13.666666666666666,17.857142857142858,0.25,0.5,0.5,0.125,1.0,1.0,,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,0.5,1.0,,,,,,,,0.75,1.0,0.5336875,0.5859,,,,0.2,,6.625,23.3,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201935-202700-203477,1610612745,"Francisco Garcia, Jason Terry, James Harden, Donatas Motiejunas, Isaiah Canaan","Garcia, Terry, Harden, Motiejunas, Canaan",101128-1891-201935-202700-203477,HOU,253.0,1,4.0,-2.0,8.0,8.0,4.0,,1.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,,3.0,,,,,,,,,,2.0,7.0,,,2.0,6.0,8.0,1.0,3.0,,2.0,1.0,2.0,,,,2.0,4.0,,,,,,,,2.0,,2.0,,,,,4.0,,3.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0,3.0,,,,3.0,3.0,2.0,1.0,2.0,,2.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,4.0,2.0,4.0,,1.0,1.0,,,,,0.2857142857142857,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5,,,,1.0,1.0,0.6,0.6666666666666666,,0.75,0.6,1.0,,1.0,1.0,,91.06719367588933,1.0,17.875,13.75,13.75,12.75,0.2857142857142857,1.0,1.0,0.2857142857142857,,,,0.42857142857142855,,,,,,,,,,,,0.3333333333333333,1.0,,0.5,1.0,,,,,0.2857142857142857,,0.48932857142857145,0.47773333333333334,0.608,0.125,0.125,0.3333333333333333,0.3333333333333333,10.485714285714286,,0.5,,,,,,,,,,2.0,1.0,,,1.0,,,,,,0.3333333333333333,,0.2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
101128-1891-201935-202700-203584,1610612745,"Francisco Garcia, Jason Terry, James Harden, Donatas Motiejunas, Troy Daniels","Garcia, Terry, Harden, Motiejunas, Daniels",101128-1891-201935-202700-203584,HOU,75.0,1,1.0,,3.0,2.0,2.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,2.0,,,1.0,3.0,3.0,1.0,1.0,,2.0,1.0,2.0,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,,,,1.0,2.0,2.0,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,96.0,,11.666666666666666,20.0,11.333333333333334,20.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,1.0,1.0,,0.5,1.0,,,,,0.5,,0.4918,0.6352,0.4918,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.65,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
