EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,BlockingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,SecondChanceTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Corner3Assists,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,PtsPutbacks,PenaltyTurnovers,Blocked3s,BlockedArc3,DefCorner3ReboundPct,BadPassTurnovers,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,HeaveAttempts,BlockedShortMidRange,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,Charge Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Charge Fouls Drawn,Clear Path Fouls,3pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,Arc3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101110-101162-1718-201196-2400,1610612764,"Martell Webster, Marcin Gortat, Paul Pierce, Ramon Sessions, Drew Gooden","Webster, Gortat, Pierce, Sessions, Gooden",101110-101162-1718-201196-2400,WAS,35.0,1,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,123.42857142857142,8.5,18.0,8.5,18.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.48055,0.48055,1.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-1718-202322-203078,1610612764,"Martell Webster, Marcin Gortat, Paul Pierce, John Wall, Bradley Beal","Webster, Gortat, Pierce, Wall, Beal",101110-101162-1718-202322-203078,WAS,115.0,2,2.0,5.0,4.0,5.0,4.0,4.0,9.0,,,,,1.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,10.0,2.0,,1.0,1.0,1.0,2.0,,1.0,8.0,6.0,2.0,,1.0,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,112.69565217391303,18.25,8.4,16.0,6.6,,,,0.5,1.0,1.0,1.0,,,0.5,0.396875,0.396875,1.0,21.6,1.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,8.0,1.0,3.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.2,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-1718-202322-2400,1610612764,"Martell Webster, Marcin Gortat, Paul Pierce, John Wall, Drew Gooden","Webster, Gortat, Pierce, Wall, Gooden",101110-101162-1718-202322-2400,WAS,204.0,2,3.0,2.0,7.0,7.0,4.0,4.0,14.0,,4.0,,1.0,,,1.0,9.0,7.0,5.0,,3.0,5.0,,2.0,,1.0,,3.0,1.0,3.0,7.0,5.0,4.0,2.0,,,0.1111111111111111,,0.22727272727272727,0.375,0.2916666666666667,0.5,98.82352941176471,19.571428571428573,9.571428571428571,13.0,9.571428571428571,0.36363636363636365,,,,,,,0.25,,0.5454545454545454,0.4728318181818182,0.4427125,0.7142857142857143,5.155555555555555,0.5714285714285714,1.0,,,2.0,2.0,,,1.0,2.0,,1.0,6.0,10.0,,,1.0,2.0,2.0,,1.0,,0.18181818181818182,1.0,0.6666666666666666,,,,,,,23.3,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.5,0.2,1.0,0.625,1.0,0.5,0.75,1.0,1.0,1.0,0.16666666666666666,1.0,0.45454545454545453,0.2,0.25,0.18181818181818182,0.5,0.5,1.0,0.4,0.2,0.25,1.0,0.42178000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-1718-202322-2403,1610612764,"Martell Webster, Marcin Gortat, Paul Pierce, John Wall, Nene","Webster, Gortat, Pierce, Wall, Nene",101110-101162-1718-202322-2403,WAS,860.0,4,14.0,10.0,29.0,31.0,2.0,10.0,60.0,4.0,6.0,1.0,1.0,4.0,5.0,9.0,13.0,38.0,28.0,1.0,2.0,2.0,12.0,6.0,6.0,11.0,3.0,27.0,,6.0,36.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.5,0.717391304347826,0.5,0.7307692307692307,0.5,100.46511627906976,14.793103448275861,13.903225806451612,14.379310344827585,13.516129032258064,0.2608695652173913,0.6666666666666666,0.6666666666666666,0.21739130434782608,0.8,0.8,0.75,0.5,1.0,0.6956521739130435,0.5446239130434783,0.48855,0.05263157894736842,9.36923076923077,0.06896551724137931,2.0,6.0,,10.0,5.0,,2.0,,,6.0,1.0,2.0,15.0,3.0,1.0,6.0,5.0,7.0,4.0,,0.5,0.43478260869565216,0.2,0.2222222222222222,0.3333333333333333,0.2608695652173913,,0.15384615384615385,0.25,0.05263157894736842,25.32,1.0,1.0,2.0,2.0,4.0,,,,5.0,1.0,1.0,,15.0,,5.0,2.0,1.0,9.0,13.0,,,,2.0,2.0,2.0,1.0,,1.0,0.5,,0.5,,,,0.8181818181818182,0.25,0.8571428571428571,,,,0.75,0.75,,0.5,0.08695652173913043,0.5,0.5,0.17391304347826086,0.5,0.5,1.0,0.5,,,,0.5451,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,0.5,0.6,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-1718-202322-2446,1610612764,"Martell Webster, Marcin Gortat, Paul Pierce, John Wall, Rasual Butler","Webster, Gortat, Pierce, Wall, Butler",101110-101162-1718-202322-2446,WAS,133.0,2,2.0,,6.0,8.0,6.0,8.0,14.0,1.0,3.0,1.0,3.0,,,2.0,4.0,6.0,6.0,2.0,4.0,6.0,,4.0,,,,,,,4.0,6.0,6.0,,,,0.5,0.5,0.5,0.5,0.6,0.6,151.57894736842104,8.0,10.625,7.833333333333333,10.0,0.75,0.3333333333333333,0.5,,,,,0.75,0.3333333333333333,0.75,0.660875,0.660875,1.0,1.9,1.0,1.0,,,,2.0,,2.0,,2.0,,,1.0,5.0,,,,2.0,2.0,1.0,,1.0,,,0.5,,,,0.2,0.2,0.3333333333333333,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,3.0,4.0,,,,1.0,1.0,2.0,1.0,,,,,,0.25,0.3333333333333333,,0.5,0.5,0.5714285714285714,0.5,,,0.5,,,0.5,0.25,1.0,1.0,,,,,1.0,,,,0.6396,1.0,,,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-1889-202322-2446,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, John Wall, Rasual Butler","Webster, Gortat, Miller, Wall, Butler",101110-101162-1889-202322-2446,WAS,4.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-1889-2400-2446,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, Drew Gooden, Rasual Butler","Webster, Gortat, Miller, Gooden, Butler",101110-101162-1889-2400-2446,WAS,94.0,1,2.0,-5.0,3.0,3.0,3.0,3.0,6.0,,,,,,1.0,,1.0,,5.0,,1.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,91.91489361702128,11.333333333333334,20.0,11.333333333333334,12.333333333333334,,,,0.5,,,,,,0.5,0.4414,0.4414,,20.9,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,0.5,,,,0.5,0.5,,,,26.7,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-1889-2446-2743,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, Rasual Butler, Kris Humphries","Webster, Gortat, Miller, Butler, Humphries",101110-101162-1889-2446-2743,WAS,135.0,2,2.0,,6.0,5.0,6.0,3.0,11.0,1.0,2.0,1.0,2.0,,,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,,2.0,,2.0,4.0,4.0,6.0,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,117.33333333333333,11.666666666666666,13.0,11.666666666666666,13.0,0.5,0.5,0.5,,,,,0.5,0.5,0.75,0.599675,0.599675,1.0,3.1333333333333333,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,0.25,,,,0.25,0.25,,,,25.4,,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,,2.0,,2.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-201196-202322-2400,1610612764,"Martell Webster, Marcin Gortat, Ramon Sessions, John Wall, Drew Gooden","Webster, Gortat, Sessions, Wall, Gooden",101110-101162-201196-202322-2400,WAS,385.0,2,6.0,-7.0,13.0,14.0,3.0,,27.0,1.0,7.0,1.0,3.0,2.0,7.0,3.0,15.0,9.0,16.0,2.0,4.0,5.0,2.0,4.0,1.0,1.0,,2.0,,2.0,6.0,5.0,3.0,,0.3333333333333333,0.3333333333333333,0.2,0.5,0.2,0.5,0.2647058823529412,0.5,100.98701298701299,16.923076923076923,11.785714285714286,15.153846153846153,11.785714285714286,0.4666666666666667,0.14285714285714285,0.2,0.4666666666666667,0.2857142857142857,0.2857142857142857,,0.75,0.3333333333333333,0.4666666666666667,0.4814866666666667,0.474775,0.5555555555555556,10.546666666666665,0.23076923076923078,2.0,,,,3.0,3.0,3.0,,1.0,,,5.0,11.0,,,2.0,2.0,4.0,2.0,,0.25,,,0.4166666666666667,,,,0.11764705882352941,0.11764705882352941,0.3333333333333333,,2.0,,1.0,,,,,,,4.0,,,,2.0,,,5.0,4.0,6.0,2.0,,,,,,,,,,,,0.13333333333333333,0.2857142857142857,,1.0,0.4166666666666667,1.0,0.5,,,,1.0,0.2,,0.06666666666666667,,,,,,,0.5,,,,0.477975,,,,,,,1.0,,2.0,,,2.0,,1.0,,,3.0,,,,,0.6666666666666666,,1.0,0.4,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
101110-101162-201196-202322-2403,1610612764,"Martell Webster, Marcin Gortat, Ramon Sessions, John Wall, Nene","Webster, Gortat, Sessions, Wall, Nene",101110-101162-201196-202322-2403,WAS,184.0,2,3.0,,5.0,6.0,,,11.0,3.0,3.0,,,,1.0,3.0,4.0,6.0,6.0,,,,6.0,,3.0,3.0,,6.0,,1.0,6.0,,,,1.0,1.0,0.75,,0.75,,0.75,,86.08695652173913,16.4,17.0,16.4,17.0,0.75,1.0,1.0,0.25,,,,,,0.75,0.646875,,,5.225,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2015,2014-15,True
