EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyPoints,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,HeaveAttempts,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,Charge Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,LostBallTurnovers,Offensive Fouls,BlockingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Travels,Fg3aBlocked,StepOutOfBoundsTurnovers,PenaltyTurnovers,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,SelfOReb,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,LongMidRangePctBlocked,SelfORebPct,SecondChanceTurnovers,BlockingFouls,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,3SecondViolations,3pt And 1 Free Throw Trips,Corner3PctBlocked,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedCorner3,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101107-101131-201945-202362-202390,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Gary Neal","Williams, Maxiell, Henderson, Stephenson, Neal",101107-101131-201945-202362-202390,CHA,373.0,3,6.0,11.0,13.0,11.0,1.0,4.0,1.0,24.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,5.0,8.0,1.0,2.0,2.0,15.0,4.0,1.0,1.0,2.0,1.0,6.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,0.6,0.6,1.0,0.5,0.5,0.625,1.0,0.65,1.0,0.6818181818181818,1.0,0.2,1.0,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,1.0,92.65415549597856,1.0,13.76923076923077,17.636363636363637,13.153846153846153,16.545454545454547,0.2,1.0,1.0,0.5,0.1,0.5,0.6,0.6,0.6666666666666666,0.2,0.5,0.5,1.0,0.4,0.5,0.471515,0.4096,0.2965,0.09090909090909091,0.1111111111111111,0.13333333333333333,12.7625,25.8,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202362-202689,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Kemba Walker","Williams, Maxiell, Henderson, Stephenson, Walker",101107-101131-201945-202362-202689,CHA,384.0,2,6.0,-6.0,10.0,10.0,1.0,2.0,2.0,20.0,1.0,1.0,2.0,,3.0,1.0,4.0,2.0,6.0,1.0,5.0,1.0,8.0,14.0,1.0,1.0,2.0,2.0,,4.0,3.0,4.0,1.0,,1.0,1.0,1.0,,,3.0,2.0,2.0,3.0,3.0,6.0,,,,,,1.0,4.0,4.0,1.0,2.0,1.0,,,,,6.0,1.0,,,1.0,0.2,0.2,0.3333333333333333,1.0,0.3181818181818182,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45454545454545453,,0.4,0.5,0.5,0.375,,,0.5,0.3333333333333333,75.0,,19.9,18.5,17.8,15.8,0.09090909090909091,1.0,1.0,,0.18181818181818182,0.2727272727272727,,,,0.36363636363636365,0.25,0.25,1.0,0.5454545454545454,0.25,0.4524545454545455,0.5417,0.40175,0.08333333333333333,0.14285714285714285,0.25,12.0,26.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,0.09090909090909091,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202362-203106,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Jeffery Taylor","Williams, Maxiell, Henderson, Stephenson, Taylor",101107-101131-201945-202362-203106,CHA,32.0,1,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,45.0,,,19.0,,19.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202362-203148,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Brian Roberts","Williams, Maxiell, Henderson, Stephenson, Roberts",101107-101131-201945-202362-203148,CHA,1719.0,9,29.0,1.0,55.0,52.0,16.0,15.0,11.0,107.0,8.0,17.0,12.0,4.0,13.0,1.0,8.0,18.0,42.0,3.0,13.0,15.0,60.0,59.0,4.0,8.0,13.0,11.0,16.0,20.0,9.0,7.0,1.0,8.0,3.0,11.0,1.0,4.0,3.0,25.0,9.0,15.0,22.0,11.0,33.0,3.0,1.0,2.0,2.0,2.0,3.0,13.0,14.0,,16.0,7.0,5.0,3.0,5.0,2.0,47.0,16.0,0.4444444444444444,0.5333333333333333,1.0,0.23076923076923078,0.25,0.42857142857142855,0.5,0.4090909090909091,0.4,0.4838709677419355,0.5416666666666666,0.23636363636363636,0.6666666666666666,0.6818181818181818,0.391304347826087,0.7,0.34375,0.16666666666666666,0.6,0.8333333333333334,0.6363636363636364,89.63350785340315,0.4,15.436363636363636,16.73076923076923,13.872727272727273,15.846153846153847,0.3090909090909091,0.47058823529411764,0.6666666666666666,0.5,0.21818181818181817,0.23636363636363636,0.3076923076923077,0.3076923076923077,0.75,0.14545454545454545,0.125,0.125,1.0,0.5454545454545454,0.14285714285714285,0.4865435185185185,0.471075,0.46405,0.11666666666666667,0.14893617021276595,0.21666666666666667,8.623809523809523,26.615384615384617,0.2909090909090909,2.0,4.0,1.0,3.0,6.0,5.0,,2.0,2.0,5.0,16.0,6.0,2.0,6.0,,1.0,4.0,3.0,2.0,16.0,0.45454545454545453,0.35714285714285715,0.47058823529411764,0.75,0.2222222222222222,0.5,0.16666666666666666,0.6666666666666666,0.5,0.5454545454545454,0.09090909090909091,0.4,0.5,,0.2,0.21428571428571427,0.3333333333333333,0.26666666666666666,2.0,1.0,2.0,5.0,3.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.14285714285714285,0.29411764705882354,0.08333333333333333,0.5,0.4444444444444444,0.3333333333333333,1.0,0.16666666666666666,0.4,0.4,1.0,0.07142857142857142,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202362-203798,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, PJ Hairston","Williams, Maxiell, Henderson, Stephenson, Hairston",101107-101131-201945-202362-203798,CHA,83.0,1,1.0,-2.0,3.0,3.0,3.0,,,6.0,,,1.0,,,,,,1.0,1.0,2.0,,3.0,5.0,,,,1.0,,,3.0,,,,1.0,1.0,,,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,3.0,3.0,,,1.0,0.5,0.5,,,0.5,,0.5,,0.6666666666666666,,0.5,,0.5,,,,1.0,,104.09638554216868,,12.666666666666666,15.0,12.666666666666666,15.0,,,,,0.3333333333333333,,,,,,,,,0.6666666666666666,,0.5175,,0.5175,,,,13.4,23.2,1.0,,,,,,2.0,,,,,3.0,,,,,,,,,3.0,,0.5,0.5,,,,,,,,0.6666666666666666,,,,,,,1.0,1.0,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,0.6666666666666666,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202362-2590,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Mo Williams","Williams, Maxiell, Henderson, Stephenson, Williams",101107-101131-201945-202362-2590,CHA,127.0,2,2.0,-3.0,4.0,5.0,1.0,,1.0,9.0,,,1.0,,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,4.0,7.0,,1.0,,,,,,2.0,1.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,4.0,1.0,,2.0,,,,,,4.0,1.0,,,,0.5,0.5,,,0.375,,0.4,,0.5,,1.0,,1.0,,,1.0,,1.0,102.04724409448819,,15.5,13.0,13.0,13.0,,,,,0.25,0.25,,,,0.5,0.5,0.5,,0.5,0.5,0.4799125,0.4007,0.5724,,,,14.55,25.25,0.25,,,,,,,,,,,4.0,,,,,,2.0,,,4.0,,1.5,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202390-202689,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Gary Neal, Kemba Walker","Williams, Maxiell, Henderson, Neal, Walker",101107-101131-201945-202390-202689,CHA,572.0,4,10.0,5.0,20.0,20.0,3.0,19.0,2.0,40.0,1.0,3.0,3.0,2.0,3.0,3.0,6.0,6.0,9.0,4.0,8.0,5.0,29.0,24.0,1.0,1.0,5.0,2.0,4.0,8.0,6.0,6.0,3.0,2.0,2.0,4.0,1.0,,,10.0,1.0,3.0,7.0,2.0,9.0,,,,2.0,1.0,4.0,5.0,5.0,,6.0,4.0,1.0,,1.0,1.0,24.0,3.0,0.3333333333333333,0.4,0.5,0.5,0.5,0.6666666666666666,1.0,0.7058823529411765,1.25,0.7631578947368421,1.25,0.47058823529411764,0.5,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,,1.0,1.0,,100.69930069930071,1.0,14.5,14.1,13.5,13.55,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.6666666666666666,,0.35294117647058826,0.5,0.5,0.3333333333333333,0.6470588235294118,0.5,0.5054147058823529,0.4878,0.52695,0.21052631578947367,0.36363636363636365,0.1724137931034483,8.88888888888889,25.075,0.15,,,,1.0,3.0,2.0,,1.0,1.0,1.0,5.0,2.0,1.0,3.0,,2.0,1.0,1.0,,5.0,0.5,0.5,0.5,0.5,0.3333333333333333,,0.5,0.4,1.0,1.0,0.11764705882352941,,,,0.5,0.2,,0.1724137931034483,1.0,,3.0,,3.0,,,,1.0,2.0,1.0,,2.0,,,1.0,1.0,,,,,1.0,0.5,,1.0,0.6666666666666666,0.5,0.5,1.0,,0.6,,1.0,0.3333333333333333,,1.0,6.0,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202390-203148,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Gary Neal, Brian Roberts","Williams, Maxiell, Henderson, Neal, Roberts",101107-101131-201945-202390-203148,CHA,302.0,3,5.0,-4.0,11.0,10.0,4.0,8.0,,21.0,1.0,3.0,2.0,1.0,2.0,,1.0,2.0,7.0,1.0,2.0,,7.0,11.0,,,,4.0,2.0,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,,5.0,,1.0,3.0,,3.0,,,,1.0,1.0,2.0,4.0,1.0,,,,1.0,1.0,1.0,,7.0,4.0,0.5,0.5,1.0,0.5,0.5,0.2857142857142857,,0.3888888888888889,,0.3888888888888889,,0.2222222222222222,0.5,0.5,,0.5,,,,1.0,,100.13245033112582,,14.818181818181818,13.9,14.818181818181818,12.4,0.3333333333333333,0.3333333333333333,0.5,1.0,0.2222222222222222,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,0.5555555555555556,,0.49256111111111106,,0.3961,,,,7.285714285714286,24.45,0.36363636363636365,,,,1.0,,1.0,,,,1.0,2.0,,,2.0,,1.0,3.0,1.0,,2.0,0.25,0.25,0.25,0.5,,,,0.5,,,0.1111111111111111,,,,,0.25,,0.2857142857142857,1.0,,,,,,,3.0,1.0,,,,,,,,1.0,,0.42857142857142855,0.3333333333333333,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202689-203077,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist","Williams, Maxiell, Henderson, Walker, Kidd-Gilchrist",101107-101131-201945-202689-203077,CHA,422.0,5,7.0,12.0,14.0,13.0,8.0,6.0,2.0,27.0,3.0,5.0,1.0,,1.0,1.0,4.0,4.0,7.0,2.0,5.0,5.0,19.0,7.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,,10.0,2.0,5.0,8.0,3.0,11.0,,,,1.0,,2.0,3.0,3.0,,6.0,2.0,1.0,,1.0,1.0,17.0,8.0,0.5,0.6666666666666666,1.0,0.4,0.4,0.5714285714285714,1.0,0.5833333333333334,0.5,0.6333333333333333,0.5,0.4166666666666667,0.5,0.8333333333333334,0.6666666666666666,0.8,0.5,,1.0,0.75,1.0,92.13270142180095,1.0,10.0,21.692307692307693,9.785714285714286,18.23076923076923,0.4166666666666667,0.6,0.75,0.3333333333333333,0.08333333333333333,0.08333333333333333,,,,0.3333333333333333,0.25,0.3333333333333333,1.0,0.8333333333333334,0.25,0.5608,0.656625,0.5269285714285714,0.14285714285714285,0.2222222222222222,0.10526315789473684,4.085714285714286,25.98,0.5714285714285714,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,9.0,2.0,1.0,3.0,,1.0,1.0,,,9.0,0.6666666666666666,0.5,0.5625,0.75,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,1.0,0.08333333333333333,0.5,1.0,,0.5,0.2857142857142857,0.5,0.47368421052631576,1.0,,4.0,,4.0,2.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,0.14285714285714285,0.2,,,1.0,,1.0,1.0,1.0,1.0,1.0,,0.5714285714285714,,1.0,0.25,,1.0,,0.25,,,1.0,,,,,,1.0,1.0,2.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
101107-101131-201945-202689-203148,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Kemba Walker, Brian Roberts","Williams, Maxiell, Henderson, Walker, Roberts",101107-101131-201945-202689-203148,CHA,422.0,2,7.0,4.0,13.0,13.0,1.0,6.0,2.0,26.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,8.0,1.0,4.0,2.0,15.0,11.0,1.0,2.0,2.0,2.0,6.0,4.0,,4.0,1.0,3.0,,3.0,,,1.0,6.0,1.0,4.0,6.0,2.0,8.0,1.0,1.0,,,,2.0,2.0,2.0,,3.0,,,,,,13.0,1.0,0.6,0.75,,0.25,0.25,0.625,0.5,0.5416666666666666,0.5,0.5769230769230769,0.5,0.3333333333333333,,1.0,0.3333333333333333,1.0,0.3333333333333333,,,1.0,1.0,88.72037914691943,,14.846153846153847,17.615384615384617,14.538461538461538,17.615384615384617,0.25,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.25,0.25,,0.5833333333333334,0.25,0.48574999999999996,0.6755,0.72535,0.07692307692307693,,0.13333333333333333,9.175,26.55,0.07692307692307693,1.0,2.0,1.0,2.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,,1.0,2.0,0.5,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,,1.0,0.5,,,1.0,0.5,0.13333333333333333,,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.5,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,True
