EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGA,FG3A,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,BlockingFouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,FTDefRebounds,SelfOReb,Travels,2pt And 1 Free Throw Trips,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Offensive Fouls Drawn,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,Fg2aBlocked,Corner3Assists,PenaltyTurnovers,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Technical Free Throw Trips,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,OffFTReboundPct,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends,Corner3PctBlocked,BlockedLongMidRange,BlockedCorner3,team_id,year,season,team_vs
101236-1891-201147-201935-201976,1610612745,"Chuck Hayes, Jason Terry, Corey Brewer, James Harden, Patrick Beverley","Hayes, Terry, Brewer, Harden, Beverley",101236-1891-201147-201935-201976,HOU,98.0,1,2.0,-3.0,3.0,3.0,6.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,88.16326530612245,16.666666666666668,16.0,16.666666666666668,16.0,1.0,1.0,0.59445,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
101236-1891-201147-201935-2772,1610612745,"Chuck Hayes, Jason Terry, Corey Brewer, James Harden, Trevor Ariza","Hayes, Terry, Brewer, Harden, Ariza",101236-1891-201147-201935-2772,HOU,221.0,1,4.0,7.0,7.0,8.0,15.0,,2.0,4.0,1.0,2.0,5.0,,,,,1.0,,3.0,0.2222222222222222,,1.0,1.0,1.0,,97.73755656108598,17.428571428571427,12.375,15.428571428571429,12.375,,0.5555555555555556,0.5188166666666666,25.45,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,7.0,3.0,11.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,3.0,1.0,1.0,0.75,0.75,0.5714285714285714,1.0,1.0,0.4444444444444444,0.5,1.0,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,0.5,0.6,1.0,0.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.519625,0.4451,0.1,0.125,0.36363636363636365,0.2727272727272727,9.428571428571429,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
101236-1891-201147-201951-2772,1610612745,"Chuck Hayes, Jason Terry, Corey Brewer, Ty Lawson, Trevor Ariza","Hayes, Terry, Brewer, Lawson, Ariza",101236-1891-201147-201951-2772,HOU,32.0,1,1.0,3.0,2.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,135.0,5.5,21.0,5.5,21.0,,,0.4111,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,1.0,,3.0,,,,,,1.0,,,1.0,,,0.75,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.5,0.5,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
101236-1891-201935-201977-2772,1610612745,"Chuck Hayes, Jason Terry, James Harden, Marcus Thornton, Trevor Ariza","Hayes, Terry, Harden, Thornton, Ariza",101236-1891-201935-201977-2772,HOU,298.0,2,5.0,,10.0,11.0,21.0,2.0,2.0,10.0,3.0,5.0,9.0,1.0,1.0,1.0,2.0,3.0,,2.0,0.16666666666666666,0.5,1.0,0.8,1.0,1.0,101.47651006711409,16.1,12.454545454545455,15.6,12.363636363636363,0.16666666666666666,0.6666666666666666,0.5109166666666667,23.55,,4.0,2.0,3.0,6.0,1.0,3.0,1.0,1.0,,,5.0,10.0,,10.0,2.0,3.0,,,4.0,,,,,4.0,6.0,,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,6.0,,,,0.4,0.5,0.5,0.6666666666666666,,0.4166666666666667,0.6666666666666666,,0.4166666666666667,0.6666666666666666,,0.5,0.6,0.5,0.5714285714285714,,,,0.5,0.5,0.5,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,,,0.5165000000000001,,0.08333333333333333,0.1,0.4,,6.04,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.14285714285714285,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
101236-201147-201935-201951-201977,1610612745,"Chuck Hayes, Corey Brewer, James Harden, Ty Lawson, Marcus Thornton","Hayes, Brewer, Harden, Lawson, Thornton",101236-201147-201935-201951-201977,HOU,71.0,1,1.0,,2.0,3.0,5.0,,,2.0,,,,,,,,,,2.0,,,,,,,101.40845070422534,13.5,14.666666666666666,13.5,12.0,,,0.3866,,,,,,,,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,1.0,,2.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,0.5,,,17.1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
101236-201147-201935-201951-2772,1610612745,"Chuck Hayes, Corey Brewer, James Harden, Ty Lawson, Trevor Ariza","Hayes, Brewer, Harden, Lawson, Ariza",101236-201147-201935-201951-2772,HOU,57.0,1,1.0,5.0,3.0,2.0,5.0,,1.0,,,1.0,1.0,,,,,,,1.0,0.5,,,1.0,,,126.31578947368422,7.333333333333333,17.5,7.0,17.5,,1.0,0.73955,25.2,2.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,5.0,,,,,,1.0,1.0,,5.0,2.0,,1.0,1.0,2.0,1.0,,5.0,,,1.0,,1.0,1.0,,,,1.0,,,,5.0,5.0,2.0,,1.0,1.0,1.0,,1.0,1.25,,1.25,1.25,,1.25,1.0,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,0.5,,,0.73955,,,,1.0,0.1,0.6666666666666666,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
101236-201147-201951-201976-2772,1610612745,"Chuck Hayes, Corey Brewer, Ty Lawson, Patrick Beverley, Trevor Ariza","Hayes, Brewer, Lawson, Beverley, Ariza",101236-201147-201951-201976-2772,HOU,43.0,1,1.0,-3.0,2.0,2.0,4.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,133.95348837209303,8.5,13.0,8.5,13.0,,1.0,0.3541,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
101236-201935-201951-201977-2772,1610612745,"Chuck Hayes, James Harden, Ty Lawson, Marcus Thornton, Trevor Ariza","Hayes, Harden, Lawson, Thornton, Ariza",101236-201935-201951-201977-2772,HOU,610.0,2,10.0,-6.0,22.0,21.0,43.0,1.0,6.0,23.0,6.0,9.0,12.0,1.0,1.0,,1.0,3.0,,3.0,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,101.50819672131148,15.227272727272727,13.095238095238095,14.545454545454545,13.095238095238095,0.045454545454545456,0.5909090909090909,0.5160227272727272,24.650000000000002,5.0,,3.0,5.0,7.0,,5.0,1.0,4.0,5.0,1.0,6.0,16.0,2.0,17.0,1.0,2.0,1.0,,2.0,1.0,4.0,1.0,3.0,8.0,4.0,5.0,4.0,5.0,3.0,1.0,11.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,,,4.0,1.0,1.0,15.0,3.0,5.0,1.0,0.6666666666666666,0.6666666666666666,0.375,0.5,0.25,0.3409090909090909,0.3333333333333333,0.25,0.3541666666666667,0.3333333333333333,0.3,1.0,0.1,0.4,0.2,,0.4,1.0,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.6,0.22727272727272727,,,0.18181818181818182,0.25,0.25,1.0,0.22727272727272727,0.3333333333333333,0.8324,0.554,0.043478260869565216,0.058823529411764705,0.11764705882352941,0.17647058823529413,8.04375,0.22727272727272727,1.0,2.0,,,,,,,,,1.0,,0.6666666666666666,0.5,,1.0,2.0,,,,1.0,,,3.0,,1.0,,1.0,0.16666666666666666,,0.16666666666666666,,,,,0.5,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.2,0.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1626149-1626155-201147-201951-203909,1610612745,"Montrezl Harrell, Sam Dekker, Corey Brewer, Ty Lawson, KJ McDaniels","Harrell, Dekker, Brewer, Lawson, McDaniels",1626149-1626155-201147-201951-203909,HOU,56.0,1,1.0,-2.0,2.0,2.0,4.0,,,4.0,,,,,,,,1.0,,,,,,,,,102.85714285714286,17.5,10.5,17.5,10.5,,,0.36935,,2.0,2.0,,,,1.0,1.0,,1.0,,,1.0,2.0,,2.0,,,,,,1.0,2.0,,2.0,2.0,,,1.0,1.0,,,2.0,,,,,,,,1.0,,,,,,2.0,2.0,2.0,,1.0,1.0,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,0.36935,,,,1.0,14.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1626149-1626155-201147-201976-203909,1610612745,"Montrezl Harrell, Sam Dekker, Corey Brewer, Patrick Beverley, KJ McDaniels","Harrell, Dekker, Brewer, Beverley, McDaniels",1626149-1626155-201147-201976-203909,HOU,214.0,1,4.0,-1.0,10.0,9.0,19.0,,1.0,10.0,2.0,3.0,4.0,1.0,1.0,,1.0,2.0,,1.0,0.125,1.0,1.0,1.0,1.0,,127.85046728971962,13.4,8.88888888888889,13.3,8.88888888888889,,0.375,0.4341125,25.1,10.0,9.0,1.0,,2.0,2.0,2.0,2.0,3.0,1.0,,4.0,7.0,1.0,9.0,,1.0,,,,4.0,7.0,1.0,9.0,4.0,4.0,1.0,2.0,2.0,,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,9.0,9.0,10.0,,0.5,0.5,0.5714285714285714,,0.5714285714285714,0.5,,0.5,0.5,,0.5,1.0,0.3333333333333333,,0.25,,,1.0,0.25,,,,0.25,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.5,0.125,,0.6663,0.4341125,0.1111111111111111,0.125,,1.0,11.914285714285715,1.0,,1.0,,,,,,,0.5,,,,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,0.25,,0.125,,,,2.0,,1.0,,,,,,,0.2857142857142857,,,,,,,,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
