EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,DeadBallTurnovers,Turnovers,Offensive Fouls,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,BlockedAtRim,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,TwoPtShootingFoulsDrawnPct,PenaltyTurnovers,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,BlockingFoulsDrawn,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
101108-1718-201599-201933-2037,1610612746,"Chris Paul, Paul Pierce, DeAndre Jordan, Blake Griffin, Jamal Crawford","Paul, Pierce, Jordan, Griffin, Crawford",101108-1718-201599-201933-2037,LAC,77.0,1,1.0,2.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,112.2077922077922,8.666666666666666,17.0,8.666666666666666,17.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.6593333333333333,0.1,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,True
101108-1718-201933-202332-2037,1610612746,"Chris Paul, Paul Pierce, Blake Griffin, Cole Aldrich, Jamal Crawford","Paul, Pierce, Griffin, Aldrich, Crawford",101108-1718-201933-202332-2037,LAC,10.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,144.0,10.0,,10.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,True
101108-200755-201145-201599-201933,1610612746,"Chris Paul, JJ Redick, Jeff Green, DeAndre Jordan, Blake Griffin","Paul, Redick, Green, Jordan, Griffin",101108-200755-201145-201599-201933,LAC,461.0,2,8.0,,16.0,16.0,32.0,2.0,6.0,1.0,3.0,2.0,10.0,2.0,6.0,12.0,12.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,,10.0,12.0,,,,4.0,10.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3125,0.35294117647058826,0.375,,99.95661605206074,13.8125,15.0,13.4375,13.75,0.375,0.3333333333333333,1.0,0.5,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,0.538259375,5.4,24.233333333333334,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,8.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.8,0.25,0.6666666666666666,0.7692307692307693,0.16666666666666666,0.25,0.3333333333333333,0.5,1.0,0.8571428571428571,1.0,0.5,1.0,0.1875,0.0625,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,0.5229,0.058823529411764705,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,True
101108-200755-201145-201933-203085,1610612746,"Chris Paul, JJ Redick, Jeff Green, Blake Griffin, Austin Rivers","Paul, Redick, Green, Griffin, Rivers",101108-200755-201145-201933-203085,LAC,6.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,True
101108-200755-201145-201933-2037,1610612746,"Chris Paul, JJ Redick, Jeff Green, Blake Griffin, Jamal Crawford","Paul, Redick, Green, Griffin, Crawford",101108-200755-201145-201933-2037,LAC,107.0,1,2.0,-2.0,3.0,4.0,7.0,,1.0,,,1.0,3.0,1.0,1.0,5.0,7.0,,3.0,,,,1.0,1.0,,,3.0,,1.0,2.0,,,1.0,3.0,2.0,,,1.0,1.0,1.0,0.3333333333333333,0.625,0.625,0.25,,94.2056074766355,15.333333333333334,15.25,14.666666666666666,14.25,0.25,,,,,,,,0.5,,0.531075,9.866666666666667,23.3,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,3.0,2.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,1.5,1.5,,,,0.5,0.5,,0.5,0.5,1.0,,1.0,,,,,1.0,0.25,0.25,0.25,1.0,1.0,1.0,,,,0.7239,,,0.6,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,0.3333333333333333,0.625,0.625,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.531075,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,True
101108-200755-201599-201601-201933,1610612746,"Chris Paul, JJ Redick, DeAndre Jordan, Luc Mbah a Moute, Blake Griffin","Paul, Redick, Jordan, Mbah a Moute, Griffin",101108-200755-201599-201601-201933,LAC,3545.0,4,59.0,-4.0,117.0,116.0,233.0,19.0,46.0,8.0,32.0,31.0,74.0,10.0,42.0,107.0,111.0,36.0,27.0,32.0,8.0,18.0,9.0,27.0,7.0,12.0,63.0,4.0,53.0,76.0,7.0,5.0,7.0,24.0,92.0,0.5806451612903226,0.6428571428571429,0.9,0.23809523809523808,0.23809523809523808,0.4189189189189189,0.39655172413793105,0.424,0.3620689655172414,0.8,94.6459802538787,14.717948717948717,15.71551724137931,13.794871794871796,15.344827586206897,0.39655172413793105,0.41304347826086957,0.475,0.631578947368421,0.27586206896551724,0.25,0.25,0.875,0.7586206896551724,0.25,0.5095074561403509,6.4,25.416666666666668,4.0,15.0,1.0,17.0,3.0,11.0,13.0,15.0,2.0,10.0,1.0,15.0,5.0,15.0,1.0,15.0,26.0,6.0,6.0,2.0,17.0,14.0,35.0,23.0,3.0,21.0,2.0,20.0,,6.0,,6.0,6.0,0.3333333333333333,0.3125,0.3888888888888889,0.08108108108108109,0.13043478260869565,,0.8333333333333334,0.3953488372093023,0.8235294117647058,0.8305084745762712,0.30666666666666664,0.48148148148148145,0.14285714285714285,0.8461538461538461,0.8461538461538461,0.8125,0.8666666666666667,0.5,1.0,0.11206896551724138,0.12931034482758622,0.08620689655172414,0.2,0.2,1.0,0.6875,0.2727272727272727,0.0625,0.495125,0.07258064516129033,,0.14018691588785046,8.0,8.0,0.06837606837606838,19.0,4.0,6.0,,,,,,1.0,5.0,1.0,3.0,6.0,4.0,6.0,3.0,,0.3333333333333333,0.2,0.3125,0.3333333333333333,0.4,0.4,,,,0.5,,,0.47535714285714287,0.056074766355140186,1.0,6.0,1.0,3.0,5.0,1.0,3.0,2.0,4.0,6.0,5.0,2.0,11.0,8.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,0.7333333333333333,0.1875,0.3333333333333333,0.16666666666666666,0.25,0.07246376811594203,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.375,0.3333333333333333,0.10975609756097561,,,,,,,,,,,1610612746,2016,2015-16,True
101108-200755-201599-201933-202325,1610612746,"Chris Paul, JJ Redick, DeAndre Jordan, Blake Griffin, Wesley Johnson","Paul, Redick, Jordan, Griffin, Johnson",101108-200755-201599-201933-202325,LAC,115.0,1,2.0,-1.0,4.0,4.0,8.0,,,1.0,2.0,,1.0,1.0,2.0,5.0,6.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,2.0,,,1.0,2.0,5.0,,,1.0,0.5,0.5,,0.5,0.625,0.6666666666666666,,100.17391304347825,16.25,12.5,11.5,12.5,,,,,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,0.43073333333333336,16.8,26.25,1.0,1.0,1.0,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,0.5,,,0.3333333333333333,0.5,,,0.5,,,,,,,0.3333333333333333,,,,,,,,,0.25,,,3.0,3.0,0.75,4.0,,,,,,,,,1.0,1.0,2.0,3.0,1.0,3.0,,,0.5,,0.5,0.5,,,,,,,,,0.43073333333333336,0.6,,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,0.5,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,1610612746,2016,2015-16,True
101108-200755-201599-201933-2037,1610612746,"Chris Paul, JJ Redick, DeAndre Jordan, Blake Griffin, Jamal Crawford","Paul, Redick, Jordan, Griffin, Crawford",101108-200755-201599-201933-2037,LAC,1544.0,4,26.0,-10.0,47.0,50.0,97.0,11.0,15.0,5.0,16.0,16.0,25.0,5.0,16.0,55.0,65.0,26.0,9.0,16.0,5.0,13.0,3.0,16.0,3.0,9.0,35.0,5.0,15.0,23.0,5.0,2.0,7.0,21.0,53.0,0.8125,0.8666666666666667,0.6,0.3125,0.3125,0.64,0.573170731707317,0.5729166666666666,0.3902439024390244,0.7142857142857143,90.46632124352331,16.29787234042553,15.56,15.659574468085106,14.18,0.36585365853658536,0.7333333333333333,0.9166666666666666,0.8181818181818182,0.3902439024390244,0.3125,0.3125,0.6,0.7560975609756098,0.3125,0.5517634146341464,5.568,25.50625,5.0,9.0,,6.0,1.0,2.0,6.0,4.0,,,,8.0,1.0,3.0,,2.0,6.0,2.0,4.0,,3.0,4.0,6.0,8.0,1.0,10.0,,14.0,,1.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.16,0.2,0.16666666666666666,0.6,0.3333333333333333,0.8,0.6666666666666666,0.4,0.5,,,1.0,0.5714285714285714,0.75,1.0,1.0,0.14634146341463414,0.0975609756097561,,,,,0.6666666666666666,0.5,,0.8633,0.10869565217391304,,0.03636363636363636,14.0,14.0,0.2978723404255319,23.0,8.0,2.0,,,,,,8.0,11.0,,4.0,19.0,,19.0,4.0,,,0.7272727272727273,0.5333333333333333,0.5277777777777778,0.5,0.5,,,,0.5333333333333333,,,0.6106033333333334,0.34545454545454546,6.0,3.0,,4.0,,3.0,6.0,2.0,2.0,5.0,,3.0,4.0,3.0,1.0,,3.0,,1.0,,,,,5.0,2.0,1.0,,2.0,0.4444444444444444,0.45454545454545453,0.5,0.45454545454545453,,,0.5,0.6,0.6666666666666666,1.0,,0.75,0.26666666666666666,,0.16666666666666666,1.0,2.0,2.0,,,,,,,,1610612746,2016,2015-16,True
101108-200755-201933-203085-2037,1610612746,"Chris Paul, JJ Redick, Blake Griffin, Austin Rivers, Jamal Crawford","Paul, Redick, Griffin, Rivers, Crawford",101108-200755-201933-203085-2037,LAC,87.0,2,1.0,-1.0,5.0,3.0,8.0,1.0,1.0,,,1.0,1.0,,,5.0,6.0,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,,,,5.0,1.0,1.0,,,,1.0,1.0,0.8333333333333334,,,132.41379310344828,8.0,15.666666666666666,8.0,15.666666666666666,1.0,1.0,1.0,1.0,,,,,1.0,,0.6348,1.6,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,2.0,,4.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,0.5,,,4.0,4.0,0.8,3.0,1.0,,,,,,,1.0,1.0,,,5.0,,5.0,,,,1.0,1.0,0.8333333333333334,,,,,,1.0,,,0.6348,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,1610612746,2016,2015-16,True
101108-200755-202325-203085-2037,1610612746,"Chris Paul, JJ Redick, Wesley Johnson, Austin Rivers, Jamal Crawford","Paul, Redick, Johnson, Rivers, Crawford",101108-200755-202325-203085-2037,LAC,23.0,1,,,2.0,2.0,4.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,1.0,,,250.43478260869563,3.0,8.5,3.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,True
