EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,DefTwoPtRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,PtsUnassisted2s,AtRimAssists,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGA,Fg2aBlocked,FTDefRebounds,LostBallSteals,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyCorner3FGA,PenaltyFG3A,SecondChanceTurnovers,3SecondViolations,OffShortMidRangeReboundPct,PenaltyCorner3Frequency,ShortMidRangeAssists,Offensive Fouls Drawn,ShortMidRangePctAssisted,SecondChanceFtPoints,SelfOReb,Loose Ball Fouls,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LostBallTurnovers,Travels,ShortMidRangePctBlocked,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Charge Fouls,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,HeaveAttempts,LongMidRangePctBlocked,team_id,year,season,team_vs
1626156-1626178-1626203-1627747-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Caris LeVert, Joe Harris","Russell, Hollis-Jefferson, Graham, LeVert, Harris",1626156-1626178-1626203-1627747-203925,BKN,128.0,1,2.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,7.0,1.0,1.0,1.0,1.5,1.1666666666666667,1.0,1.0,0.5,1.0,78.75,14.75,23.0,14.75,18.666666666666668,1.0,1.0,1.0,1.0,1.0,1.0,0.5562,0.6666666666666666,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1626203-203915-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Spencer Dinwiddie, Joe Harris","Russell, Hollis-Jefferson, Graham, Dinwiddie, Harris",1626156-1626178-1626203-203915-203925,BKN,53.0,1,1.0,-2.0,2.0,2.0,4.0,,,,,,,2.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,108.67924528301887,13.5,13.0,13.5,13.0,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-1629066-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Rodions Kurucs, Joe Harris","Russell, Hollis-Jefferson, LeVert, Kurucs, Harris",1626156-1626178-1627747-1629066-203925,BKN,115.0,1,2.0,1.0,5.0,5.0,10.0,,1.0,1.0,3.0,,5.0,4.0,3.0,1.0,,1.0,2.0,,5.0,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,3.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6,,1.0,,125.21739130434783,10.4,12.6,8.6,12.6,0.2,,,,0.8,,0.49919,,,25.133333333333336,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.3911,0.4,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-201162-201960,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Jared Dudley, DeMarre Carroll","Russell, Hollis-Jefferson, LeVert, Dudley, Carroll",1626156-1626178-1627747-201162-201960,BKN,84.0,1,1.0,-1.0,3.0,4.0,7.0,,,,,,6.0,7.0,,,,,2.0,,4.0,1.0,1.0,1.0,,,,,,,,6.0,,,,1.0,1.0,,1.0,1.0,1.0,120.00000000000001,13.333333333333334,11.0,13.333333333333334,9.0,,,,,0.3333333333333333,,0.40116666666666667,,,,,,,,,,,,,1.0,1.0,1.0,,,3.0,3.0,,,,4.0,2.0,,1.0,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,9.566666666666666,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-201960-203915,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, DeMarre Carroll, Spencer Dinwiddie","Russell, Hollis-Jefferson, LeVert, Carroll, Dinwiddie",1626156-1626178-1627747-201960-203915,BKN,543.0,2,9.0,19.0,18.0,18.0,36.0,2.0,3.0,3.0,6.0,,29.0,10.0,9.0,3.0,2.0,3.0,9.0,2.0,21.0,,11.0,12.0,,,3.0,,3.0,,,29.0,1.0,0.5,0.5,0.7631578947368421,0.7631578947368421,0.3157894736842105,,0.9090909090909091,,95.4696132596685,14.277777777777779,15.88888888888889,14.277777777777779,15.833333333333334,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.7368421052631579,0.6666666666666666,0.5458236842105263,,,24.433333333333334,,10.0,,,,1.0,1.0,,1.0,8.0,1.0,2.0,1.0,3.0,10.0,13.0,,1.0,,12.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,0.6,0.6,0.7692307692307693,,,,0.3333333333333333,0.16666666666666666,0.5,1.0,0.42105263157894735,0.10526315789473684,0.5,0.5,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.7483,,5.515384615384615,6.0,3.0,3.0,8.0,5.0,0.75,1.0,0.8333333333333334,0.15789473684210525,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.15384615384615385,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-201960-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, DeMarre Carroll, Joe Harris","Russell, Hollis-Jefferson, LeVert, Carroll, Harris",1626156-1626178-1627747-201960-203925,BKN,54.0,1,1.0,,2.0,3.0,5.0,,,,,2.0,2.0,2.0,,,,,,,,1.0,2.0,2.0,,1.0,2.0,,1.0,2.0,1.0,2.0,,,,,1.0,,1.0,0.6666666666666666,1.0,133.33333333333334,8.0,12.666666666666666,8.0,12.666666666666666,,,,,,,,1.0,1.0,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-203915-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Spencer Dinwiddie, Joe Harris","Russell, Hollis-Jefferson, LeVert, Dinwiddie, Harris",1626156-1626178-1627747-203915-203925,BKN,114.0,1,2.0,4.0,4.0,4.0,8.0,,,,,1.0,7.0,3.0,,,,,2.0,,4.0,1.0,2.0,2.0,,,2.0,,1.0,1.0,1.0,7.0,,,,0.75,0.875,,1.0,0.6666666666666666,1.0,101.05263157894737,14.75,13.75,14.75,13.25,,,,,1.0,,0.685575,0.25,0.25,,3.0,1.0,,,3.0,0.5,,0.75,,4.0,,,,,3.0,4.0,,,,4.0,2.0,,,,,,,2.0,,0.6666666666666666,0.6666666666666666,0.75,,,,,,,0.5,1.0,,,,,,,,,,,1.225,3.0,,,2.0,2.0,0.75,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6788666666666666,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1627747-1628386-201960,1610612751,"D'Angelo Russell, Treveon Graham, Caris LeVert, Jarrett Allen, DeMarre Carroll","Russell, Graham, LeVert, Allen, Carroll",1626156-1626203-1627747-1628386-201960,BKN,235.0,1,4.0,-2.0,9.0,9.0,18.0,,,,1.0,1.0,9.0,11.0,,,,,3.0,,6.0,4.0,4.0,6.0,2.0,3.0,,,2.0,1.0,1.0,9.0,,,,0.5,0.5625,0.125,1.0,1.0,1.0,110.29787234042554,14.777777777777779,11.333333333333334,13.777777777777779,11.333333333333334,,,,,0.5,,0.483825,0.125,0.14285714285714285,23.6,5.0,,1.0,2.0,5.0,,,0.5555555555555556,2.0,3.0,2.0,3.0,,1.0,4.0,7.0,,,,6.0,3.0,,2.0,2.0,2.0,,,,,0.75,0.75,0.5714285714285714,,,,0.6666666666666666,0.5,1.0,,0.375,0.375,0.6666666666666666,0.6666666666666666,1.0,0.125,,,,,,8.557142857142857,2.0,,1.0,2.0,1.0,0.6666666666666666,1.0,0.5,0.125,,,,1.0,,,,,,,,0.14285714285714285,0.3333333333333333,,,,,1.0,1.0,0.3333333333333333,,,,1.0,2.0,2.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,,,0.488,0.2222222222222222,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1627747-1628386-203925,1610612751,"D'Angelo Russell, Treveon Graham, Caris LeVert, Jarrett Allen, Joe Harris","Russell, Graham, LeVert, Allen, Harris",1626156-1626203-1627747-1628386-203925,BKN,74.0,1,1.0,,3.0,4.0,7.0,,,,,,6.0,6.0,,,,,2.0,,4.0,,1.0,1.0,,,1.0,,1.0,,,6.0,,,,1.0,1.0,,,1.0,,136.2162162162162,8.333333333333334,12.25,8.333333333333334,12.25,,,,,0.6666666666666666,,0.6287,,,,,1.0,,,,1.0,,,,2.0,,,,,3.0,3.0,,,,4.0,2.0,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,0.6666666666666666,,,,,,,,,,,2.533333333333333,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1627747-201960-202334,1610612751,"D'Angelo Russell, Treveon Graham, Caris LeVert, DeMarre Carroll, Ed Davis","Russell, Graham, LeVert, Carroll, Davis",1626156-1626203-1627747-201960-202334,BKN,418.0,3,7.0,-4.0,15.0,15.0,30.0,1.0,1.0,1.0,2.0,5.0,18.0,22.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,7.0,,,2.0,,4.0,6.0,3.0,14.0,1.0,0.5,0.5,0.38235294117647056,0.45,0.11764705882352941,0.5,0.4,0.5,103.34928229665071,15.0,12.866666666666667,13.733333333333333,12.8,0.058823529411764705,1.0,1.0,1.0,0.6470588235294118,1.0,0.5220823529411766,0.15,0.16666666666666666,24.9,,1.0,,,,0.3333333333333333,0.3333333333333333,,4.0,9.0,,1.0,,1.0,5.0,15.0,1.0,4.0,4.0,4.0,2.0,,,5.0,5.0,2.0,1.0,,,0.4,0.4,0.3333333333333333,0.25,0.25,0.4,0.5,0.45454545454545453,0.42857142857142855,,0.5294117647058824,0.058823529411764705,,,,0.058823529411764705,,,,0.541775,0.2222222222222222,5.466666666666667,2.0,3.0,5.0,6.0,1.0,0.2222222222222222,0.2222222222222222,0.5,0.29411764705882354,0.6,0.6,3.0,,,1.0,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,0.3333333333333333,2.0,2.0,1.0,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
