EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,Fg2aBlocked,FTDefRebounds,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,LostBallSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeAssists,StepOutOfBoundsTurnovers,Charge Fouls,DefensiveGoaltends,ShortMidRangePctBlocked,LongMidRangePctAssisted,HeaveMakes,HeaveAttempts,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockedLongMidRange,Transition Take Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
1626224-1627747-1628378-1628386-1629636,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Darius Garland","Osman, LeVert, Mitchell, Allen, Garland",1626224-1627747-1628378-1628386-1629636,CLE,349.0,3,6.0,-9.0,10.0,12.0,6.0,1.0,22.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,10.0,19.0,2.0,2.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,5.0,6.0,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,1.0,1.0,0.5625,0.4,0.5555555555555556,0.4166666666666667,0.625,0.6,0.5,0.6,90.77363896848138,15.3,16.333333333333332,15.3,15.25,0.375,1.0,1.0,0.6666666666666666,0.125,1.0,1.0,1.0,0.5,0.4,1.0,0.6,1.0,0.61023125,0.5871500000000001,0.1111111111111111,0.25,0.5,1.3333333333333333,25.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1628386-1629731,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Dean Wade","Osman, LeVert, Mitchell, Allen, Wade",1626224-1627747-1628378-1628386-1629731,CLE,1154.0,9,19.0,-19.0,41.0,39.0,30.0,9.0,80.0,3.0,3.0,3.0,3.0,1.0,2.0,7.0,5.0,8.0,15.0,3.0,9.0,11.0,36.0,55.0,7.0,13.0,6.0,7.0,30.0,10.0,6.0,9.0,7.0,5.0,3.0,8.0,1.0,3.0,19.0,6.0,12.0,14.0,,4.0,,10.0,7.0,7.0,10.0,16.0,4.0,36.0,30.0,30.0,0.625,0.625,1.0,0.3333333333333333,0.3333333333333333,0.5333333333333333,0.5384615384615384,0.5208333333333334,0.6052631578947368,0.5625,0.6,0.375,0.75,0.8571428571428571,0.75,99.8266897746967,15.24390243902439,13.564102564102564,15.024390243902438,13.487179487179487,0.125,1.0,1.0,1.0,0.08333333333333333,0.5,0.5,1.0,0.2916666666666667,0.15789473684210525,1.0,0.2631578947368421,0.5,0.46730625000000003,0.4618157894736842,0.1724137931034483,0.21052631578947367,0.8333333333333334,9.879999999999999,25.555555555555557,0.7317073170731707,2.0,4.0,9.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,6.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,0.5,0.6,0.25,1.0,0.14285714285714285,0.07692307692307693,0.2,1.0,1.0,0.375,0.4444444444444444,0.4444444444444444,0.5,0.125,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.05263157894736842,1.0,0.4,0.2857142857142857,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1628386-1630171,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Isaac Okoro","Osman, LeVert, Mitchell, Allen, Okoro",1626224-1627747-1628378-1628386-1630171,CLE,1306.0,11,22.0,-10.0,48.0,42.0,26.0,7.0,90.0,11.0,11.0,5.0,5.0,,5.0,7.0,1.0,14.0,24.0,,12.0,7.0,35.0,45.0,7.0,15.0,5.0,4.0,18.0,14.0,14.0,,7.0,7.0,,7.0,,7.0,14.0,8.0,17.0,20.0,4.0,7.0,,11.0,7.0,5.0,7.0,8.0,3.0,33.0,18.0,26.0,0.5,0.5384615384615384,,,,0.5833333333333334,0.4666666666666667,0.3888888888888889,0.35,0.4375,0.4090909090909091,0.3333333333333333,0.8,0.8095238095238095,0.7142857142857143,99.2343032159265,14.083333333333334,15.0,13.833333333333334,14.428571428571429,0.3055555555555556,1.0,1.0,0.6363636363636364,0.1388888888888889,,,,0.19444444444444445,0.25,1.0,0.05,0.6388888888888888,0.5390777777777778,0.5163925,0.07692307692307693,0.1111111111111111,0.5142857142857142,6.1875,25.291666666666668,0.5416666666666666,4.0,3.0,10.0,,3.0,,4.0,,,,,,,2.0,,9.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,0.36363636363636365,,0.8181818181818182,0.2,0.13636363636363635,0.14285714285714285,0.75,0.8333333333333334,0.2777777777777778,0.3,0.3,,0.08333333333333333,,,,,,0.2,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.5,0.5,0.08333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,0.09090909090909091,0.6666666666666666,0.5,1.0,0.5,0.6117,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1628386-1630205,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Lamar Stevens","Osman, LeVert, Mitchell, Allen, Stevens",1626224-1627747-1628378-1628386-1630205,CLE,402.0,4,7.0,-3.0,13.0,15.0,6.0,5.0,28.0,3.0,5.0,2.0,2.0,,1.0,2.0,1.0,6.0,10.0,1.0,3.0,2.0,17.0,20.0,3.0,4.0,1.0,,6.0,2.0,10.0,3.0,2.0,1.0,1.0,2.0,,1.0,5.0,3.0,6.0,8.0,,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,13.0,6.0,6.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6,0.75,0.5769230769230769,0.6,0.6071428571428571,0.6,0.23076923076923078,0.75,0.6666666666666666,1.0,100.29850746268656,14.923076923076923,13.866666666666667,14.461538461538462,13.133333333333333,0.38461538461538464,0.6,0.75,0.3333333333333333,0.07692307692307693,,,,0.15384615384615385,0.4,1.0,0.2,0.6153846153846154,0.5485461538461538,0.56578,0.07142857142857142,0.09090909090909091,0.35294117647058826,6.33,25.166666666666668,0.46153846153846156,2.0,3.0,4.0,,1.0,,,1.0,,,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,,5.0,,,,,,,,,,0.5,0.5,0.3333333333333333,,,0.5,0.3076923076923077,0.75,0.75,,0.07692307692307693,,,0.5,0.5,1.0,,,,0.5,,1.0,1.0,,1.0,1.0,,4.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,0.5,,,1.0,1.0,,0.8438,0.23529411764705882,2.0,1.0,2.0,0.1,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1628386-1630596,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Evan Mobley","Osman, LeVert, Mitchell, Allen, Mobley",1626224-1627747-1628378-1628386-1630596,CLE,3176.0,13,53.0,-20.0,97.0,104.0,29.0,23.0,201.0,14.0,29.0,5.0,11.0,6.0,13.0,18.0,5.0,24.0,54.0,13.0,31.0,25.0,112.0,132.0,8.0,17.0,7.0,11.0,39.0,30.0,18.0,27.0,18.0,15.0,9.0,24.0,6.0,10.0,57.0,16.0,33.0,48.0,2.0,11.0,2.0,16.0,5.0,32.0,23.0,30.0,13.0,100.0,39.0,29.0,0.625,0.6521739130434783,0.6923076923076923,0.41935483870967744,0.41935483870967744,0.4444444444444444,0.47058823529411764,0.5117647058823529,0.5833333333333334,0.5656565656565656,0.65,0.36470588235294116,0.8,0.7674418604651163,0.7647058823529411,91.13350125944585,14.268041237113403,17.23076923076923,13.762886597938145,16.83653846153846,0.3411764705882353,0.4827586206896552,0.5833333333333334,0.7142857142857143,0.15294117647058825,0.46153846153846156,0.46153846153846156,1.0,0.21176470588235294,0.4583333333333333,0.45454545454545453,0.20833333333333334,0.7058823529411765,0.5357558823529412,0.5513791666666666,0.13402061855670103,0.19696969696969696,0.3482142857142857,6.283333333333333,25.177419354838708,0.29896907216494845,10.0,8.0,16.0,2.0,9.0,,2.0,7.0,4.0,4.0,7.0,3.0,5.0,11.0,,17.0,15.0,10.0,5.0,5.0,4.0,1.0,2.0,13.0,4.0,1.0,,2.0,5.0,2.0,0.5714285714285714,0.3125,,0.7391304347826086,0.36666666666666664,0.32608695652173914,0.25,1.0,0.6666666666666666,0.18823529411764706,0.5,0.5,0.625,0.10588235294117647,0.2222222222222222,0.2222222222222222,0.3888888888888889,0.3888888888888889,0.42857142857142855,0.08333333333333333,,0.8,0.3888888888888889,,1.0,6.0,2.0,2.0,7.0,4.0,12.0,2.0,4.0,2.0,1.0,,1.0,2.0,,2.0,2.0,2.0,0.2857142857142857,0.45454545454545453,0.5,0.25,0.2857142857142857,0.09090909090909091,0.5,1.0,0.04878048780487805,1.0,0.5454545454545454,0.16666666666666666,0.18181818181818182,0.5620714285714286,0.10714285714285714,2.0,5.0,,0.09259259259259259,0.1724137931034483,,0.4666666666666667,1.0,1.0,2.0,2.0,12.0,5.0,2.0,1.0,1.0,0.5,0.6,1.0,0.5,1.0,0.18181818181818182,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1628386-201567,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Kevin Love","Osman, LeVert, Mitchell, Allen, Love",1626224-1627747-1628378-1628386-201567,CLE,2773.0,17,46.0,-11.0,93.0,93.0,36.0,19.0,186.0,13.0,19.0,4.0,6.0,5.0,15.0,22.0,8.0,26.0,41.0,11.0,37.0,28.0,113.0,124.0,8.0,13.0,13.0,10.0,41.0,20.0,32.0,27.0,22.0,10.0,9.0,19.0,4.0,6.0,47.0,21.0,30.0,41.0,,6.0,1.0,10.0,4.0,26.0,23.0,33.0,13.0,97.0,41.0,36.0,0.38461538461538464,0.43478260869565216,0.8181818181818182,0.2972972972972973,0.2972972972972973,0.6341463414634146,0.6153846153846154,0.5448717948717948,0.5961538461538461,0.6075268817204301,0.640625,0.47435897435897434,0.8076923076923077,0.7941176470588235,0.85,96.58853227551388,13.795698924731182,16.021505376344088,13.301075268817204,15.548387096774194,0.24358974358974358,0.6842105263157895,0.7647058823529411,0.46153846153846156,0.19230769230769232,0.3333333333333333,0.3333333333333333,0.8,0.28205128205128205,0.23076923076923078,0.6666666666666666,0.3076923076923077,0.717948717948718,0.543298717948718,0.5453711538461539,0.15555555555555556,0.25,0.36283185840707965,7.341463414634147,25.394594594594594,0.3870967741935484,11.0,9.0,13.0,4.0,9.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,2.0,5.0,,6.0,11.0,6.0,6.0,4.0,1.0,3.0,1.0,11.0,1.0,1.0,1.0,3.0,6.0,3.0,0.38461538461538464,0.4,,0.75,0.3333333333333333,0.275,0.25,0.3333333333333333,1.0,0.16666666666666666,0.6923076923076923,0.75,0.2222222222222222,0.11538461538461539,0.4444444444444444,0.4444444444444444,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.19230769230769232,0.2,0.5,0.2727272727272727,0.02631578947368421,3.0,4.0,2.0,3.0,4.0,4.0,16.0,6.0,6.0,1.0,1.0,,,,,,,,0.75,0.75,0.8,0.24,0.2,0.3333333333333333,1.0,0.6666666666666666,0.02702702702702703,,0.5,0.75,0.25,0.5687125,0.1415929203539823,4.0,3.0,3.0,0.07317073170731707,0.10526315789473684,1.0,0.5,1.0,1.0,2.0,2.0,6.0,,,2.0,,0.5,0.1,,0.5,1.0,0.25,0.5,1.0,2.0,2.0,1.0,1.0,0.07692307692307693,0.5,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1628386-201937,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Ricky Rubio","Osman, LeVert, Mitchell, Allen, Rubio",1626224-1627747-1628378-1628386-201937,CLE,868.0,7,14.0,8.0,30.0,29.0,4.0,3.0,59.0,5.0,11.0,,2.0,,1.0,6.0,,9.0,18.0,3.0,7.0,6.0,33.0,25.0,,3.0,,3.0,3.0,8.0,10.0,9.0,6.0,4.0,3.0,7.0,,2.0,17.0,5.0,13.0,19.0,,5.0,,6.0,,8.0,5.0,7.0,3.0,29.0,3.0,4.0,0.4444444444444444,0.5,1.0,0.42857142857142855,0.42857142857142855,0.5,,0.54,,0.5892857142857143,0.3,0.28,0.8333333333333334,0.8,0.8,97.88018433179724,12.733333333333333,16.75862068965517,12.066666666666666,15.96551724137931,0.44,0.45454545454545453,0.5555555555555556,0.4,0.04,,,,0.24,0.6666666666666666,,,0.72,0.553304,0.6522333333333333,0.1111111111111111,0.15,0.09090909090909091,5.488888888888889,25.47142857142857,0.13333333333333333,5.0,3.0,5.0,1.0,2.0,,,3.0,,,3.0,3.0,1.0,5.0,,7.0,6.0,4.0,3.0,1.0,1.0,,2.0,1.0,2.0,,,1.0,,1.0,,0.16666666666666666,,0.7777777777777778,0.5555555555555556,0.46153846153846156,0.5,0.6666666666666666,0.8,0.2,0.6,0.6,0.3333333333333333,0.08,0.5,0.5,0.5,0.5,1.0,,,,0.5,,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,,2.0,,,3.0,1.0,2.0,3.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.25,,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.4319,0.12121212121212122,,2.0,1.0,0.1111111111111111,0.18181818181818182,1.0,0.6666666666666666,,,,,,1.0,2.0,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1628386-203526,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Raul Neto","Osman, LeVert, Mitchell, Allen, Neto",1626224-1627747-1628378-1628386-203526,CLE,319.0,2,5.0,,10.0,10.0,6.0,9.0,20.0,1.0,2.0,,,,,6.0,4.0,1.0,2.0,2.0,6.0,2.0,10.0,10.0,,,4.0,,6.0,,2.0,6.0,6.0,,2.0,2.0,,,6.0,2.0,4.0,5.0,1.0,2.0,,2.0,2.0,2.0,3.0,2.0,1.0,10.0,6.0,6.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.75,0.5555555555555556,0.75,0.75,1.0,1.0,1.0,90.28213166144201,17.0,14.9,16.8,14.9,0.25,0.5,0.5,,,,,,0.75,,,1.0,1.0,0.5725071428571429,0.55065,0.1111111111111111,0.3333333333333333,0.6,0.95,28.400000000000002,0.6,1.0,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,0.5,,,1.0,,0.2,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.5,0.3333333333333333,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,0.25,,0.25,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1629603-1630171,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Mamadi Diakite, Isaac Okoro","Osman, LeVert, Mitchell, Diakite, Okoro",1626224-1627747-1628378-1629603-1630171,CLE,17.0,1,,,,,,,,,,,,,,2.0,2.0,,1.0,,2.0,,,,,1.0,2.0,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,0.49121666666666663,0.49121666666666663,,,,7.9,27.7,,,,1.0,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
1626224-1627747-1628378-1629603-1630205,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Mamadi Diakite, Lamar Stevens","Osman, LeVert, Mitchell, Diakite, Stevens",1626224-1627747-1628378-1629603-1630205,CLE,125.0,1,2.0,6.0,5.0,4.0,5.0,,9.0,1.0,1.0,1.0,1.0,,,3.0,3.0,1.0,3.0,1.0,3.0,5.0,10.0,4.0,1.0,3.0,3.0,5.0,10.0,,2.0,3.0,3.0,,1.0,1.0,,,3.0,,2.0,5.0,,,,,,,2.0,5.0,,6.0,10.0,5.0,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5625,0.5625,0.5,,1.0,,103.67999999999999,14.4,13.25,13.4,13.25,0.16666666666666666,1.0,1.0,,,,,,0.5,0.16666666666666666,1.0,0.5,0.6666666666666666,0.5323666666666667,0.5323666666666667,,,1.0,7.366666666666667,25.900000000000002,1.0,3.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,3.0,,,,,,,,,,,2.0,,2.0,0.3333333333333333,,,1.0,1.0,0.75,1.0,,1.0,0.3333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,0.3333333333333333,,1.0,1.0,,1.0,1.0,1.0,4.0,2.0,1.0,,,,1.0,,,,,,1.0,0.5,0.6666666666666666,0.5,,0.5,1.0,,,,0.5,1.0,,0.5601,0.4,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,True
