EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Travels,Loose Ball Fouls,OffAtRimReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PtsPutbacks,SelfOReb,Steals,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,OffCorner3ReboundPct,SelfORebPct,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Charge Fouls Drawn,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallSteals,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceFtPoints,Transition Take Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeAssists,ShortMidRangePctAssisted,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,Offensive Fouls,LongMidRangeAssists,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,HeaveAttempts,team_id,year,season,team_vs
1626224-1627747-1628378-1628386-1629636,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Darius Garland","Osman, LeVert, Mitchell, Allen, Garland",1626224-1627747-1628378-1628386-1629636,CLE,654.0,3,11.0,-4.0,22.0,20.0,14.0,12.0,3.0,42.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,9.0,2.0,6.0,2.0,5.0,6.0,12.0,6.0,28.0,32.0,1.0,2.0,2.0,2.0,3.0,3.0,9.0,4.0,17.0,2.0,2.0,12.0,6.0,9.0,5.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,6.0,2.0,1.0,26.0,17.0,14.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.6470588235294118,0.5,0.5416666666666666,0.7,0.5,0.6071428571428571,0.7058823529411765,0.08333333333333333,0.4,0.3333333333333333,0.5,0.1111111111111111,0.5,1.0,0.3333333333333333,0.5,0.4,0.16666666666666666,0.375,0.25,0.5,0.25,1.0,0.5,0.3333333333333333,92.47706422018348,15.590909090909092,15.55,14.590909090909092,14.45,0.17647058823529413,0.6666666666666666,1.0,0.5,0.11764705882352941,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.5294117647058824,0.5555555555555556,0.625,0.6,1.0,0.5,1.0,0.16666666666666666,1.0,0.25,0.3333333333333333,0.5,0.3333333333333333,0.8823529411764706,0.5555555555555556,0.49682941176470585,0.5151,0.503975,0.10526315789473684,0.2857142857142857,0.07142857142857142,0.6071428571428571,5.9799999999999995,25.55,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-1630171,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Isaac Okoro","Osman, LeVert, Mitchell, Allen, Okoro",1626224-1627747-1628378-1628386-1630171,CLE,245.0,2,4.0,-2.0,6.0,8.0,,2.0,1.0,14.0,,2.0,,1.0,,,1.0,,1.0,,,1.0,2.0,,,1.0,4.0,1.0,3.0,,5.0,7.0,,1.0,,,,,,,,,2.0,,3.0,2.0,1.0,,,,,,,,,,,2.0,,3.0,,3.0,2.0,5.0,,,,1.0,1.0,,1.0,2.0,,,,,5.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.25,,,0.35714285714285715,,,0.35714285714285715,,,0.42857142857142855,,,,,,,,1.0,0.6666666666666666,,,0.75,0.5,1.0,,1.0,,,82.28571428571429,16.666666666666668,18.125,16.5,17.375,0.2857142857142857,,,,0.14285714285714285,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,,1.0,,,,,,,,,0.7142857142857143,0.5,0.4803357142857143,0.5636,,,,,,8.6,26.53333333333333,,1.0,1.0,1.0,1.0,0.5,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-1630596,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Evan Mobley","Osman, LeVert, Mitchell, Allen, Mobley",1626224-1627747-1628378-1628386-1630596,CLE,537.0,3,9.0,-5.0,17.0,16.0,16.0,6.0,3.0,33.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,4.0,6.0,2.0,9.0,1.0,15.0,20.0,2.0,2.0,4.0,4.0,6.0,2.0,9.0,,14.0,2.0,6.0,6.0,,5.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,3.0,,3.0,,1.0,4.0,3.0,7.0,2.0,,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,,11.0,14.0,16.0,,0.25,0.3333333333333333,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,1.0,0.6666666666666666,0.4666666666666667,1.0,0.4666666666666667,0.46875,1.0,0.4666666666666667,0.6,0.1111111111111111,,,,0.2,0.6666666666666666,1.0,,,0.75,0.42857142857142855,0.75,0.3333333333333333,,0.5,,0.75,,88.49162011173185,17.235294117647058,15.25,16.941176470588236,14.8125,0.2,1.0,1.0,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.25,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,1.0,0.5,0.2,1.0,0.26666666666666666,0.25,0.3333333333333333,0.2,0.8,0.2,0.52013,,0.52013,0.0625,0.14285714285714285,0.26666666666666666,0.9333333333333333,8.450000000000001,24.077777777777776,0.9411764705882353,1.0,1.0,,,,,0.06666666666666667,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-201980,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Danny Green","Osman, LeVert, Mitchell, Allen, Green",1626224-1627747-1628378-1628386-201980,CLE,65.0,1,1.0,-2.0,2.0,3.0,,3.0,,5.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.6666666666666666,,,,0.5,,,,0.6666666666666666,,,110.76923076923077,6.0,17.666666666666668,6.0,11.333333333333334,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,0.61275,,,,,,,,23.1,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1629636-1630596,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Darius Garland, Evan Mobley","Osman, LeVert, Mitchell, Garland, Mobley",1626224-1627747-1628378-1629636-1630596,CLE,29.0,2,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3103448275862,9.0,20.0,9.0,20.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.2858,,0.2858,,,,,6.8,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1630171-1630596,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Isaac Okoro, Evan Mobley","Osman, LeVert, Mitchell, Okoro, Mobley",1626224-1627747-1628378-1630171-1630596,CLE,319.0,3,5.0,6.0,12.0,11.0,7.0,11.0,1.0,23.0,,1.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,2.0,2.0,5.0,6.0,14.0,8.0,,,3.0,1.0,2.0,1.0,3.0,3.0,8.0,,2.0,6.0,,3.0,1.0,1.0,,,2.0,2.0,1.0,1.0,,6.0,,1.0,1.0,4.0,,5.0,1.0,6.0,,,,1.0,1.0,,,1.0,4.0,8.0,3.0,1.0,11.0,8.0,7.0,1.0,,,1.0,0.4,0.3333333333333333,0.4,0.5,,0.5,0.5714285714285714,1.5,0.5,0.6363636363636364,1.5,0.5714285714285714,0.7142857142857143,,0.5,1.0,,,,,0.5714285714285714,1.0,1.0,,0.625,0.25,,,1.0,,1.0,103.82445141065831,12.333333333333334,15.545454545454545,11.416666666666666,13.727272727272727,0.14285714285714285,,,,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,0.2,,0.4,0.5,0.2,,0.8571428571428571,0.3333333333333333,0.5170214285714285,0.4818,0.5033299999999999,0.3,0.6,0.21428571428571427,0.5714285714285714,7.55,25.06,0.5833333333333334,,,,1.0,1.0,0.5,,,,,,2.0,2.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1630205-1630596,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Lamar Stevens, Evan Mobley","Osman, LeVert, Mitchell, Stevens, Mobley",1626224-1627747-1628378-1630205-1630596,CLE,22.0,1,,-2.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,196.36363636363637,9.0,6.5,9.0,6.5,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.59535,,,,,,,,25.4,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1630596-201980,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Evan Mobley, Danny Green","Osman, LeVert, Mitchell, Mobley, Green",1626224-1627747-1628378-1630596-201980,CLE,262.0,2,4.0,-2.0,9.0,8.0,,6.0,1.0,17.0,,,,,,,2.0,,1.0,,,1.0,4.0,,,1.0,2.0,1.0,5.0,2.0,7.0,9.0,,,,,,,,,,,2.0,3.0,,4.0,1.0,,,,1.0,1.0,1.0,,,3.0,1.0,,2.0,,,2.0,1.0,3.0,2.0,,1.0,,2.0,,,1.0,2.0,2.0,1.0,,7.0,,,,,,1.0,0.2,,0.2,0.5,,,0.35714285714285715,,,0.4375,,,0.7142857142857143,,,,,,1.0,,,,1.0,0.25,0.5,0.2,,0.3333333333333333,,1.0,,93.4351145038168,17.22222222222222,13.375,15.88888888888889,12.25,,,,,0.2857142857142857,0.14285714285714285,,,,0.5714285714285714,0.25,0.25,1.0,,,,,,,,,,0.7142857142857143,0.25,0.5217571428571428,,,0.125,0.3333333333333333,,,9.45,25.22,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,0.5,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628386-1629636-1630171,1610612739,"Cedi Osman, Caris LeVert, Jarrett Allen, Darius Garland, Isaac Okoro","Osman, LeVert, Allen, Garland, Okoro",1626224-1627747-1628386-1629636-1630171,CLE,263.0,3,4.0,-6.0,8.0,8.0,,2.0,1.0,16.0,2.0,3.0,1.0,1.0,,,,1.0,2.0,,,,,,,2.0,5.0,1.0,2.0,1.0,8.0,14.0,1.0,1.0,3.0,,,,,,,2.0,2.0,3.0,,,,,,1.0,1.0,2.0,,1.0,1.0,5.0,,1.0,1.0,1.0,,2.0,1.0,3.0,2.0,,1.0,,2.0,,,1.0,2.0,1.0,1.0,,5.0,,,,0.5,1.0,1.0,0.5,,0.5,0.4,1.0,,0.5,1.0,,0.5714285714285714,1.5,,0.2857142857142857,,,,,,1.0,,0.5,0.3333333333333333,1.0,,0.6666666666666666,0.25,,,,1.0,,87.60456273764258,18.875,14.0,18.75,14.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,0.2857142857142857,0.5,0.5,1.0,,,,,1.0,1.0,,,,,,,,0.7142857142857143,,0.5408071428571428,0.3516,,0.14285714285714285,0.2,0.375,,8.1,23.2,,,2.0,,,,,0.2857142857142857,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628386-1629636-1630596,1610612739,"Cedi Osman, Caris LeVert, Jarrett Allen, Darius Garland, Evan Mobley","Osman, LeVert, Allen, Garland, Mobley",1626224-1627747-1628386-1629636-1630596,CLE,48.0,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,1.0,2.0,,3.0,,,,3.0,,,1.0,2.0,,3.0,,,3.0,,2.0,1.0,,,,1.0,1.0,1.0,,,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,3.0,1.0,,,,1.0,0.5,0.5,0.5,,,,0.75,1.5,0.75,0.75,1.5,0.75,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,60.0,27.0,21.0,21.0,21.0,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,1.0,0.5,1.0,0.5,0.428775,,0.428775,,,1.0,1.0,,28.05,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
