EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,Defensive 3 Seconds Violations,LongMidRangeFGA,Blocked2s,BlockedShortMidRange,Blocks,LongMidRangeFrequency,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg3aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,Offensive Fouls Drawn,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChancePointsPct,SecondChanceAtRimFGM,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG2A,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,LongMidRangeAssists,FTOffRebounds,LostBallSteals,Travels,Charge Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,PenaltyTurnovers,PenaltyFg2Pct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,BadPassTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,RecoveredBlocks,BlocksRecoveredPct,HeaveAttempts,Loose Ball Fouls Drawn,PenaltyCorner3FGM,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Charge Fouls,LongMidRangePctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,Blocked3s,BlockedCorner3,Transition Take Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedArc3,OffensiveGoaltends,team_id,year,season,team_vs
1626172-1627780-1628978-1629673-201939,1610612744,"Kevon Looney, Gary Payton II, Donte DiVincenzo, Jordan Poole, Stephen Curry","Looney, Payton II, DiVincenzo, Poole, Curry",1626172-1627780-1628978-1629673-201939,GSW,200.0,3,3.0,7.0,7.0,2.0,2.0,1.0,14.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,9.0,9.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5833333333333334,0.6428571428571429,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,100.8,15.571428571428571,13.0,13.857142857142858,13.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,0.5445916666666667,0.47835,0.45975,0.2222222222222222,2.45,23.275,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1628978-1629673-202691,1610612744,"Kevon Looney, Gary Payton II, Donte DiVincenzo, Jordan Poole, Klay Thompson","Looney, Payton II, DiVincenzo, Poole, Thompson",1626172-1627780-1628978-1629673-202691,GSW,122.0,1,2.0,3.0,4.0,,,,7.0,2.0,2.0,,,,,1.0,2.0,2.0,,1.0,,4.0,9.0,,,,,4.0,,1.0,2.0,,2.0,,2.0,4.0,,,,,,,,,1.0,,,4.0,,,,,1.0,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,,,82.62295081967214,19.0,16.25,19.0,15.5,0.6666666666666666,1.0,1.0,1.0,,,,,0.3333333333333333,,,1.0,0.49616666666666664,,,,3.3,27.2,,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1628978-1629673-203110,1610612744,"Kevon Looney, Gary Payton II, Donte DiVincenzo, Jordan Poole, Draymond Green","Looney, Payton II, DiVincenzo, Poole, Green",1626172-1627780-1628978-1629673-203110,GSW,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1628978-1630541-203952,1610612744,"Kevon Looney, Gary Payton II, Donte DiVincenzo, Moses Moody, Andrew Wiggins","Looney, Payton II, DiVincenzo, Moody, Wiggins",1626172-1627780-1628978-1630541-203952,GSW,23.0,2,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.21739130434781,,11.5,,11.5,,,,,,,,,,,,,,,,,,,,-3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1628978-201939-202691,1610612744,"Kevon Looney, Gary Payton II, Donte DiVincenzo, Stephen Curry, Klay Thompson","Looney, Payton II, DiVincenzo, Curry, Thompson",1626172-1627780-1628978-201939-202691,GSW,15.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,96.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1628978-201939-203952,1610612744,"Kevon Looney, Gary Payton II, Donte DiVincenzo, Stephen Curry, Andrew Wiggins","Looney, Payton II, DiVincenzo, Curry, Wiggins",1626172-1627780-1628978-201939-203952,GSW,43.0,2,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.97674418604652,22.0,21.0,22.0,21.0,,,,,,,,,,,,,0.4019,,,,18.7,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1628978-203110-203952,1610612744,"Kevon Looney, Gary Payton II, Donte DiVincenzo, Draymond Green, Andrew Wiggins","Looney, Payton II, DiVincenzo, Green, Wiggins",1626172-1627780-1628978-203110-203952,GSW,16.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1629673-1630541-202691,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Moses Moody, Klay Thompson","Looney, Payton II, Poole, Moody, Thompson",1626172-1627780-1629673-1630541-202691,GSW,232.0,3,4.0,5.0,7.0,,,1.0,12.0,,1.0,,1.0,,,1.0,2.0,5.0,,2.0,,4.0,6.0,,1.0,,,2.0,,1.0,1.0,,1.0,,,2.0,1.0,,3.0,6.0,,,,,1.0,,,2.0,,,,,0.5,1.0,,,,0.4,0.2857142857142857,0.2857142857142857,,0.2857142857142857,,0.25,0.42857142857142855,,74.48275862068965,25.6,14.857142857142858,24.6,10.857142857142858,0.14285714285714285,,,,0.14285714285714285,,,,0.14285714285714285,,,0.42857142857142855,0.46681428571428574,0.4457,0.53235,,10.0,24.85,,-2.0,,1.0,3.0,2.0,3.0,0.14285714285714285,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.25,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1629673-201939-202691,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Stephen Curry, Klay Thompson","Looney, Payton II, Poole, Curry, Thompson",1626172-1627780-1629673-201939-202691,GSW,303.0,2,5.0,12.0,12.0,,6.0,3.0,24.0,2.0,2.0,1.0,3.0,1.0,,4.0,2.0,6.0,3.0,7.0,4.0,17.0,17.0,1.0,,,,2.0,9.0,4.0,1.0,3.0,4.0,1.0,1.0,11.0,2.0,,3.0,7.0,1.0,1.0,2.0,4.0,2.0,5.0,,15.0,,,1.0,,0.5,1.0,1.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,0.5333333333333333,,0.5384615384615384,,0.6666666666666666,0.75,,114.05940594059406,13.583333333333334,11.666666666666666,12.416666666666666,11.25,0.15384615384615385,1.0,1.0,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.3333333333333333,,0.6923076923076923,0.5147538461538461,0.598275,,,7.066666666666666,26.385714285714283,,,,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,,3.0,,1.0,2.0,2.0,2.0,2.0,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,,,0.5,0.3333333333333333,0.3333333333333333,,,0.5,0.75,1.0,0.25,0.5,,0.6666666666666666,0.5,0.6666666666666666,1.0,,0.125,0.23076923076923078,,,,0.3333333333333333,,0.11764705882352941,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,0.5,0.13333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
1626172-1627780-1629673-201939-203952,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Stephen Curry, Andrew Wiggins","Looney, Payton II, Poole, Curry, Wiggins",1626172-1627780-1629673-201939-203952,GSW,642.0,3,11.0,22.0,24.0,6.0,1.0,3.0,46.0,2.0,6.0,,2.0,,1.0,7.0,5.0,13.0,4.0,9.0,1.0,23.0,24.0,2.0,4.0,,9.0,6.0,9.0,7.0,3.0,3.0,6.0,,2.0,15.0,7.0,1.0,9.0,13.0,1.0,,2.0,3.0,6.0,7.0,,20.0,9.0,6.0,,,0.6,0.6,0.75,0.4444444444444444,0.4444444444444444,0.38461538461538464,0.5,0.46,0.75,0.4090909090909091,1.0,0.875,0.8,1.0,103.17757009345794,14.136363636363637,13.791666666666666,13.5,13.166666666666666,0.2727272727272727,0.3333333333333333,0.5,1.0,0.09090909090909091,,,,0.3181818181818182,,0.2,0.6818181818181818,0.5223818181818182,0.4870833333333333,0.57623,0.391304347826087,10.315384615384614,25.0,0.2727272727272727,-1.0,,5.0,,,,0.22727272727272727,,,2.0,3.0,,1.0,3.0,4.0,,,,,3.0,1.0,4.0,,,,1.0,1.0,,,0.5,0.5,,,,0.375,0.5,,0.23076923076923078,0.5,,,1.0,1.0,,,0.09090909090909091,,,,,0.6,0.13043478260869565,,4.0,4.0,3.0,1.0,,,,4.0,0.5,0.5714285714285714,0.5714285714285714,0.75,,0.5714285714285714,0.16,0.25,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.9,0.23076923076923078,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6,0.6,0.3333333333333333,0.6666666666666666,0.5,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2023,2022-23,False
