EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyFtPoints,PenaltyPoints,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyTsPct,PenaltyPointsPct,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsPutbacks,NonHeaveArc3FGA,AtRimAssists,ShortMidRangeAssists,FTDefRebounds,SelfOReb,SecondChanceTurnovers,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Travels,Offensive Fouls,BlockingFoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefCorner3ReboundPct,Corner3FGM,SecondChanceFtPoints,Corner3Assists,3SecondViolations,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockedAtRim,SecondChanceCorner3FGA,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,BlockingFouls,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
101115-201588-202323-202331-2449,1610612754,"Andrew Bynum, George Hill, Evan Turner, Paul George, Luis Scola","Bynum, Hill, Turner, George, Scola",101115-201588-202323-202331-2449,IND,207.0,1,3.0,-5.0,8.0,9.0,6.0,1.0,17.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,5.0,10.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,0.5,0.5,0.3333333333333333,0.2857142857142857,0.35714285714285715,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.4,0.5,1.0,1.0,1.0,1.0,118.26086956521739,15.625,9.11111111111111,13.75,8.0,0.2857142857142857,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.5,0.42857142857142855,0.5084642857142857,0.4353,0.14285714285714285,0.16666666666666666,7.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-201588-202323-202331-2561,1610612754,"Andrew Bynum, George Hill, Evan Turner, Paul George, David West","Bynum, Hill, Turner, George, West",101115-201588-202323-202331-2561,IND,145.0,2,2.0,-7.0,6.0,6.0,5.0,,12.0,,,1.0,3.0,,,,1.0,3.0,,2.0,4.0,11.0,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,,,0.3333333333333333,0.3333333333333333,0.5,,,,0.5,,,0.5,,0.5,,,,,,0.5,119.17241379310346,15.666666666666666,8.5,15.666666666666666,8.0,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,0.3731333333333333,,0.5,0.5,7.366666666666667,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-201588-202323-202362-2449,1610612754,"Andrew Bynum, George Hill, Evan Turner, Lance Stephenson, Luis Scola","Bynum, Hill, Turner, Stephenson, Scola",101115-201588-202323-202362-2449,IND,67.0,2,1.0,-5.0,2.0,3.0,2.0,1.0,5.0,,,,1.0,,,,,1.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,107.46268656716417,19.5,9.333333333333334,10.5,9.333333333333334,,1.0,,,,,,,,,,0.4241,0.4241,,,4.6,,1.0,,,1.0,,1.0,,,,1.0,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-201588-202323-202362-2561,1610612754,"Andrew Bynum, George Hill, Evan Turner, Lance Stephenson, David West","Bynum, Hill, Turner, Stephenson, West",101115-201588-202323-202362-2561,IND,403.0,2,7.0,9.0,12.0,11.0,7.0,4.0,23.0,6.0,2.0,2.0,3.0,1.0,1.0,,8.0,10.0,4.0,2.0,18.0,9.0,3.0,8.0,8.0,1.0,4.0,4.0,1.0,8.0,3.0,2.0,1.0,4.0,6.0,5.0,11.0,,,,1.0,1.0,2.0,2.0,3.0,6.0,2.0,,,12.0,0.5,0.6666666666666666,0.8,0.5714285714285714,0.6,0.2857142857142857,0.1,,0.5,0.6666666666666666,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,,0.6666666666666666,,1.0,82.18362282878412,18.333333333333332,16.636363636363637,15.0,13.545454545454545,0.42857142857142855,0.21428571428571427,0.6666666666666666,1.0,0.07142857142857142,1.0,1.0,1.0,,0.5,0.7142857142857143,0.5026153846153846,0.492975,,,4.8,29.15,5.0,2.0,6.0,1.0,,1.0,1.0,,6.0,5.0,,0.42857142857142855,0.3333333333333333,0.4166666666666667,,1.0,5.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,6.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,0.25,0.8333333333333334,0.8333333333333334,0.4,0.5,0.2857142857142857,1.0,0.25,0.3333333333333333,1.0,0.5,0.47468000000000005,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-201588-202331-202362-2561,1610612754,"Andrew Bynum, George Hill, Paul George, Lance Stephenson, David West","Bynum, Hill, George, Stephenson, West",101115-201588-202331-202362-2561,IND,47.0,1,1.0,-3.0,1.0,1.0,1.0,,2.0,,,,,,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.276595744680854,25.0,22.0,25.0,22.0,,,,,1.0,,,,,,,0.3735,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-202323-202331-202388-2449,1610612754,"Andrew Bynum, Evan Turner, Paul George, Donald Sloan, Luis Scola","Bynum, Turner, George, Sloan, Scola",101115-202323-202331-202388-2449,IND,138.0,1,2.0,-2.0,3.0,3.0,,,6.0,,,,,2.0,3.0,,2.0,3.0,,,4.0,6.0,,4.0,,,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,2.0,,,,,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,62.60869565217392,20.333333333333332,25.666666666666668,20.333333333333332,23.333333333333332,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,0.4066666666666667,,,,18.466666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-202323-202331-203524-2561,1610612754,"Andrew Bynum, Evan Turner, Paul George, Solomon Hill, David West","Bynum, Turner, George, Hill, West",101115-202323-202331-203524-2561,IND,29.0,1,,2.0,1.0,1.0,1.0,,2.0,,,,,1.0,1.0,,1.0,1.0,,,2.0,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,99.3103448275862,9.0,20.0,9.0,20.0,,,,,1.0,1.0,1.0,,,,,0.2955,,,,22.2,,1.0,,2.0,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-202323-202331-2446-2449,1610612754,"Andrew Bynum, Evan Turner, Paul George, Rasual Butler, Luis Scola","Bynum, Turner, George, Butler, Scola",101115-202323-202331-2446-2449,IND,462.0,1,8.0,12.0,17.0,17.0,11.0,4.0,34.0,8.0,4.0,1.0,6.0,1.0,2.0,,7.0,16.0,5.0,4.0,24.0,12.0,5.0,4.0,10.0,1.0,2.0,3.0,,7.0,,5.0,3.0,6.0,9.0,5.0,14.0,,,,,,,2.0,5.0,2.0,4.0,,1.0,18.0,0.2857142857142857,0.3333333333333333,0.4375,0.47619047619047616,0.5217391304347826,0.23809523809523808,0.0625,0.125,,1.0,0.5555555555555556,1.0,,1.0,0.5,0.3333333333333333,,1.0,1.0,1.0,105.97402597402598,12.117647058823529,15.058823529411764,11.411764705882353,15.058823529411764,0.38095238095238093,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.09523809523809523,0.5,0.5,,,0.8,0.6190476190476191,0.4972894736842105,0.5430200000000001,0.045454545454545456,0.058823529411764705,6.2375,31.1,7.0,4.0,12.0,,,,,,12.0,7.0,,0.75,0.5,0.4117647058823529,,,5.0,2.0,,1.0,5.0,,3.0,3.0,,6.0,1.0,3.0,3.0,2.0,4.0,2.0,,,2.0,,1.0,,1.0,0.6,0.3333333333333333,0.6,0.6666666666666666,0.6,,,0.8,,1.0,0.2222222222222222,0.625,0.7142857142857143,0.4,,0.23809523809523808,0.5,,0.16666666666666666,,0.5,0.44383999999999996,0.25,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0.5,0.4,0.6666666666666666,0.5,0.4,0.4,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-202323-202362-2446-2449,1610612754,"Andrew Bynum, Evan Turner, Lance Stephenson, Rasual Butler, Luis Scola","Bynum, Turner, Stephenson, Butler, Scola",101115-202323-202362-2446-2449,IND,317.0,1,5.0,-9.0,10.0,10.0,,1.0,20.0,5.0,1.0,,2.0,,,,2.0,7.0,1.0,3.0,7.0,16.0,1.0,4.0,,,2.0,2.0,,4.0,,2.0,,2.0,2.0,2.0,4.0,,,,2.0,1.0,2.0,,3.0,2.0,4.0,,2.0,7.0,1.0,1.0,0.2857142857142857,0.25,0.35,0.125,,,1.0,0.6666666666666666,0.4,,,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,0.5,,90.85173501577287,19.1,12.6,18.9,12.0,0.625,0.25,,,,,,,,1.0,0.75,0.58828125,0.6402,0.2,0.2222222222222222,3.6999999999999997,25.1,,,,,1.0,,,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,0.4,0.4,1.0,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
101115-202323-202388-2446-2449,1610612754,"Andrew Bynum, Evan Turner, Donald Sloan, Rasual Butler, Luis Scola","Bynum, Turner, Sloan, Butler, Scola",101115-202323-202388-2446-2449,IND,320.0,1,5.0,,10.0,9.0,,1.0,19.0,,,,1.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,9.0,9.0,,4.0,2.0,,2.0,2.0,2.0,4.0,,1.0,1.0,4.0,5.0,1.0,6.0,,,,1.0,1.0,3.0,,1.0,3.0,4.0,,2.0,9.0,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5625,0.16666666666666666,,,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,,0.5555555555555556,0.3333333333333333,,,0.3333333333333333,,1.0,85.5,18.5,15.0,16.7,13.555555555555555,,0.16666666666666666,,,0.6666666666666666,0.75,0.75,0.6666666666666666,0.16666666666666666,,0.16666666666666666,0.42675833333333335,,0.25,0.2857142857142857,14.84,22.9,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,False
