EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PtsAssisted2s,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,DefThreePtRebounds,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,AtRimAssists,LostBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,DefShortMidRangeReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,Fg2aBlocked,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,ShortMidRangePctBlocked,LongMidRangeAssists,SecondChanceTurnovers,LongMidRangePctAssisted,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,OffThreePtRebounds,Loose Ball Fouls Drawn,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Travels,BlockedShortMidRange,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,OffCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
201177-201604-202689-203077-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Kemba Walker, Michael Kidd-Gilchrist, Cody Zeller","McRoberts, Douglas-Roberts, Walker, Kidd-Gilchrist, Zeller",201177-201604-202689-203077-203469,CHA,152.0,1,3.0,3.0,4.0,5.0,1.0,,9.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,,5.0,2.0,,,1.0,,2.0,3.0,,,1.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,5.0,,1.0,,1.0,0.5,0.5,1.0,,0.8333333333333334,,0.8333333333333334,,0.6666666666666666,,,0.5,0.5,1.0,,85.26315789473685,,16.75,17.0,16.75,17.0,0.3333333333333333,1.0,1.0,,,,,,,,,,1.0,,0.566,0.3921,,,,1.5,23.3,0.25,,1.0,2.0,,,1.0,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202689-203077-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Kemba Walker, Michael Kidd-Gilchrist, Al Jefferson","McRoberts, Douglas-Roberts, Walker, Kidd-Gilchrist, Jefferson",201177-201604-202689-203077-2744,CHA,255.0,1,4.0,-9.0,8.0,8.0,1.0,6.0,16.0,,,,,1.0,,,1.0,,,1.0,,2.0,3.0,3.0,12.0,,,,,,,1.0,,,,,,2.0,,3.0,3.0,,,,,3.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,,3.0,,1.0,1.0,,,,,,,,0.3,,0.6666666666666666,,,0.6666666666666666,0.6,0.5,,90.3529411764706,,18.375,13.5,18.375,12.5,,,,0.3333333333333333,,0.3333333333333333,,,,,,,0.6666666666666666,,0.46495,,0.4,0.6666666666666666,,6.4,23.95,0.125,,,1.0,,,,,1.0,,,,0.5,0.5,,,,,0.3333333333333333,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202390-202687-202689,1610612766,"Josh McRoberts, Gerald Henderson, Gary Neal, Bismack Biyombo, Kemba Walker","McRoberts, Henderson, Neal, Biyombo, Walker",201177-201945-202390-202687-202689,CHA,692.0,1,12.0,,20.0,20.0,12.0,9.0,40.0,2.0,3.0,2.0,3.0,1.0,7.0,1.0,3.0,2.0,7.0,11.0,2.0,4.0,6.0,26.0,26.0,5.0,6.0,2.0,15.0,6.0,6.0,3.0,1.0,2.0,6.0,1.0,14.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0,9.0,4.0,,,,,26.0,15.0,12.0,,1.0,0.5,0.5,0.6363636363636364,0.8333333333333334,0.6666666666666666,0.625,0.6842105263157895,0.75,0.26666666666666666,0.5,,0.3333333333333333,0.42857142857142855,1.0,,83.23699421965318,,20.4,14.2,18.55,12.5,0.2,0.6666666666666666,0.6666666666666666,0.06666666666666667,0.4666666666666667,0.2,0.3333333333333333,0.3333333333333333,1.0,0.375,0.6666666666666666,0.25,0.4666666666666667,0.3333333333333333,0.44951,0.49878125,0.2222222222222222,0.2857142857142857,0.5769230769230769,12.636363636363637,25.375,0.6,,1.0,1.0,8.0,4.0,1.0,,2.0,,0.5714285714285714,0.5714285714285714,0.5,0.3333333333333333,1.0,,,,0.06666666666666667,1.0,1.0,1.0,5.0,1.0,,,1.0,,0.5,0.7142857142857143,0.7142857142857143,,,2.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,0.25,0.16666666666666666,,0.5,0.16666666666666666,,,0.3872,,,,,,5.0,,1.0,1.0,1.0,,,,,,,,,,,,3.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202390-202687-2557,1610612766,"Josh McRoberts, Gerald Henderson, Gary Neal, Bismack Biyombo, Luke Ridnour","McRoberts, Henderson, Neal, Biyombo, Ridnour",201177-201945-202390-202687-2557,CHA,90.0,1,2.0,,4.0,4.0,4.0,,8.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,,,,0.5,0.5,0.25,0.25,0.25,0.25,0.5,,,,1.0,,,128.0,,9.75,12.75,9.5,12.75,0.5,0.5,1.0,,,0.25,,,,0.5,0.5,0.25,1.0,,0.5468375,0.5468375,,,1.0,2.05,24.6,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,0.25,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,0.5,0.5,1.0,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202390-202689-203469,1610612766,"Josh McRoberts, Gerald Henderson, Gary Neal, Kemba Walker, Cody Zeller","McRoberts, Henderson, Neal, Walker, Zeller",201177-201945-202390-202689-203469,CHA,328.0,1,5.0,-1.0,11.0,11.0,10.0,4.0,22.0,2.0,4.0,2.0,4.0,2.0,1.0,,2.0,2.0,4.0,7.0,,2.0,6.0,14.0,15.0,4.0,7.0,2.0,14.0,8.0,,2.0,,,,,,3.0,,3.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,3.0,7.0,2.0,2.0,1.0,2.0,2.0,12.0,14.0,10.0,,,,,0.5714285714285714,0.5714285714285714,0.4444444444444444,0.4444444444444444,0.5833333333333334,0.5833333333333334,0.2222222222222222,1.0,,1.0,1.0,1.0,1.0,96.58536585365853,1.0,16.727272727272727,13.090909090909092,16.454545454545453,13.090909090909092,0.4444444444444444,0.5,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.2222222222222222,,,,0.4444444444444444,0.5,0.2222222222222222,0.6666666666666666,,0.5116166666666666,0.5116166666666666,0.25,0.2222222222222222,1.0,5.771428571428571,25.55,0.9090909090909091,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,0.5,0.5,0.5,0.6666666666666666,0.4,,1.0,,1.0,0.5,0.6638,0.14285714285714285,,,,,6.0,1.0,,,,,0.14285714285714285,0.25,0.5,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202390-202689-2744,1610612766,"Josh McRoberts, Gerald Henderson, Gary Neal, Kemba Walker, Al Jefferson","McRoberts, Henderson, Neal, Walker, Jefferson",201177-201945-202390-202689-2744,CHA,540.0,2,9.0,10.0,17.0,18.0,5.0,3.0,35.0,4.0,6.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,5.0,10.0,4.0,5.0,5.0,27.0,17.0,1.0,2.0,2.0,9.0,4.0,6.0,4.0,3.0,2.0,5.0,1.0,12.0,5.0,,7.0,10.0,2.0,2.0,,,,,,3.0,5.0,5.0,9.0,2.0,,,,,23.0,9.0,5.0,,0.5,0.8,0.8,0.5,0.5,0.7333333333333333,0.625,0.7105263157894737,0.75,0.3333333333333333,,,0.7142857142857143,0.7777777777777778,1.0,0.6666666666666666,93.33333333333333,,12.647058823529411,18.055555555555557,12.529411764705882,17.555555555555557,0.4,0.6666666666666666,0.8,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.75,0.75,0.3333333333333333,0.25,1.0,0.5,0.7333333333333333,0.75,0.5612866666666666,0.544125,0.16666666666666666,0.16666666666666666,0.3333333333333333,5.58,24.54,0.29411764705882354,1.0,1.0,1.0,6.0,3.0,1.0,,2.0,,0.6,0.75,1.0,1.0,1.0,0.5,0.5,,0.06666666666666667,1.0,1.0,1.0,,3.0,,,,0.6666666666666666,0.75,,,,,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,,,1.0,1.0,0.6666666666666666,0.4,0.5,,,0.2,1.0,1.0,0.7289,0.14814814814814814,,,,,4.0,1.0,,1.0,1.0,,0.1,0.16666666666666666,1.0,,,,,,,,,,,1.0,,0.16666666666666666,1.0,2.0,1.0,6.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202390-203469-2557,1610612766,"Josh McRoberts, Gerald Henderson, Gary Neal, Cody Zeller, Luke Ridnour","McRoberts, Henderson, Neal, Zeller, Ridnour",201177-201945-202390-203469-2557,CHA,56.0,1,1.0,,3.0,2.0,,2.0,5.0,,,,,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,,128.57142857142856,,8.666666666666666,15.0,8.666666666666666,14.5,,,,,,1.0,,,,,,,1.0,,0.555825,,0.3333333333333333,1.0,,,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202687-202689-203077,1610612766,"Josh McRoberts, Gerald Henderson, Bismack Biyombo, Kemba Walker, Michael Kidd-Gilchrist","McRoberts, Henderson, Biyombo, Walker, Kidd-Gilchrist",201177-201945-202687-202689-203077,CHA,745.0,1,12.0,4.0,21.0,21.0,,,42.0,5.0,7.0,,,4.0,6.0,3.0,4.0,,8.0,17.0,3.0,4.0,3.0,28.0,24.0,,,,,4.0,9.0,4.0,3.0,3.0,9.0,3.0,21.0,4.0,1.0,8.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,6.0,4.0,4.0,1.0,,,,,24.0,,,,1.0,0.75,0.75,0.47058823529411764,,0.5952380952380952,,0.6363636363636364,,0.19047619047619047,0.5,1.0,0.8,0.7,1.0,1.0,81.18120805369128,,19.19047619047619,16.285714285714285,18.666666666666668,15.19047619047619,0.3333333333333333,0.7142857142857143,0.8333333333333334,0.19047619047619047,0.2857142857142857,0.19047619047619047,0.75,0.75,1.0,,,,0.5238095238095238,0.75,0.48930714285714283,,0.09090909090909091,0.058823529411764705,,9.294117647058824,25.85,,2.0,,,12.0,6.0,,2.0,3.0,,0.75,0.75,0.6,0.6,,0.5,0.6666666666666666,1.0,,,,,1.0,3.0,,,1.0,,0.6,0.16666666666666666,0.2,,,2.0,1.0,1.0,2.0,2.0,4.0,,2.0,2.0,,,,1.0,1.0,1.0,0.2222222222222222,0.2,,0.2,,0.5,1.0,0.47195,0.14285714285714285,,,,,,3.0,,,,,0.17647058823529413,0.14285714285714285,0.5,,,,,,,0.25,1.0,,1.0,1.0,,0.2,,,,,,,,,,,1.0,0.16666666666666666,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202689-203077-203469,1610612766,"Josh McRoberts, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist, Cody Zeller","McRoberts, Henderson, Walker, Kidd-Gilchrist, Zeller",201177-201945-202689-203077-203469,CHA,128.0,1,2.0,2.0,4.0,4.0,,,8.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,5.0,3.0,,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,5.0,,,,1.0,1.0,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,,1.0,,0.5,,,90.0,,13.0,19.0,13.0,14.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,,,,0.6666666666666666,1.0,0.5077666666666667,,,,,5.9,26.3,,,,,,,,,1.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201945-202689-203077-2744,1610612766,"Josh McRoberts, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist, Al Jefferson","McRoberts, Henderson, Walker, Kidd-Gilchrist, Jefferson",201177-201945-202689-203077-2744,CHA,2845.0,3,47.0,-14.0,88.0,87.0,5.0,12.0,175.0,12.0,19.0,,1.0,16.0,25.0,5.0,10.0,,26.0,60.0,7.0,19.0,7.0,80.0,94.0,2.0,3.0,,4.0,26.0,18.0,10.0,5.0,6.0,19.0,4.0,44.0,22.0,1.0,30.0,37.0,6.0,3.0,7.0,4.0,6.0,13.0,2.0,9.0,19.0,15.0,11.0,7.0,8.0,7.0,8.0,3.0,69.0,4.0,5.0,1.0,0.8571428571428571,0.3684210526315789,0.3684210526315789,0.43333333333333335,0.6666666666666666,0.4620253164556962,0.6666666666666666,0.4819277108433735,0.6666666666666666,0.24050632911392406,0.5384615384615384,1.0,0.6666666666666666,0.7073170731707317,0.4666666666666667,0.7142857142857143,88.57644991212655,0.375,16.875,15.632183908045977,16.352272727272727,15.057471264367816,0.24050632911392406,0.631578947368421,0.75,0.20253164556962025,0.31645569620253167,0.12658227848101267,0.5,0.5,0.8,0.3333333333333333,,,0.4810126582278481,0.5,0.4868493670886076,0.48960000000000004,0.08433734939759036,0.109375,0.05,9.956666666666667,24.357894736842105,0.056818181818181816,8.0,2.0,9.0,26.0,13.0,2.0,2.0,7.0,1.0,0.5,0.5416666666666666,0.875,0.8333333333333334,1.0,0.5,0.5333333333333333,0.25,0.11392405063291139,0.2222222222222222,0.2222222222222222,1.0,6.0,6.0,3.0,2.0,3.0,0.9090909090909091,0.5,0.24,0.24,2.0,1.0,7.0,5.0,5.0,5.0,5.0,11.0,4.0,7.0,7.0,1.0,2.0,1.0,1.0,0.8333333333333334,0.9166666666666666,0.20588235294117646,0.15217391304347827,0.375,0.05263157894736842,0.023809523809523808,0.8333333333333334,1.0,0.6147916666666667,0.1375,,1.0,,1.0,,4.0,3.0,,,,0.06666666666666667,0.15789473684210525,0.42857142857142855,0.16666666666666666,,,0.2,,,0.0625,5.0,1.0,0.8333333333333334,,,,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,1610612766,2014,2013-14,True
201177-202390-202687-202689-203077,1610612766,"Josh McRoberts, Gary Neal, Bismack Biyombo, Kemba Walker, Michael Kidd-Gilchrist","McRoberts, Neal, Biyombo, Walker, Kidd-Gilchrist",201177-202390-202687-202689-203077,CHA,272.0,1,5.0,1.0,10.0,10.0,10.0,10.0,20.0,,1.0,,1.0,1.0,,1.0,5.0,5.0,,2.0,2.0,7.0,,6.0,5.0,,2.0,7.0,6.0,,6.0,5.0,1.0,2.0,2.0,1.0,6.0,4.0,2.0,9.0,9.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,,6.0,6.0,10.0,2.0,1.0,0.2857142857142857,0.2857142857142857,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7777777777777778,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,105.88235294117648,,15.3,11.9,15.3,11.7,0.1111111111111111,,,0.1111111111111111,,0.5555555555555556,0.2,0.25,1.0,0.1111111111111111,,0.5555555555555556,0.8888888888888888,0.2,0.4446722222222222,0.4446722222222222,,,1.0,6.1,26.228571428571428,1.0,,1.0,2.0,,,1.0,,3.0,,,,1.0,1.0,,,,,0.2222222222222222,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.2222222222222222,,,,,,,,1.0,,2.0,,,,0.2857142857142857,,,0.2,,,,,1.0,1.0,0.14285714285714285,0.2,0.5,,,,1610612766,2014,2013-14,True
201177-202390-202689-203077-203469,1610612766,"Josh McRoberts, Gary Neal, Kemba Walker, Michael Kidd-Gilchrist, Cody Zeller","McRoberts, Neal, Walker, Kidd-Gilchrist, Zeller",201177-202390-202689-203077-203469,CHA,112.0,1,2.0,6.0,3.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,,,,,,2.0,2.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,,2.0,,3.0,,,1.0,3.0,,7.0,,,,1.0,,,,,,,,,,3.0,1.0,1.0,,,,,5.0,2.0,1.0,,1.0,0.5,0.5,1.0,1.0,0.875,1.0,1.0,1.0,0.5,,,,,,,77.14285714285714,,22.0,15.333333333333334,18.666666666666668,15.333333333333334,0.5,1.0,1.0,,,,,,,1.0,1.0,,1.0,,0.59465,0.5944,0.25,0.5,0.25,1.45,23.55,0.3333333333333333,,1.0,2.0,4.0,2.0,1.0,,,,1.0,1.0,,,,,,,0.5,0.5,0.5,1.0,,2.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,1.0,1.5,,1.0,,,1.0,1.0,1.0,,0.375,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,1610612766,2014,2013-14,True
201177-202390-202689-203077-2744,1610612766,"Josh McRoberts, Gary Neal, Kemba Walker, Michael Kidd-Gilchrist, Al Jefferson","McRoberts, Neal, Walker, Kidd-Gilchrist, Jefferson",201177-202390-202689-203077-2744,CHA,168.0,1,3.0,2.0,5.0,4.0,5.0,,9.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,3.0,,,3.0,9.0,7.0,3.0,3.0,,9.0,4.0,,,,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,2.0,4.0,2.0,,,,,9.0,9.0,5.0,,,,,1.0,1.0,1.0,1.0,0.9,0.9,,,,0.3333333333333333,0.3333333333333333,,1.0,77.14285714285715,,19.4,17.75,19.4,17.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,1.0,,0.3333333333333333,,0.4458,0.4458,0.4,0.4,1.0,7.8999999999999995,,1.0,1.0,,,2.0,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201229-201604-201945-202689-2744,1610612766,"Anthony Tolliver, Chris Douglas-Roberts, Gerald Henderson, Kemba Walker, Al Jefferson","Tolliver, Douglas-Roberts, Henderson, Walker, Jefferson",201229-201604-201945-202689-2744,CHA,73.0,1,1.0,3.0,1.0,2.0,,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,,,,,,2.0,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,1.0,,1.0,,0.75,,,,,0.5,0.6666666666666666,0.5,,59.178082191780824,,31.0,21.0,31.0,19.5,1.0,1.0,1.0,,,,,,,,,,1.0,,0.4081,,0.5,0.5,,2.7,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201229-201604-202390-202689-203469,1610612766,"Anthony Tolliver, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Cody Zeller","Tolliver, Douglas-Roberts, Neal, Walker, Zeller",201229-201604-202390-202689-203469,CHA,104.0,1,2.0,-1.0,4.0,4.0,,,8.0,1.0,1.0,,,2.0,,,1.0,,2.0,3.0,,1.0,,4.0,5.0,,,,,,,1.0,,,2.0,,4.0,1.0,,2.0,2.0,,,,,,,,2.0,2.0,1.0,,,,,,,4.0,,,,,,,0.6666666666666666,,0.5,,0.5,,0.25,,,1.0,1.0,,1.0,110.76923076923076,,13.5,12.5,13.5,12.5,0.25,1.0,1.0,0.5,,0.25,,,,,,,0.5,,0.4628375,,,,,5.1000000000000005,25.1,,1.0,,,4.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201229-201604-202390-202689-2744,1610612766,"Anthony Tolliver, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Al Jefferson","Tolliver, Douglas-Roberts, Neal, Walker, Jefferson",201229-201604-202390-202689-2744,CHA,123.0,1,2.0,,5.0,6.0,5.0,1.0,11.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,1.0,2.0,6.0,6.0,2.0,2.0,1.0,6.0,4.0,,,,,,,,,,,,3.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,6.0,6.0,5.0,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.3333333333333333,,,,,,,128.78048780487805,,8.0,13.833333333333334,8.0,13.833333333333334,0.6666666666666666,1.0,1.0,,,,,,,0.6666666666666666,1.0,,1.0,,0.7563,0.7563,0.25,0.3333333333333333,1.0,0.7,23.7,1.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201229-201604-202390-203469-2557,1610612766,"Anthony Tolliver, Chris Douglas-Roberts, Gary Neal, Cody Zeller, Luke Ridnour","Tolliver, Douglas-Roberts, Neal, Zeller, Ridnour",201229-201604-202390-203469-2557,CHA,202.0,1,3.0,,7.0,7.0,,,14.0,2.0,3.0,,,2.0,,,,,4.0,5.0,,,3.0,11.0,11.0,,,,,4.0,,,,,2.0,,4.0,,,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,3.0,4.0,2.0,,,,,11.0,,,,,,,0.8,,0.8,,0.7857142857142857,,,,,,1.0,,,99.8019801980198,,15.714285714285714,13.142857142857142,15.714285714285714,13.142857142857142,0.6,0.6666666666666666,0.6666666666666666,0.4,,,,,,,,,0.6,,0.53088,,0.2857142857142857,0.2857142857142857,,4.0600000000000005,,,2.0,,,4.0,2.0,,,2.0,,0.5,0.5,1.0,1.0,,1.0,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
