EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,PenaltyFG2A,Fg2aBlocked,FTDefRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,FtPoints,Points,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,HeaveAttempts,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,Steals,BadPassSteals,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,LostBallTurnovers,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceCorner3FGA,PtsUnassisted3s,Charge Fouls Drawn,SecondChanceCorner3Frequency,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,3SecondViolations,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
1626159-1627884-1628389-1629134-202710,1610612748,"Justise Winslow, Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Jimmy Butler","Winslow, Jones Jr., Adebayo, Nunn, Butler",1626159-1627884-1628389-1629134-202710,MIA,29.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.3103448275862,19.0,10.0,19.0,10.0,1.0,0.3623,0.3623,5.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1628389-1629639-202710,1610612748,"Justise Winslow, Derrick Jones Jr., Bam Adebayo, Tyler Herro, Jimmy Butler","Winslow, Jones Jr., Adebayo, Herro, Butler",1626159-1627884-1628389-1629639-202710,MIA,56.0,1,2.0,2.0,2.0,2.0,4.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,102.85714285714286,23.0,5.0,23.0,4.0,,0.29305,0.29305,22.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629130-201609-203482,1610612748,"Justise Winslow, Derrick Jones Jr., Duncan Robinson, Goran Dragic, Kelly Olynyk","Winslow, Jones Jr., Robinson, Dragic, Olynyk",1626159-1627884-1629130-201609-203482,MIA,842.0,2,32.0,32.0,11.0,8.0,64.0,5.0,8.0,5.0,1.0,1.0,12.0,12.0,11.0,0.125,0.2,1.0,109.45368171021377,14.375,11.9375,14.375,11.75,0.23809523809523808,0.5171357142857143,0.5107777777777778,9.4,0.34375,14.0,-4.0,2.0,8.0,2.0,13.0,42.0,4.0,8.0,0.6190476190476191,0.09523809523809523,0.38095238095238093,0.2222222222222222,0.6666666666666666,25.200000000000003,1.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,1.0,5.0,7.0,7.0,38.0,3.0,2.0,1.0,13.0,6.0,4.0,21.0,3.0,1.0,3.0,7.0,10.0,3.0,4.0,1.0,2.0,27.0,6.0,5.0,2.0,1.0,2.0,5.0,7.0,1.0,2.0,7.0,2.0,2.0,10.0,1.0,8.0,4.0,3.0,2.0,1.0,3.0,3.0,38.0,13.0,1.0,0.6,0.6,1.0,0.5384615384615384,0.5,0.5384615384615384,0.625,0.6,0.7380952380952381,0.6666666666666666,0.76,0.65,0.07692307692307693,0.125,0.2857142857142857,0.8333333333333334,1.0,0.9166666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.047619047619047616,1.0,1.0,1.0,0.8,1.0,0.5,0.23809523809523808,0.8,0.8,1.0,0.375,0.42857142857142855,1.0,0.1111111111111111,1.0,0.2222222222222222,0.5,0.5,0.375,0.16,0.3333333333333333,0.34210526315789475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629130-202710-203482,1610612748,"Justise Winslow, Derrick Jones Jr., Duncan Robinson, Jimmy Butler, Kelly Olynyk","Winslow, Jones Jr., Robinson, Butler, Olynyk",1626159-1627884-1629130-202710-203482,MIA,273.0,1,9.0,11.0,4.0,5.0,20.0,,4.0,,1.0,,5.0,7.0,4.0,0.25,,,105.4945054945055,13.666666666666666,13.636363636363637,13.666666666666666,13.090909090909092,,0.5671916666666666,0.5817,6.525,0.4444444444444444,5.0,-7.0,1.0,3.0,1.0,3.0,14.0,1.0,2.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.0,0.8571428571428571,36.733333333333334,1.0,3.0,,,,,,,,,,1.0,,5.0,7.0,,,3.0,3.0,,2.0,,,,,,,,,,,,1.0,4.0,,,,1.0,1.0,1.0,,,,,4.0,,8.0,2.0,,,,,,3.0,3.0,,,,,,,,0.25,,0.14285714285714285,,0.3181818181818182,0.375,,,,0.6666666666666666,1.0,0.7142857142857143,0.5,0.5,1.0,1.0,,,0.42857142857142855,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,0.2222222222222222,0.3333333333333333,0.42857142857142855,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.5,1.0,1.0,0.7892,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629134-1629639-1629735,1610612748,"Justise Winslow, Derrick Jones Jr., Kendrick Nunn, Tyler Herro, Chris Silva","Winslow, Jones Jr., Nunn, Herro, Silva",1626159-1627884-1629134-1629639-1629735,MIA,204.0,1,8.0,7.0,8.0,,15.0,,5.0,5.0,2.0,,2.0,3.0,8.0,0.4,,,105.88235294117648,9.625,18.142857142857142,9.0,18.142857142857142,,0.48415,0.48415,9.64,1.0,3.0,,2.0,1.0,1.0,1.0,7.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,26.1,1.0,3.0,1.0,3.0,,,,,,,,2.0,,3.0,7.0,2.0,,3.0,7.0,4.0,,,,,2.0,,2.0,,,1.0,,4.0,,2.0,,,,,,,,1.0,,,3.0,,6.0,1.0,,,,,,5.0,7.0,,1.0,1.0,,,,,0.4,0.4,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.3888888888888889,,,,1.0,,1.0,1.0,,1.0,,,,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.5,0.3333333333333333,,,,,0.14285714285714285,0.16666666666666666,1.0,1.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,,0.3333333333333333,0.25,0.5,,,0.3756,0.2857142857142857,1.0,1.0,2.0,2.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629134-1629639-203482,1610612748,"Justise Winslow, Derrick Jones Jr., Kendrick Nunn, Tyler Herro, Kelly Olynyk","Winslow, Jones Jr., Nunn, Herro, Olynyk",1626159-1627884-1629134-1629639-203482,MIA,764.0,2,25.0,26.0,,,51.0,2.0,12.0,,1.0,,13.0,18.0,,0.08333333333333333,,,96.12565445026179,14.28,15.653846153846153,14.08,15.076923076923077,0.08695652173913043,0.5400804347826087,,5.533333333333334,,13.0,5.0,2.0,8.0,,11.0,22.0,,8.0,0.4782608695652174,0.08695652173913043,0.34782608695652173,,0.8260869565217391,25.272727272727273,4.0,8.0,,,1.0,,3.0,,,3.0,,6.0,3.0,6.0,27.0,,,,,6.0,6.0,9.0,3.0,,3.0,3.0,6.0,3.0,,2.0,,15.0,8.0,5.0,4.0,,4.0,,4.0,,1.0,4.0,,,6.0,,8.0,4.0,,,,,,20.0,,,0.5,0.75,1.0,0.2727272727272727,,0.2727272727272727,0.5,,0.45652173913043476,,0.5,,,,1.0,0.8333333333333334,0.8,0.8125,1.0,,1.0,0.8571428571428571,0.6666666666666666,,0.34782608695652173,0.5,0.5714285714285714,0.5,0.5,0.5,,0.13043478260869565,,,,0.375,0.375,1.0,,,,,,0.375,0.14814814814814814,0.25,,4.0,2.0,2.0,2.0,2.0,,7.0,4.0,,2.0,,5.0,,,,1.0,1.1666666666666667,1.1666666666666667,0.125,,0.3333333333333333,0.35714285714285715,0.5,0.6666666666666666,1.0,0.67285,0.25925925925925924,1.0,1.0,3.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.375,0.2,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629134-1629735-201609,1610612748,"Justise Winslow, Derrick Jones Jr., Kendrick Nunn, Chris Silva, Goran Dragic","Winslow, Jones Jr., Nunn, Silva, Dragic",1626159-1627884-1629134-1629735-201609,MIA,10.0,1,1.0,,1.0,,1.0,,,,,,,,1.0,,,,144.0,10.0,,10.0,,,0.3363,0.3363,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629134-201609-203482,1610612748,"Justise Winslow, Derrick Jones Jr., Kendrick Nunn, Goran Dragic, Kelly Olynyk","Winslow, Jones Jr., Nunn, Dragic, Olynyk",1626159-1627884-1629134-201609-203482,MIA,9.0,1,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,,,320.0,4.0,5.0,4.0,5.0,,0.27855,0.27855,,1.0,,-2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629134-202710-203482,1610612748,"Justise Winslow, Derrick Jones Jr., Kendrick Nunn, Jimmy Butler, Kelly Olynyk","Winslow, Jones Jr., Nunn, Butler, Olynyk",1626159-1627884-1629134-202710-203482,MIA,108.0,2,5.0,5.0,4.0,3.0,10.0,1.0,4.0,3.0,,1.0,2.0,4.0,4.0,,,1.0,133.33333333333334,12.8,8.8,11.0,8.6,0.16666666666666666,0.51702,0.5043333333333333,8.175,0.8,2.0,-4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.25,0.6666666666666666,31.05,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,0.5,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,0.25,,,,,,,,,2.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,0.3333333333333333,,1.0,,,,,,1.0,,,,,,,,,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1626159-1627884-1629639-201609-203086,1610612748,"Justise Winslow, Derrick Jones Jr., Tyler Herro, Goran Dragic, Meyers Leonard","Winslow, Jones Jr., Herro, Dragic, Leonard",1626159-1627884-1629639-201609-203086,MIA,836.0,2,29.0,31.0,4.0,4.0,60.0,2.0,18.0,5.0,,2.0,12.0,14.0,4.0,,,1.0,103.34928229665071,12.931034482758621,14.870967741935484,12.689655172413794,14.806451612903226,0.07692307692307693,0.594126923076923,0.47057499999999997,3.811111111111111,0.13793103448275862,14.0,4.0,2.0,7.0,1.0,8.0,32.0,1.0,7.0,0.3076923076923077,0.07692307692307693,0.2692307692307692,0.16666666666666666,0.8461538461538461,26.5125,11.0,14.0,2.0,3.0,1.0,1.0,1.0,,,1.0,,12.0,2.0,6.0,36.0,2.0,,,4.0,12.0,12.0,6.0,1.0,1.0,6.0,2.0,8.0,1.0,1.0,6.0,,18.0,6.0,4.0,2.0,,,1.0,3.0,,3.0,6.0,,,7.0,,7.0,5.0,1.0,1.0,,1.0,,34.0,4.0,1.0,0.5,0.5454545454545454,1.0,0.25,,0.25,0.6666666666666666,0.4,0.5769230769230769,0.3333333333333333,0.6428571428571429,0.3333333333333333,0.125,0.14285714285714285,0.6666666666666666,1.0,0.8571428571428571,0.9090909090909091,1.0,,1.0,0.8,1.0,,0.5384615384615384,0.7857142857142857,0.7857142857142857,0.5454545454545454,0.5,0.5,,0.038461538461538464,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,1.0,0.5,0.6666666666666666,,,,0.14285714285714285,0.17857142857142858,0.25,0.1111111111111111,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,1.0,,2.0,1.0,,,0.5,0.5,0.5,,,0.16666666666666666,0.16666666666666666,,0.5,1.0,0.422,0.05555555555555555,,,3.0,1.0,,,,,,,,1.0,2.0,,,,,0.16666666666666666,0.16666666666666666,,,,,1.0,2.0,3.0,0.5,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
