EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Defensive 3 Seconds Violations,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,Charge Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,LostBallSteals,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefAtRimReboundPct,LongMidRangeFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,SecondChanceFtPoints,PenaltyFtPoints,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,SecondChanceTurnovers,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Charge Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Loose Ball Fouls Drawn,Corner3PctBlocked,SelfOReb,SelfORebPct,BlockedLongMidRange,3SecondViolations,StepOutOfBoundsTurnovers,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101108-1627846-1628390-1628977-1629647,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Hamidou Diallo, Darius Bazley","Paul, Nader, Ferguson, Diallo, Bazley",101108-1627846-1628390-1628977-1629647,OKC,503.0,1,8.0,-8.0,17.0,17.0,1.0,1.0,1.0,34.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,6.0,1.0,6.0,1.0,12.0,20.0,1.0,1.0,8.0,3.0,5.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,1.0,4.0,2.0,6.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.4583333333333333,0.5,0.5,0.16666666666666666,0.25,0.3333333333333333,1.0,1.0,0.25,1.0,0.16666666666666666,0.25,1.0,1.0,1.0,1.0,97.33598409542743,15.823529411764707,13.764705882352942,15.411764705882353,13.764705882352942,0.3333333333333333,0.75,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,1.0,1.0,1.0,0.4166666666666667,1.0,1.0,0.8333333333333334,0.523825,0.36075,0.08333333333333333,0.16666666666666666,2.3333333333333335,25.133333333333336,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-1628983-203457,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Shai Gilgeous-Alexander, Nerlens Noel","Paul, Nader, Ferguson, Gilgeous-Alexander, Noel",101108-1627846-1628390-1628983-203457,OKC,86.0,1,1.0,1.0,3.0,3.0,,3.0,,6.0,,,,,,,1.0,1.0,,,,1.0,2.0,2.0,5.0,4.0,,,,3.0,1.0,,,1.0,1.0,,,,3.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,1.0,2.0,,1.0,5.0,,,,1.0,0.5,0.5,,0.75,0.8333333333333334,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,100.46511627906976,13.666666666666666,15.0,13.666666666666666,13.666666666666666,,,,,,,,,0.5,,,,0.5,,,1.0,0.5502,,0.3333333333333333,1.0,,24.6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-1628983-203488,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Shai Gilgeous-Alexander, Mike Muscala","Paul, Nader, Ferguson, Gilgeous-Alexander, Muscala",101108-1627846-1628390-1628983-203488,OKC,181.0,2,3.0,-2.0,4.0,7.0,3.0,,,11.0,1.0,2.0,,,,,,2.0,2.0,1.0,2.0,1.0,2.0,,5.0,7.0,,2.0,,3.0,2.0,1.0,,1.0,1.0,,,,3.0,,2.0,1.0,3.0,,3.0,,,,,,,,,,1.0,2.0,,,5.0,,,,5.0,3.0,,,1.0,0.5,0.5,0.5,0.625,0.625,0.5,0.5,0.5,,1.0,1.0,,1.0,,,,1.0,1.0,,87.51381215469614,18.5,15.285714285714286,18.5,13.428571428571429,0.5,0.5,1.0,,,,,,,,,,0.5,,0.6666666666666666,1.0,0.5669625,0.5103833333333333,,,1.45,25.2,0.75,1.0,1.0,1.0,,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,0.5,1.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-1628983-203500,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Shai Gilgeous-Alexander, Steven Adams","Paul, Nader, Ferguson, Gilgeous-Alexander, Adams",101108-1627846-1628390-1628983-203500,OKC,565.0,2,9.0,-10.0,18.0,19.0,10.0,8.0,1.0,37.0,2.0,2.0,,1.0,2.0,2.0,4.0,6.0,3.0,3.0,5.0,3.0,10.0,,15.0,25.0,1.0,6.0,2.0,9.0,6.0,1.0,1.0,3.0,4.0,2.0,1.0,,11.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,2.0,,1.0,2.0,1.0,,4.0,2.0,4.0,,1.0,1.0,,,,13.0,10.0,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3,0.6,0.5,0.5,0.6666666666666666,0.2,,0.5,0.75,,0.14285714285714285,0.6,0.1111111111111111,0.2,0.5,1.0,,,94.30088495575222,17.055555555555557,13.578947368421053,16.88888888888889,12.421052631578947,0.13333333333333333,1.0,1.0,0.5,0.13333333333333333,0.5,1.0,,0.26666666666666666,0.5,0.5,1.0,0.4,,0.375,0.8,0.5253833333333333,0.52494375,,,6.34,25.05,0.5555555555555556,1.0,1.0,1.0,,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,,2.0,2.0,2.0,10.0,4.0,,10.0,0.3333333333333333,1.0,0.625,0.625,0.125,1.0,,0.6666666666666666,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,0.06666666666666667,0.375,0.6666666666666666,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-1629647-1629652,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Darius Bazley, Luguentz Dort","Paul, Nader, Ferguson, Bazley, Dort",101108-1627846-1628390-1629647-1629652,OKC,11.0,1,,-2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-1629647-203500,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Darius Bazley, Steven Adams","Paul, Nader, Ferguson, Bazley, Adams",101108-1627846-1628390-1629647-203500,OKC,120.0,1,2.0,1.0,4.0,3.0,,,,7.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,3.0,5.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,3.0,,,5.0,,,,,,,1.0,0.5,0.8333333333333334,0.5,,,1.0,,1.0,,0.5,,,,,1.0,,84.0,14.75,20.333333333333332,14.75,20.333333333333332,,,,,0.5,1.0,1.0,,0.5,,,,,,,0.5,0.482225,,0.3333333333333333,,4.2,23.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-203457-203471,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Nerlens Noel, Dennis Schroder","Paul, Nader, Ferguson, Noel, Schroder",101108-1627846-1628390-203457-203471,OKC,533.0,7,9.0,1.0,17.0,17.0,10.0,9.0,1.0,34.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,4.0,7.0,2.0,3.0,7.0,21.0,20.0,,2.0,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,1.0,1.0,12.0,,1.0,4.0,5.0,1.0,6.0,1.0,,2.0,,1.0,1.0,1.0,,3.0,2.0,4.0,,,7.0,9.0,1.0,3.0,19.0,10.0,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.7,0.75,0.3,,,0.6666666666666666,1.0,0.3333333333333333,,0.7142857142857143,,,,1.0,0.5,,91.85741088180113,14.294117647058824,17.058823529411764,14.294117647058824,16.176470588235293,0.2,0.5,0.5,1.0,0.2,1.0,1.0,0.5,0.1,1.0,1.0,1.0,0.2,,0.16666666666666666,0.5,0.485285,0.5221333333333333,0.25,0.3333333333333333,10.799999999999999,25.066666666666666,0.5882352941176471,1.0,1.0,1.0,,0.5,0.5,1.0,0.5,1.0,2.0,,2.0,4.0,1.0,10.0,2.0,,10.0,0.5,0.5,0.5833333333333334,0.625,0.3333333333333333,0.5,,0.47619047619047616,3.0,1.0,1.0,,2.0,1.0,2.0,,,,1.0,,1.0,0.3,0.16666666666666666,1.0,0.09523809523809523,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-203471-203488,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Dennis Schroder, Mike Muscala","Paul, Nader, Ferguson, Schroder, Muscala",101108-1627846-1628390-203471-203488,OKC,360.0,2,6.0,2.0,13.0,11.0,3.0,2.0,2.0,24.0,1.0,1.0,1.0,1.0,4.0,,,6.0,2.0,3.0,8.0,4.0,6.0,,18.0,16.0,1.0,2.0,,12.0,6.0,1.0,,4.0,4.0,,,,12.0,,3.0,1.0,5.0,2.0,7.0,,,,1.0,,1.0,,,1.0,1.0,3.0,1.0,,,,,,16.0,3.0,,,1.0,0.6666666666666666,0.6666666666666666,0.375,0.6428571428571429,0.6428571428571429,0.42857142857142855,0.125,,,1.0,1.0,,1.0,0.3333333333333333,,,,1.0,,96.0,16.923076923076923,12.727272727272727,16.307692307692307,12.727272727272727,0.07142857142857142,1.0,1.0,,0.2857142857142857,0.25,0.3333333333333333,,,,,,0.42857142857142855,1.0,0.6666666666666666,0.5,0.44590357142857145,0.4197666666666667,,,11.2,26.866666666666664,0.23076923076923078,4.0,4.0,4.0,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,1.0,,1.0,1.0,3.0,6.0,,3.0,0.5,,0.5,0.5,,,0.5,0.16666666666666666,3.0,,,1.0,2.0,,,1.0,1.0,1.0,1.0,0.25,1.0,0.21428571428571427,,,0.1111111111111111,,,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,2.0,2.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.5,1.0,0.4608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628390-203471-203500,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Dennis Schroder, Steven Adams","Paul, Nader, Ferguson, Schroder, Adams",101108-1627846-1628390-203471-203500,OKC,2790.0,10,46.0,5.0,95.0,96.0,10.0,15.0,15.0,191.0,13.0,23.0,5.0,5.0,14.0,3.0,8.0,32.0,5.0,26.0,56.0,12.0,40.0,15.0,103.0,98.0,11.0,5.0,22.0,21.0,31.0,4.0,11.0,7.0,18.0,2.0,8.0,1.0,43.0,9.0,15.0,19.0,36.0,16.0,52.0,7.0,4.0,10.0,,6.0,4.0,4.0,1.0,14.0,7.0,17.0,,1.0,21.0,18.0,7.0,11.0,82.0,10.0,0.4230769230769231,0.4583333333333333,0.5833333333333334,0.3,0.3076923076923077,0.4642857142857143,0.4583333333333333,0.504950495049505,0.4166666666666667,0.07142857142857142,0.13043478260869565,0.7142857142857143,0.7037037037037037,0.7894736842105263,0.375,0.7391304347826086,0.25925925925925924,0.35,0.8333333333333334,1.0,0.8125,0.6666666666666666,98.58064516129032,15.56842105263158,13.65625,14.852631578947369,13.020833333333334,0.23958333333333334,0.5652173913043478,0.65,0.6153846153846154,0.14583333333333334,0.35714285714285715,0.38461538461538464,0.2,0.08333333333333333,0.375,0.375,0.6666666666666666,0.3333333333333333,0.38461538461538464,0.625,0.65625,0.4951994736842106,0.48693125,0.11,0.18333333333333332,8.35357142857143,25.98,0.10526315789473684,9.0,9.0,5.0,,0.28125,0.2903225806451613,0.5555555555555556,0.2903225806451613,1.0,1.0,2.0,3.0,3.0,2.0,13.0,30.0,,13.0,0.4,1.0,0.75,0.7222222222222222,0.125,1.0,0.4,0.1262135922330097,19.0,,,6.0,21.0,3.0,3.0,1.0,0.5454545454545454,0.6923076923076923,0.75,0.07142857142857142,0.45454545454545453,0.19791666666666666,,,0.20388349514563106,,,8.0,3.0,1.0,2.0,2.0,,1.0,,,4.0,1.0,1.0,0.42105263157894735,0.42105263157894735,0.25,5.0,4.0,5.0,2.0,1.0,1.0,0.16666666666666666,0.1111111111111111,0.18181818181818182,1.0,0.4473583333333333,2.0,2.0,2.0,2.0,15.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,0.025,0.03125,0.2,0.5,0.5,0.6,0.15384615384615385,1.0,1.0,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
101108-1627846-1628977-1628987-1629647,1610612760,"Chris Paul, Abdel Nader, Hamidou Diallo, Kevin Hervey, Darius Bazley","Paul, Nader, Diallo, Hervey, Bazley",101108-1627846-1628977-1628987-1629647,OKC,16.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,True
