EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3Assists,LongMidRangeAssists,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PtsPutbacks,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallSteals,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,NonShootingPenaltyNonTakeFouls,BlockedAtRim,FTDefRebounds,ShootingFouls,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefAtRimReboundPct,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Loose Ball Fouls,SecondChanceTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,OffCorner3ReboundPct,SecondChanceArc3Frequency,PtsUnassisted3s,ShortMidRangeAssists,Charge Fouls,ShortMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,DefensiveGoaltends,Clear Path Fouls,Charge Fouls Drawn,OffensiveGoaltends,Corner3PctBlocked,3SecondViolations,BlockedCorner3,team_id,year,season,team_vs
1626144-1626220-1627777-1628378-202334,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Donovan Mitchell, Ed Davis","Mudiay, O'Neale, Niang, Mitchell, Davis",1626144-1626220-1627777-1628378-202334,UTA,54.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,106.66666666666666,10.5,16.5,10.5,16.5,1.0,1.0,1.0,0.398,0.398,0.5,0.5,1.0,3.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-1628378-203497,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Donovan Mitchell, Rudy Gobert","Mudiay, O'Neale, Niang, Mitchell, Gobert",1626144-1626220-1627777-1628378-203497,UTA,380.0,2,6.0,-3.0,14.0,13.0,2.0,2.0,27.0,2.0,,5.0,3.0,10.0,13.0,,2.0,2.0,2.0,6.0,7.0,3.0,4.0,2.0,10.0,2.0,2.0,0.4166666666666667,0.5,1.0,1.0,1.0,102.31578947368422,14.928571428571429,13.153846153846153,14.5,13.153846153846153,0.2,,0.7,0.51178,0.5406,0.16666666666666666,0.2857142857142857,0.2,4.9399999999999995,0.14285714285714285,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2,0.2,0.4,0.35,0.5,0.4,0.5,0.3333333333333333,1.0,1.0,0.25,0.14285714285714285,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.3,0.3333333333333333,0.5,0.1,0.4,0.25,0.25,1.0,1.0,0.25,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-1628396-1629730,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Tony Bradley, Rayjon Tucker","Mudiay, O'Neale, Niang, Bradley, Tucker",1626144-1626220-1627777-1628396-1629730,UTA,10.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-1628396-202711,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Tony Bradley, Bojan Bogdanovic","Mudiay, O'Neale, Niang, Bradley, Bogdanovic",1626144-1626220-1627777-1628396-202711,UTA,95.0,1,2.0,5.0,4.0,4.0,,,8.0,,,3.0,,7.0,2.0,,,,2.0,3.0,3.0,,,,7.0,,,0.875,,1.0,1.0,1.0,121.26315789473685,10.0,13.75,10.0,13.75,,,0.25,0.4705625,,,,,15.433333333333332,,,,,,1.0,,,,2.0,1.0,1.0,,,2.0,2.0,3.0,,,,1.0,1.0,2.0,,,5.0,,1.0,,,,,,,,,,,,,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.875,0.25,,,,,1.0,,,,1.0,,,,,,,,0.25,,,,,,,23.6,2.0,3.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-1628396-203903,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Tony Bradley, Jordan Clarkson","Mudiay, O'Neale, Niang, Bradley, Clarkson",1626144-1626220-1627777-1628396-203903,UTA,309.0,2,5.0,-4.0,9.0,11.0,5.0,4.0,20.0,5.0,3.0,7.0,2.0,8.0,12.0,4.0,2.0,4.0,2.0,5.0,8.0,4.0,3.0,2.0,4.0,4.0,5.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,93.20388349514562,20.0,11.727272727272727,19.77777777777778,11.727272727272727,0.45454545454545453,0.6,0.8181818181818182,0.5020590909090908,0.48364,0.16666666666666666,0.25,0.5,3.8428571428571425,0.5555555555555556,2.0,3.0,,2.0,,,,4.0,3.0,,4.0,3.0,1.0,2.0,4.0,,4.0,,,1.0,,1.0,,1.0,2.0,,3.0,3.0,,,,,,1.0,1.0,,,,,0.3333333333333333,1.0,,,,0.42857142857142855,0.2727272727272727,0.36363636363636365,,,,,1.0,,0.375,,1.0,,0.6,0.6,0.3333333333333333,0.18181818181818182,,,,0.36363636363636365,,,,,,26.225,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.25,0.6666666666666666,0.2,0.6666666666666666,0.75,1.0,0.5,1.0,0.125,1.0,0.6666666666666666,0.3333333333333333,0.2,0.5107,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-1628396-204060,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Tony Bradley, Joe Ingles","Mudiay, O'Neale, Niang, Bradley, Ingles",1626144-1626220-1627777-1628396-204060,UTA,158.0,2,3.0,,6.0,5.0,2.0,1.0,11.0,3.0,,5.0,,6.0,6.0,1.0,,2.0,1.0,2.0,4.0,,,,4.0,2.0,2.0,0.42857142857142855,0.5,1.0,1.0,1.0,100.25316455696202,12.5,16.6,11.5,16.6,0.42857142857142855,,0.7142857142857143,0.5379285714285714,0.50075,,,0.3333333333333333,8.92,0.3333333333333333,1.0,2.0,,,2.0,1.0,,,3.0,,2.0,2.0,1.0,2.0,4.0,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,0.3333333333333333,0.5,,,,0.6,0.42857142857142855,0.2857142857142857,0.2,0.3333333333333333,,1.0,1.0,,0.5,,1.0,,0.6666666666666666,1.0,0.5,,,,0.2857142857142857,,,,,0.5,,23.45,1.0,2.0,,,,,0.2857142857142857,0.5,0.5,,,,,1.0,2.0,,,1.0,2.0,1.0,2.0,2.0,,,,,,,0.5,1.0,0.5,0.5,0.5,1.0,1.0,,,,1.0,0.5,,,0.5449,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-201145-204060,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Jeff Green, Joe Ingles","Mudiay, O'Neale, Niang, Green, Ingles",1626144-1626220-1627777-201145-204060,UTA,20.0,2,,,1.0,1.0,,1.0,2.0,,,,2.0,2.0,2.0,,,,,,,1.0,2.0,1.0,2.0,,,1.0,,,,,144.0,10.0,10.0,10.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-202334-202711,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Ed Davis, Bojan Bogdanovic","Mudiay, O'Neale, Niang, Davis, Bogdanovic",1626144-1626220-1627777-202334-202711,UTA,26.0,1,,-2.0,1.0,1.0,,1.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,110.76923076923076,12.0,14.0,12.0,14.0,,,,0.4094,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-202334-203903,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Ed Davis, Jordan Clarkson","Mudiay, O'Neale, Niang, Davis, Clarkson",1626144-1626220-1627777-202334-203903,UTA,131.0,1,2.0,,4.0,3.0,,,7.0,,,2.0,1.0,6.0,6.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,6.0,,,0.75,,0.5,0.3333333333333333,1.0,76.94656488549619,18.5,19.0,18.5,15.666666666666666,,,0.3333333333333333,0.4390833333333333,,0.25,0.3333333333333333,,7.95,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,2.0,3.0,,,,,1.0,1.0,,,3.0,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,0.5,0.8333333333333334,0.3333333333333333,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,,,,,,,23.3,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-1627777-202711-203497,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Bojan Bogdanovic, Rudy Gobert","Mudiay, O'Neale, Niang, Bogdanovic, Gobert",1626144-1626220-1627777-202711-203497,UTA,517.0,4,9.0,-5.0,18.0,20.0,10.0,2.0,38.0,7.0,5.0,7.0,6.0,18.0,23.0,5.0,2.0,6.0,1.0,8.0,8.0,5.0,7.0,2.0,18.0,6.0,10.0,0.6428571428571429,0.42857142857142855,0.5,0.7777777777777778,0.5,105.84139264990328,14.666666666666666,12.65,14.666666666666666,11.9,0.6363636363636364,0.8333333333333334,1.0,0.5420636363636363,0.564725,0.23076923076923078,0.2222222222222222,0.3333333333333333,2.0142857142857142,0.5555555555555556,,3.0,,,2.0,1.0,1.0,2.0,3.0,2.0,4.0,,1.0,6.0,,6.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,3.0,12.0,,6.0,,1.0,1.0,3.0,1.0,2.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.42857142857142855,0.5454545454545454,0.36363636363636365,0.14285714285714285,0.14285714285714285,,0.75,0.8571428571428571,,,,0.5,1.0,0.42857142857142855,0.5,1.0,,,,0.18181818181818182,0.18181818181818182,0.5,0.5,1.0,0.16666666666666666,0.5,24.25,,,1.0,1.0,,,,,,,0.5,0.5,1.0,,,2.0,,,,2.0,,,,1.0,,3.0,,,,0.4,,0.3333333333333333,,,,,1.0,,,,0.4,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
