EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Fouls,NonShootingPenaltyNonTakeFouls,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG3A,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fg2Pct,EfgPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,BlockedShortMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,FTDefRebounds,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,Clear Path Fouls,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,FTOffRebounds,SecondChanceTurnovers,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceCorner3Frequency,BlockedLongMidRange,Blocked3s,BlockedArc3,HeaveAttempts,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,HeaveMakes,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
1628365-1628371-1628411-1628964-202329,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Mo Bamba, Al-Farouq Aminu","Fultz, Isaac, Iwundu, Bamba, Aminu",1628365-1628371-1628411-1628964-202329,ORL,57.0,1,1.0,-1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.25,101.05263157894737,21.5,7.0,21.5,7.0,1.0,0.3911,0.5,0.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-1628964-203082,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Mo Bamba, Terrence Ross","Fultz, Isaac, Iwundu, Bamba, Ross",1628365-1628371-1628411-1628964-203082,ORL,3.0,1,,-1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,480.0,,3.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-1628964-203095,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Mo Bamba, Evan Fournier","Fultz, Isaac, Iwundu, Bamba, Fournier",1628365-1628371-1628411-1628964-203095,ORL,100.0,1,2.0,,4.0,3.0,,7.0,,1.0,,2.0,2.0,1.0,,,,,2.0,0.3333333333333333,100.8,13.5,15.333333333333334,13.5,15.333333333333334,,0.5604166666666667,,,1.9,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-201571-203920,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, D.J. Augustin, Khem Birch","Fultz, Isaac, Iwundu, Augustin, Birch",1628365-1628371-1628411-201571-203920,ORL,446.0,2,7.0,3.0,14.0,13.0,,27.0,3.0,12.0,1.0,15.0,12.0,,,3.0,1.0,1.0,15.0,0.5769230769230769,87.17488789237667,15.5,17.615384615384617,14.285714285714286,17.615384615384617,0.23076923076923078,0.4874807692307692,0.07692307692307693,0.08333333333333333,8.533333333333333,3.0,,4.0,6.0,1.0,7.0,1.0,8.0,1.0,5.0,6.0,8.0,,2.0,1.0,3.0,0.5833333333333334,0.5384615384615384,0.07692307692307693,0.6666666666666666,0.7142857142857143,0.75,0.5,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.5384615384615384,25.7,2.0,1.0,2.0,3.0,2.0,6.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.2,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.43655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-202329-203920,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Al-Farouq Aminu, Khem Birch","Fultz, Isaac, Iwundu, Aminu, Birch",1628365-1628371-1628411-202329-203920,ORL,82.0,2,1.0,,5.0,4.0,,9.0,1.0,2.0,,2.0,2.0,1.0,,,,,2.0,0.3333333333333333,158.04878048780486,9.2,9.0,9.2,9.0,0.3333333333333333,0.5355833333333333,,,4.15,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,2.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,27.3,,,,,,2.0,1.0,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-202696-203082,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Nikola Vucevic, Terrence Ross","Fultz, Isaac, Iwundu, Vucevic, Ross",1628365-1628371-1628411-202696-203082,ORL,35.0,1,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,82.28571428571428,9.0,26.0,9.0,26.0,,0.56925,,,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.56925,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-202696-203095,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Nikola Vucevic, Evan Fournier","Fultz, Isaac, Iwundu, Vucevic, Fournier",1628365-1628371-1628411-202696-203095,ORL,1307.0,4,22.0,-8.0,42.0,45.0,1.0,87.0,12.0,31.0,4.0,37.0,45.0,6.0,3.0,10.0,8.0,4.0,27.0,0.4111111111111111,95.85309869931139,14.738095238095237,15.28888888888889,13.80952380952381,14.866666666666667,0.2926829268292683,0.49416829268292684,0.08888888888888889,0.11428571428571428,7.877419354838709,8.0,,6.0,13.0,7.0,12.0,10.0,10.0,7.0,6.0,13.0,21.0,3.0,4.0,3.0,6.0,0.3870967741935484,0.4024390243902439,0.24390243902439024,0.6666666666666666,0.6666666666666666,0.7222222222222222,1.0,0.3170731707317073,0.46153846153846156,0.5,0.17073170731707318,0.5609756097560976,25.29,8.0,4.0,2.0,6.0,7.0,14.0,7.0,9.0,3.0,2.0,20.0,,8.0,7.0,8.0,2.0,1.0,4.0,,,,3.0,1.0,3.0,2.0,0.5833333333333334,0.7777777777777778,0.42105263157894735,0.7777777777777778,,0.3076923076923077,0.42857142857142855,,0.6,0.5,0.8571428571428571,0.6666666666666666,0.5,0.3333333333333333,0.4,0.14634146341463414,0.3333333333333333,0.3333333333333333,1.0,0.5439142857142857,,,,,,,,3.0,5.0,1.0,3.0,2.0,3.0,4.0,2.0,10.0,6.0,3.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,0.3,0.3,0.5714285714285714,0.5714285714285714,0.625,0.0967741935483871,0.07692307692307693,0.16666666666666666,0.375,0.5,0.5,0.043478260869565216,0.5,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2857142857142857,0.5,0.7142857142857143,0.6,0.2857142857142857,0.2702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-203095-203920,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Evan Fournier, Khem Birch","Fultz, Isaac, Iwundu, Fournier, Birch",1628365-1628371-1628411-203095-203920,ORL,2666.0,5,44.0,13.0,91.0,93.0,6.0,184.0,20.0,60.0,4.0,113.0,100.0,11.0,11.0,9.0,9.0,5.0,108.0,0.6348314606741573,99.3848462115529,14.043956043956044,14.924731182795698,13.659340659340659,14.43010752688172,0.23529411764705882,0.5391023529411765,0.056179775280898875,0.078125,6.835,22.0,1.0,21.0,31.0,22.0,35.0,25.0,48.0,22.0,13.0,27.0,33.0,,2.0,1.0,9.0,0.5833333333333334,0.6411764705882353,0.29411764705882354,0.2222222222222222,0.7647058823529411,0.7878787878787878,0.8333333333333334,0.36470588235294116,0.6774193548387096,0.7241379310344828,0.25882352941176473,0.6588235294117647,25.616,6.0,12.0,2.0,9.0,4.0,22.0,11.0,21.0,5.0,1.0,52.0,2.0,4.0,13.0,6.0,7.0,1.0,11.0,,,1.0,3.0,3.0,3.0,2.0,0.3142857142857143,0.3235294117647059,0.16,0.8125,0.16666666666666666,0.16216216216216217,0.3,0.18181818181818182,0.7142857142857143,0.75,0.8333333333333334,0.6666666666666666,0.23809523809523808,0.6,0.6,0.10588235294117647,0.2222222222222222,0.2222222222222222,0.5,0.6176,3.0,,1.0,3.0,,0.53475,0.03296703296703297,2.0,2.0,2.0,3.0,11.0,13.0,2.0,1.0,5.0,30.0,9.0,2.0,11.0,2.0,10.0,8.0,2.0,5.0,1.0,2.0,1.0,,,0.7692307692307693,0.52,0.52,0.5,0.4,0.4166666666666667,0.03333333333333333,0.06451612903225806,,0.125,,0.75,0.029411764705882353,0.4166666666666667,0.03529411764705882,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5238095238095238,0.7272727272727273,0.4,1.0,0.5,0.04424778761061947,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.04,0.045454545454545456,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628411-203095-203932,1610612753,"Markelle Fultz, Jonathan Isaac, Wes Iwundu, Evan Fournier, Aaron Gordon","Fultz, Isaac, Iwundu, Fournier, Gordon",1628365-1628371-1628411-203095-203932,ORL,6.0,1,,2.0,1.0,1.0,1.0,2.0,,,2.0,2.0,,,,1.0,2.0,,2.0,1.0,480.0,,6.0,,6.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628371-1628964-201571-203082,1610612753,"Markelle Fultz, Jonathan Isaac, Mo Bamba, D.J. Augustin, Terrence Ross","Fultz, Isaac, Bamba, Augustin, Ross",1628365-1628371-1628964-201571-203082,ORL,87.0,1,1.0,-2.0,2.0,2.0,,4.0,,1.0,,2.0,4.0,,,,,,2.0,0.5,66.20689655172414,20.5,23.0,20.5,21.5,,0.4617,,,16.6,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,0.5,0.5,,,,,,,,0.5,0.5,25.1,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
