EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyArc3FGA,OffTwoPtRebounds,FTDefRebounds,SecondChanceTurnovers,ShootingFouls,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsPutbacks,OffAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Offensive Fouls Drawn,LongMidRangeAssists,LongMidRangePctAssisted,Loose Ball Fouls,PenaltyAtRimFGM,PenaltyArc3FGM,BadPassSteals,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,LostBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,Fg2aBlocked,Fg3aBlocked,Travels,Loose Ball Fouls Drawn,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,Charge Fouls,Technical Free Throw Trips,Charge Fouls Drawn,FTOffRebounds,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockedLongMidRange,SecondChanceArc3PctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,3SecondViolations,HeaveAttempts,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626204-1626224-1627790-1628035-203521,1610612739,"Larry Nance Jr., Cedi Osman, Ante Zizic, Alfonzo McKinnie, Matthew Dellavedova","Nance Jr., Osman, Zizic, McKinnie, Dellavedova",1626204-1626224-1627790-1628035-203521,CLE,62.0,1,1.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,92.9032258064516,15.5,15.5,15.0,15.5,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.58185,0.5,28.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1627790-1629012-1629636,1610612739,"Larry Nance Jr., Cedi Osman, Ante Zizic, Collin Sexton, Darius Garland","Nance Jr., Osman, Zizic, Sexton, Garland",1626204-1626224-1627790-1629012-1629636,CLE,473.0,2,8.0,-4.0,15.0,16.0,12.0,1.0,31.0,1.0,1.0,,,,1.0,1.0,2.0,14.0,18.0,,,2.0,,1.0,,,2.0,,,4.0,1.0,1.0,6.0,,,,12.0,,0.5,,0.5,0.5909090909090909,1.0,0.5833333333333334,1.0,0.18181818181818182,1.0,0.2,1.0,,94.37632135306553,14.733333333333333,15.75,14.733333333333333,15.0,0.09090909090909091,1.0,1.0,,0.09090909090909091,,,,,,,0.36363636363636365,,0.5029727272727272,0.14285714285714285,24.5,8.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,8.0,4.0,6.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,8.0,8.0,2.0,1.0,0.4,0.4,1.0,0.5555555555555556,1.0,0.5,0.7,0.6666666666666666,0.3333333333333333,0.5,1.0,0.5555555555555556,0.5,0.5,1.0,0.3333333333333333,0.18181818181818182,0.5,0.5,1.0,0.36363636363636365,0.75,0.75,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,0.43627000000000005,0.5714285714285714,10.155555555555557,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1627790-1629012-203521,1610612739,"Larry Nance Jr., Cedi Osman, Ante Zizic, Collin Sexton, Matthew Dellavedova","Nance Jr., Osman, Zizic, Sexton, Dellavedova",1626204-1626224-1627790-1629012-203521,CLE,468.0,2,8.0,-5.0,14.0,15.0,5.0,2.0,29.0,1.0,3.0,,,1.0,4.0,2.0,7.0,12.0,17.0,,,2.0,3.0,4.0,1.0,1.0,2.0,,1.0,5.0,1.0,2.0,9.0,,,,10.0,0.5,0.2857142857142857,,0.2857142857142857,0.46153846153846156,1.0,0.46153846153846156,1.0,0.5384615384615384,0.2,0.25,,,89.23076923076923,16.357142857142858,15.933333333333334,15.142857142857142,15.266666666666667,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.25,0.25,,,,,0.6923076923076923,0.25,0.5319230769230769,0.16666666666666666,25.642857142857142,3.0,1.0,2.0,1.0,1.0,2.0,4.0,,,,1.0,3.0,6.0,,1.0,1.0,,1.0,,2.0,,,2.0,4.0,3.0,1.0,,1.0,3.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,,,1.0,1.0,,1.0,,,3.0,,,0.3333333333333333,0.3333333333333333,,0.5,1.0,,,,0.3333333333333333,0.75,1.0,0.8571428571428571,,1.0,1.0,,0.15384615384615385,0.5,0.5,,0.3076923076923077,0.5,0.5,0.5,,,,1.0,1.0,,0.3333333333333333,,0.65205,,6.283333333333334,0.21428571428571427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1627790-1629645-203521,1610612739,"Larry Nance Jr., Cedi Osman, Ante Zizic, Kevin Porter Jr., Matthew Dellavedova","Nance Jr., Osman, Zizic, Porter Jr., Dellavedova",1626204-1626224-1627790-1629645-203521,CLE,512.0,1,9.0,8.0,15.0,13.0,,2.0,28.0,1.0,1.0,,,2.0,2.0,3.0,3.0,27.0,19.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,6.0,,1.0,13.0,,2.0,6.0,,,,22.0,0.3333333333333333,1.0,1.0,1.0,0.84375,1.25,0.84375,1.25,0.1875,,0.5,,,78.75,15.733333333333333,21.23076923076923,15.6,20.0,0.0625,1.0,1.0,1.0,0.125,1.0,1.0,,,,,0.8125,1.0,0.56196875,0.18518518518518517,24.599999999999998,,8.0,10.0,1.0,1.0,1.0,2.0,,1.0,,,9.0,13.0,,1.0,1.0,,,,,,,10.0,8.0,6.0,5.0,5.0,,3.0,1.0,4.0,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,0.5555555555555556,0.625,,0.6923076923076923,1.0,,,,1.0,0.25,0.75,0.5,,0.3333333333333333,0.75,,0.625,0.8,0.8,0.625,0.125,0.5,0.5,,0.0625,,,0.5,1.0,,,,,,3.207692307692308,,,,2.0,,,1.0,,0.5,1.0,,,,,,0.6098,1.0,1.0,2.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1627790-1629645-203903,1610612739,"Larry Nance Jr., Cedi Osman, Ante Zizic, Kevin Porter Jr., Jordan Clarkson","Nance Jr., Osman, Zizic, Porter Jr., Clarkson",1626204-1626224-1627790-1629645-203903,CLE,167.0,1,3.0,1.0,5.0,5.0,,,10.0,,,,,2.0,3.0,2.0,3.0,6.0,5.0,,,,3.0,3.0,2.0,1.0,1.0,1.0,,3.0,,,2.0,,,,6.0,0.5,0.6666666666666666,,0.6666666666666666,0.6,,0.6,,0.6,,,,,86.22754491017965,16.4,17.0,16.4,17.0,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,0.8,0.6666666666666666,0.5347500000000001,,26.03333333333333,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,3.0,,,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,0.2,,,,0.2,,,,,,,,,,,,,,5.35,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1627790-201567-203521,1610612739,"Larry Nance Jr., Cedi Osman, Ante Zizic, Kevin Love, Matthew Dellavedova","Nance Jr., Osman, Zizic, Love, Dellavedova",1626204-1626224-1627790-201567-203521,CLE,188.0,1,3.0,-2.0,5.0,5.0,,,10.0,1.0,2.0,,,,1.0,1.0,3.0,7.0,9.0,,,,3.0,1.0,,1.0,2.0,,1.0,5.0,,,2.0,,,,7.0,1.0,0.3333333333333333,,0.3333333333333333,0.7,,0.7,,0.6,,,,,76.59574468085107,17.2,20.4,17.2,20.4,0.4,0.5,0.5,1.0,0.2,,,,,,,0.6,,0.48974,,24.733333333333334,,,,,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,2.0,2.0,,1.0,,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,0.5,0.5,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,0.2,1.0,1.0,,0.2,1.0,1.0,,,,,,,,14.35,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1627790-203521-203903,1610612739,"Larry Nance Jr., Cedi Osman, Ante Zizic, Matthew Dellavedova, Jordan Clarkson","Nance Jr., Osman, Zizic, Dellavedova, Clarkson",1626204-1626224-1627790-203521-203903,CLE,15.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,15.0,,15.0,,,,,,,,,,,,,1.0,,0.6282,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1628035-1629012-201567,1610612739,"Larry Nance Jr., Cedi Osman, Alfonzo McKinnie, Collin Sexton, Kevin Love","Nance Jr., Osman, McKinnie, Sexton, Love",1626204-1626224-1628035-1629012-201567,CLE,282.0,2,5.0,-1.0,9.0,10.0,,,19.0,,,,,1.0,1.0,1.0,1.0,9.0,10.0,,,,,1.0,1.0,,3.0,,,6.0,,,2.0,,3.0,2.0,9.0,,1.0,,1.0,0.75,,0.75,,0.16666666666666666,,,,,97.02127659574468,16.11111111111111,13.7,16.11111111111111,12.9,,,,,0.16666666666666666,1.0,1.0,,,,,0.8333333333333334,1.0,0.5881833333333334,,26.5,4.0,3.0,4.0,,,,1.0,,,,,3.0,5.0,,,,1.0,3.0,1.0,1.0,,5.0,6.0,,3.0,3.0,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,,,3.0,,,,,,,,5.0,4.0,,,1.0,1.0,1.0,0.6,,0.3333333333333333,0.625,0.625,0.3333333333333333,0.5,0.3333333333333333,0.4,,1.0,0.3333333333333333,,0.6666666666666666,0.75,0.75,1.0,0.16666666666666666,,,,,,,,,,,,0.569175,0.5555555555555556,3.1399999999999997,0.4444444444444444,2.0,1.0,,,,,,,,,,,0.5,0.25,,,,,,,,1.0,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1628035-1629012-202684,1610612739,"Larry Nance Jr., Cedi Osman, Alfonzo McKinnie, Collin Sexton, Tristan Thompson","Nance Jr., Osman, McKinnie, Sexton, Thompson",1626204-1626224-1628035-1629012-202684,CLE,227.0,3,4.0,,10.0,7.0,,1.0,17.0,,1.0,,,,2.0,,3.0,5.0,5.0,,,,,2.0,,,1.0,,,2.0,1.0,1.0,3.0,,2.0,2.0,5.0,,,,,0.3333333333333333,,0.4166666666666667,,0.5,0.3333333333333333,0.25,0.5,,107.84140969162996,10.7,17.142857142857142,9.3,17.142857142857142,0.16666666666666666,,,,0.3333333333333333,,,,,,,0.6666666666666666,,0.52535,,25.333333333333332,1.0,1.0,1.0,,,,,1.0,2.0,,,2.0,3.0,1.0,,1.0,,,,,,,2.0,2.0,,1.0,1.0,,2.0,,2.0,2.0,1.0,1.0,2.0,,4.0,1.0,3.0,2.0,1.0,,,,,,,,1.0,,,0.5,0.5,,0.6666666666666666,,,,,0.5,,1.0,1.0,,,1.0,,0.16666666666666666,1.0,1.0,1.0,,,,,0.3333333333333333,0.5,0.5,,,,,,,,15.733333333333334,0.1,,,,,,1.0,,,,,,1.0,,,0.3015,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
1626204-1626224-1628035-1629012-203083,1610612739,"Larry Nance Jr., Cedi Osman, Alfonzo McKinnie, Collin Sexton, Andre Drummond","Nance Jr., Osman, McKinnie, Sexton, Drummond",1626204-1626224-1628035-1629012-203083,CLE,491.0,2,8.0,9.0,17.0,16.0,8.0,4.0,33.0,1.0,1.0,,,,3.0,1.0,4.0,23.0,14.0,,,5.0,3.0,3.0,,1.0,2.0,,1.0,5.0,1.0,4.0,9.0,,,,18.0,1.0,0.25,,0.25,0.5666666666666667,1.0,0.6388888888888888,0.8333333333333334,0.26666666666666666,0.3333333333333333,0.5714285714285714,0.3333333333333333,,96.78207739307535,13.647058823529411,16.1875,12.941176470588236,15.875,0.06666666666666667,1.0,1.0,1.0,0.2,,,,,,,0.4666666666666667,,0.5085966666666667,0.21739130434782608,25.75,5.0,2.0,3.0,1.0,1.0,5.0,7.0,,1.0,,,7.0,11.0,6.0,1.0,1.0,1.0,4.0,,,5.0,7.0,2.0,12.0,,1.0,,1.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,,3.0,,2.0,5.0,7.0,2.0,1.0,1.0,,1.0,,7.0,5.0,1.0,2.0,0.14285714285714285,0.14285714285714285,,0.6363636363636364,1.0,0.25,0.25,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,,0.2,0.6666666666666666,1.0,,0.4666666666666667,0.7142857142857143,0.8333333333333334,0.2,0.06666666666666667,,,1.0,1.0,,,,0.49795,0.30434782608695654,7.372727272727272,0.29411764705882354,1.0,,3.0,,1.0,,,0.75,0.5,,,,0.25,,0.6245,,,,1.0,,,1.0,,,,,,,,,,,1.0,2.0,0.125,0.16666666666666666,3.0,2.0,1.0,1.0,1.0,0.25,0.18181818181818182,0.3333333333333333,0.14285714285714285,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612739,2020,2019-20,True
