EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceFG2A,PtsUnassisted2s,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyFG2M,AtRimAssists,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctAssisted,PenaltyAtRimAccuracy,LongMidRangeFGM,LongMidRangeAssists,BadPassSteals,2pt And 1 Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,DefCorner3ReboundPct,OffLongMidRangeReboundPct,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,Loose Ball Fouls Drawn,BlockedLongMidRange,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,OffensiveGoaltends,PenaltyCorner3FGM,Fg3aBlocked,Charge Fouls,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,HeaveAttempts,Travels,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,FTOffRebounds,LostBallOutOfBoundsTurnovers,Transition Take Fouls,Charge Fouls Drawn,Defensive 3 Seconds Violations,Arc3PctBlocked,OffFTReboundPct,team_id,year,season,team_vs
1626157-1628420-1629638-1629675-1630162,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards","Towns, Morris, Alexander-Walker, Reid, Edwards",1626157-1628420-1629638-1629675-1630162,MIN,365.0,3,6.0,-11.0,16.0,15.0,5.0,13.0,1.0,31,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,8.0,5.0,2.0,4.0,15.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,7.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,0.125,0.07692307692307693,0.14285714285714285,0.2,0.38461538461538464,0.6666666666666666,1.0,0.8333333333333334,0.14285714285714285,1.0,0.8571428571428571,0.08333333333333333,0.25,1.0,1.0,1.0,0.08333333333333333,122.3013698630137,1.0,13.8125,9.6,13.75,9.4,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.25,0.25,0.6923076923076923,0.5450576923076923,0.4804375,0.5,5.5875,24.34,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1629638-1630162-203497,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Anthony Edwards, Rudy Gobert","Towns, Morris, Alexander-Walker, Edwards, Gobert",1626157-1628420-1629638-1630162-203497,MIN,75.0,1,1.0,-3.0,2.0,3.0,,1.0,1.0,5,3.0,,1.0,2.0,,,,,1.0,5.0,,,2.0,5.0,,,,,,,,,,,3.0,,,,,3.0,3.0,2.0,,,,,,,,,3.0,3.0,,,,,,,,,,,2.0,,,,,,,0.2,0.2,0.2,,,,,,0.75,,,0.75,0.6666666666666666,,,,0.5,96.0,,24.0,9.0,19.5,9.0,0.6,0.4,0.5,0.5,,,,,,,0.6,0.47451999999999994,,,4.4399999999999995,,,3.0,3.0,2.0,1.0,1.0,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1629638-1630183-201144,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Jaden McDaniels, Mike Conley","Towns, Morris, Alexander-Walker, McDaniels, Conley",1626157-1628420-1629638-1630183-201144,MIN,37.0,1,1.0,-3.0,1.0,1.0,,1.0,,2,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,77.83783783783784,,26.0,11.0,26.0,11.0,,,,,,,1.0,,,,1.0,0.54525,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1629638-201144-203497,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Mike Conley, Rudy Gobert","Towns, Morris, Alexander-Walker, Conley, Gobert",1626157-1628420-1629638-201144-203497,MIN,236.0,1,4.0,,7.0,8.0,,,2.0,15,1.0,,2.0,3.0,,,2.0,,3.0,4.0,2.0,2.0,8.0,8.0,,,,,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,,4.0,2.0,6.0,,,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,2.0,,1.0,1.0,,1.0,,6.0,,,,,0.6666666666666666,1.0,0.75,0.5,0.5714285714285714,,0.3333333333333333,0.5,,0.75,1.0,1.0,0.8,0.6666666666666666,,,1.0,1.0,,91.52542372881356,,15.0,16.375,14.857142857142858,16.25,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,,,0.3333333333333333,,,0.5,0.49335833333333334,,,7.75,26.3,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.14285714285714285,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1629638-203497-203937,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Rudy Gobert, Kyle Anderson","Towns, Morris, Alexander-Walker, Gobert, Anderson",1626157-1628420-1629638-203497-203937,MIN,96.0,1,2.0,-3.0,4.0,3.0,4.0,3.0,,7,1.0,1.0,,,1.0,,,,1.0,2.0,,,2.0,5.0,2.0,,,2.0,2.0,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,2.0,2.0,4.0,,,1.0,1.0,0.5,0.5,0.5,0.5,,1.0,,,,,,,,,,,,105.0,,14.0,13.333333333333334,14.0,13.333333333333334,0.5,,,,,0.5,,,0.5,,0.5,0.58495,0.58495,1.0,10.4,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1629675-1630162-1630183,1610612750,"Karl-Anthony Towns, Monte Morris, Naz Reid, Anthony Edwards, Jaden McDaniels","Towns, Morris, Reid, Edwards, McDaniels",1626157-1628420-1629675-1630162-1630183,MIN,48.0,1,1.0,-1.0,1.0,2.0,1.0,2.0,,3,,,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,90.0,,8.0,20.0,8.0,20.0,,,,,,,,1.0,,1.0,1.0,0.54585,0.54585,,,25.1,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1630162-1630183-203497,1610612750,"Karl-Anthony Towns, Monte Morris, Anthony Edwards, Jaden McDaniels, Rudy Gobert","Towns, Morris, Edwards, McDaniels, Gobert",1626157-1628420-1630162-1630183-203497,MIN,179.0,2,3.0,1.0,5.0,5.0,,1.0,,10,1.0,,1.0,1.0,2.0,1.0,,,4.0,4.0,1.0,1.0,9.0,8.0,,,,,8.0,,4.0,4.0,1.0,8.0,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,9.0,,,,,1.0,1.0,1.0,0.8,0.9,,0.2,,,,,,,,,,,,,80.44692737430168,,22.2,13.6,22.2,13.6,0.2,0.2,1.0,1.0,1.0,0.4,0.2,,,,0.4,0.4699,,,10.75,22.3,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,0.2,0.25,,,,1.0,,,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1630162-203497-203937,1610612750,"Karl-Anthony Towns, Monte Morris, Anthony Edwards, Rudy Gobert, Kyle Anderson","Towns, Morris, Edwards, Gobert, Anderson",1626157-1628420-1630162-203497-203937,MIN,152.0,1,3.0,2.0,6.0,6.0,4.0,6.0,,12,3.0,2.0,,,2.0,,1.0,1.0,4.0,5.0,1.0,1.0,9.0,7.0,3.0,1.0,,4.0,6.0,1.0,3.0,3.0,,6.0,,1.0,1.0,,2.0,,2.0,,1.0,,,,,,,,2.0,2.0,,,1.0,1.0,,,,,,,9.0,4.0,4.0,,,0.75,0.75,0.8,0.6666666666666666,0.75,0.5,0.16666666666666666,,,1.0,,1.0,1.0,,,,,,,113.6842105263158,,12.833333333333334,12.5,12.833333333333334,12.5,0.5,,,,,0.3333333333333333,,0.16666666666666666,0.5,0.25,0.6666666666666666,0.6542083333333334,0.6845125,0.4444444444444444,6.2,24.0,0.6666666666666666,,,2.0,,,,3.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,0.16666666666666666,0.2,,2.0,2.0,2.0,,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1628420-1630183-201144-203497,1610612750,"Karl-Anthony Towns, Monte Morris, Jaden McDaniels, Mike Conley, Rudy Gobert","Towns, Morris, McDaniels, Conley, Gobert",1626157-1628420-1630183-201144-203497,MIN,38.0,1,1.0,-2.0,1.0,1.0,,,1.0,2,,,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,75.78947368421053,,33.0,5.0,30.0,5.0,,,,,,1.0,,,,,,0.4508,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
1626157-1629162-1629638-1629675-1630162,1610612750,"Karl-Anthony Towns, Jordan McLaughlin, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards","Towns, McLaughlin, Alexander-Walker, Reid, Edwards",1626157-1629162-1629638-1629675-1630162,MIN,129.0,1,2.0,2.0,4.0,4.0,4.0,4.0,,8,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,3.0,,5.0,3.0,1.0,3.0,,5.0,2.0,1.0,1.0,2.0,,5.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,5.0,5.0,4.0,,,1.0,1.0,1.0,0.625,0.625,0.625,0.75,,,1.0,,1.0,1.0,,,,1.0,1.0,,89.30232558139535,,13.75,18.5,13.75,18.5,0.25,,,,,,0.5,0.25,0.25,0.25,1.0,0.642875,0.642875,1.0,0.6,23.53333333333333,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.625,1.0,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,False
