EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,Arc3FGM,PenaltyFG3M,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,LongMidRangeAssists,Steals,BadPassSteals,BlockingFoulsDrawn,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,Loose Ball Fouls,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,Defensive 3 Seconds Violations,LostBallSteals,Charge Fouls Drawn,BlockedShortMidRange,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,Travels,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,BlockingFouls,ThreePtShootingFoulsDrawn,3SecondViolations,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,ShortMidRangePctBlocked,Charge Fouls,DefensiveGoaltends,OffensiveGoaltends,BlockedLongMidRange,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1626167-1626202-1627734-202362-202709,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Lance Stephenson, Cory Joseph","Turner, Young, Sabonis, Stephenson, Joseph",1626167-1626202-1627734-202362-202709,IND,592.0,6,10.0,-1.0,21.0,19.0,12.0,6.0,1.0,40.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,7.0,1.0,5.0,7.0,18.0,19.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0,10.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,8.0,8.0,4.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,6.0,1.0,10.0,5.0,1.0,1.0,1.0,1.0,16.0,10.0,12.0,1.0,0.5,0.5,1.0,0.2,0.2,0.5714285714285714,1.0,0.6666666666666666,0.4583333333333333,1.0,0.2857142857142857,0.5294117647058824,1.0,0.45454545454545453,0.4166666666666667,0.2,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.8,1.0,0.8571428571428571,0.25,0.6363636363636364,0.5,1.0,1.0,0.25,97.29729729729729,1.0,15.904761904761905,13.578947368421053,15.523809523809524,12.473684210526315,0.25,0.6666666666666666,1.0,0.5,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.2857142857142857,0.5,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.4797708333333333,0.5775,0.4701071428571429,0.29411764705882354,0.4166666666666667,0.1111111111111111,0.5555555555555556,8.485714285714286,25.28,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1627734-202362-203506,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Lance Stephenson, Victor Oladipo","Turner, Young, Sabonis, Stephenson, Oladipo",1626167-1626202-1627734-202362-203506,IND,581.0,5,10.0,3.0,22.0,20.0,11.0,9.0,5.0,42.0,6.0,8.0,3.0,3.0,4.0,5.0,1.0,2.0,,3.0,1.0,2.0,2.0,7.0,3.0,7.0,13.0,2.0,9.0,7.0,27.0,24.0,4.0,4.0,8.0,4.0,6.0,5.0,4.0,15.0,8.0,6.0,6.0,7.0,,,4.0,2.0,6.0,1.0,4.0,,14.0,3.0,4.0,,7.0,12.0,1.0,,1.0,1.0,,2.0,,4.0,4.0,1.0,7.0,1.0,,,1.0,,19.0,15.0,11.0,,0.5714285714285714,1.0,1.0,0.2222222222222222,0.2222222222222222,0.5384615384615384,1.0,0.6666666666666666,0.45454545454545453,1.0,0.5,0.52,1.0,0.5769230769230769,0.4090909090909091,,,,,0.5,,1.0,0.6,0.7777777777777778,,1.0,1.0,0.6,104.09638554216868,,13.090909090909092,14.65,12.681818181818182,14.0,0.36363636363636365,0.75,0.75,0.6666666666666666,0.09090909090909091,0.5,0.5,,0.13636363636363635,,,0.09090909090909091,0.5,0.5,1.0,0.3181818181818182,0.75,1.0,0.3333333333333333,0.45454545454545453,0.8,0.18181818181818182,0.2727272727272727,0.7727272727272727,0.5473659090909091,0.5207,0.5852954545454545,0.043478260869565216,0.07142857142857142,0.2962962962962963,0.5555555555555556,6.5307692307692315,26.11111111111111,0.5,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.2,0.5,0.2857142857142857,0.38461538461538464,0.5,0.6666666666666666,0.3333333333333333,0.07692307692307693,0.14285714285714285,0.14285714285714285,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1627734-202362-203922,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Lance Stephenson, Glenn Robinson III","Turner, Young, Sabonis, Stephenson, Robinson III",1626167-1626202-1627734-202362-203922,IND,262.0,5,4.0,3.0,9.0,10.0,8.0,3.0,2.0,19.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,4.0,,,,3.0,2.0,4.0,9.0,,3.0,2.0,10.0,7.0,1.0,2.0,2.0,4.0,8.0,2.0,,8.0,4.0,4.0,,2.0,1.0,,2.0,,2.0,,,1.0,4.0,1.0,3.0,2.0,6.0,10.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,,,,,8.0,8.0,8.0,,0.5,0.5,,,,0.4444444444444444,0.5,0.5,0.3333333333333333,0.3333333333333333,0.4,0.38461538461538464,0.3333333333333333,0.4,0.25,,0.1111111111111111,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.42748091603055,,15.333333333333334,12.4,12.666666666666666,12.1,0.16666666666666666,0.5,1.0,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,,,,,0.25,0.3333333333333333,,,0.1,1.0,,0.2,0.4166666666666667,0.43731818181818183,0.467725,0.43370555555555557,0.07692307692307693,0.1,0.2,0.8,11.522222222222222,36.166666666666664,0.8888888888888888,,,,,,,1.0,3.0,4.0,,,1.0,,,,,,,,0.6,0.5,0.5714285714285714,1.0,1.0,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1627734-202709-202711,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Cory Joseph, Bojan Bogdanovic","Turner, Young, Sabonis, Joseph, Bogdanovic",1626167-1626202-1627734-202709-202711,IND,195.0,3,3.0,-1.0,6.0,6.0,4.0,2.0,,12.0,,,,,,,1.0,2.0,2.0,2.0,,1.0,1.0,,,3.0,4.0,,1.0,,6.0,7.0,,,,1.0,2.0,1.0,,2.0,4.0,2.0,,,,,2.0,,2.0,,,,4.0,1.0,1.0,,2.0,2.0,,,,,,,,3.0,,,,,,,,,6.0,2.0,4.0,,0.6666666666666666,0.6666666666666666,,,,0.75,,0.5,0.6,,0.3333333333333333,0.6,,0.3333333333333333,0.2,,,,,,,1.0,1.0,1.0,,1.0,,1.0,88.61538461538461,,14.833333333333334,17.666666666666668,14.833333333333334,17.666666666666668,,,,,0.4,0.5,0.5,,0.4,1.0,1.0,0.2,,,,,,,,,,0.3333333333333333,,0.2,0.41253,,0.41975,,,,0.3333333333333333,13.7,23.5,0.6666666666666666,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1627734-202709-203506,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Cory Joseph, Victor Oladipo","Turner, Young, Sabonis, Joseph, Oladipo",1626167-1626202-1627734-202709-203506,IND,160.0,1,3.0,-5.0,5.0,5.0,,,1.0,10.0,,,,,,,,1.0,,1.0,,,,2.0,,,2.0,1.0,2.0,,3.0,8.0,,,3.0,,,,,,,,3.0,2.0,,,,1.0,1.0,,,,3.0,1.0,1.0,,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,0.375,1.5,,0.375,1.5,,0.5,,,,,0.5,,1.0,1.0,1.0,,,1.0,,90.0,,17.8,14.2,17.4,14.2,,,,,0.25,,,,0.25,,,,,,,0.5,,,,,,,,0.5,0.4799125,,,,,1.0,,16.4,24.95,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,0.3333333333333333,,,1.0,,0.5,0.5,1.0,,0.5,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1627734-202709-2863,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Cory Joseph, Damien Wilkins","Turner, Young, Sabonis, Joseph, Wilkins",1626167-1626202-1627734-202709-2863,IND,354.0,2,6.0,,11.0,10.0,5.0,,1.0,21.0,2.0,5.0,,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,2.0,,11.0,11.0,,1.0,,,2.0,2.0,,3.0,4.0,4.0,3.0,1.0,,,2.0,1.0,3.0,1.0,1.0,,7.0,2.0,2.0,,4.0,7.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,11.0,3.0,5.0,,0.5,0.5,1.0,0.5,0.5,0.4,,,0.4583333333333333,,0.375,0.4583333333333333,,0.375,0.16666666666666666,,,,,,,0.5,1.0,0.6666666666666666,0.5,,1.0,1.0,85.42372881355932,,14.363636363636363,19.6,14.272727272727273,19.5,0.4166666666666667,0.4,0.4,0.5,0.16666666666666666,0.5,0.5,,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,1.0,,,0.25,,0.25,0.25,0.5833333333333334,0.5214333333333333,0.6337,0.54535,,,,0.2727272727272727,8.1,24.4,0.45454545454545453,1.0,,1.0,,,,,3.0,3.0,,1.0,,,,,,,,0.5,0.5,,0.42857142857142855,0.6666666666666666,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1627734-203506-203922,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Victor Oladipo, Glenn Robinson III","Turner, Young, Sabonis, Oladipo, Robinson III",1626167-1626202-1627734-203506-203922,IND,258.0,4,4.0,,7.0,8.0,1.0,,1.0,15.0,2.0,2.0,1.0,1.0,,,,2.0,,2.0,,,,,,2.0,6.0,,,3.0,7.0,7.0,1.0,1.0,2.0,,1.0,,,,4.0,,,,1.0,,2.0,,2.0,,2.0,,4.0,2.0,2.0,,4.0,5.0,1.0,,,,1.0,1.0,,3.0,4.0,,3.0,2.0,,,,,5.0,,1.0,,1.0,1.0,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.5,1.0,,,,0.16666666666666666,,,1.0,,0.6666666666666666,1.0,0.8,,1.0,1.0,1.0,83.72093023255815,,16.714285714285715,17.625,15.571428571428571,17.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,,,0.3333333333333333,0.4643333333333333,0.5085,0.413,0.2857142857142857,0.2857142857142857,0.2857142857142857,,9.633333333333333,,0.14285714285714285,,,,,,,,1.0,1.0,,,2.0,,,,,,,,0.25,,0.25,,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1628388-201954-202362,1610612754,"Myles Turner, Joe Young, TJ Leaf, Darren Collison, Lance Stephenson","Turner, Young, Leaf, Collison, Stephenson",1626167-1626202-1628388-201954-202362,IND,18.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1628388-202362-202709,1610612754,"Myles Turner, Joe Young, TJ Leaf, Lance Stephenson, Cory Joseph","Turner, Young, Leaf, Stephenson, Joseph",1626167-1626202-1628388-202362-202709,IND,538.0,3,9.0,13.0,22.0,20.0,2.0,4.0,3.0,42.0,7.0,9.0,1.0,2.0,,1.0,,1.0,4.0,7.0,,,,4.0,,11.0,17.0,1.0,4.0,6.0,31.0,18.0,2.0,4.0,4.0,1.0,4.0,,1.0,3.0,16.0,6.0,3.0,4.0,1.0,,8.0,1.0,9.0,,5.0,,19.0,2.0,3.0,2.0,7.0,10.0,3.0,,3.0,,,3.0,,3.0,5.0,1.0,7.0,4.0,,,,,27.0,3.0,2.0,,0.7272727272727273,0.7272727272727273,1.0,0.25,0.25,0.6470588235294118,0.5,0.25,0.5952380952380952,0.5,0.25,0.6458333333333334,0.5,0.3,0.19047619047619047,,0.058823529411764705,0.1111111111111111,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,112.41635687732342,,12.590909090909092,13.05,11.090909090909092,12.95,0.42857142857142855,0.7777777777777778,0.875,0.7142857142857143,0.047619047619047616,,,,0.3333333333333333,0.5714285714285714,0.5714285714285714,,,,,0.19047619047619047,0.5,0.5,1.0,0.25,,,,0.6190476190476191,0.5427809523809524,0.4274,0.41195,0.16666666666666666,0.2,0.12903225806451613,0.0967741935483871,8.882352941176471,27.45,0.09090909090909091,,1.0,,,1.0,1.0,1.0,2.0,3.0,,,3.0,,,,,,,,0.4,0.3333333333333333,0.375,0.5,0.3333333333333333,0.3333333333333333,,0.25,0.25,1.0,,0.25,,,,3.0,3.0,3.0,,0.75,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
1626167-1626202-1628388-202362-203506,1610612754,"Myles Turner, Joe Young, TJ Leaf, Lance Stephenson, Victor Oladipo","Turner, Young, Leaf, Stephenson, Oladipo",1626167-1626202-1628388-202362-203506,IND,31.0,1,1.0,-3.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,92.9032258064516,,13.0,18.0,13.0,18.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.51645,,,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,False
