EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,LostBallSteals,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SelfOReb,Charge Fouls,TwoPtShootingFoulsDrawn,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,2pt And 1 Free Throw Trips,PenaltyDefPoss,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,FTDefRebounds,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,FTOffRebounds,OffFTReboundPct,Corner3FGM,PtsUnassisted3s,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffLongMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceArc3Frequency,Travels,Offensive Fouls Drawn,Charge Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,BlockedCorner3,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,LongMidRangePctBlocked,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626151-1626257-1627812-1627883-1628405,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Jalen Jones, Johnathan Motley","Harrison, Mejri, Ferrell, Jones, Motley",1626151-1626257-1627812-1627883-1628405,DAL,46.0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.60869565217391,15.0,31.0,15.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4787,0.4787,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1626257-1627812-1627883-203084,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Jalen Jones, Harrison Barnes","Harrison, Mejri, Ferrell, Jones, Barnes",1626151-1626257-1627812-1627883-203084,DAL,336.0,1,6.0,-3.0,12.0,11.0,7.0,23.0,4.0,6.0,3.0,5.0,5.0,9.0,12.0,3.0,6.0,8.0,6.0,3.0,3.0,2.0,6.0,,,6.0,8.0,7.0,0.6,0.75,0.5555555555555556,0.5,0.38461538461538464,0.375,0.42857142857142855,0.4444444444444444,98.57142857142858,14.083333333333334,15.181818181818182,13.166666666666666,14.454545454545455,0.46153846153846156,0.6666666666666666,0.8,0.5,0.625,0.6,0.7692307692307693,0.5665269230769231,0.61105625,0.6666666666666666,5.566666666666666,0.5833333333333334,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,15.0,2.0,2.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,0.1111111111111111,0.16666666666666666,0.8,0.25,0.5,0.5714285714285714,0.375,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.07692307692307693,0.15384615384615385,0.5,0.5,1.0,0.07692307692307693,0.23076923076923078,1.0,1.0,0.125,0.125,0.7388,0.5,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1626257-1627812-1628467-203084,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Maxi Kleber, Harrison Barnes","Harrison, Mejri, Ferrell, Kleber, Barnes",1626151-1626257-1627812-1628467-203084,DAL,474.0,1,8.0,-2.0,16.0,15.0,2.0,31.0,2.0,3.0,,,4.0,7.0,11.0,,,,6.0,3.0,4.0,1.0,9.0,2.0,1.0,7.0,,2.0,0.75,1.0,0.5714285714285714,,0.36666666666666664,,0.36666666666666664,,94.17721518987341,15.9375,14.6,14.3125,14.6,0.2,0.6666666666666666,1.0,0.5,,,0.7333333333333333,0.49593666666666664,0.38385,,6.285714285714286,0.125,3.0,1.0,1.0,4.0,,,1.0,,7.0,2.0,8.0,,13.0,2.0,2.0,,4.0,2.0,,2.0,2.0,7.0,2.0,,1.0,2.0,4.0,8.0,3.0,11.0,2.0,4.0,,1.0,,,,,,,,,1.0,1.0,1.0,0.5333333333333333,0.2857142857142857,0.3333333333333333,1.0,0.6666666666666666,0.16666666666666666,0.8888888888888888,0.3333333333333333,1.0,0.2,,1.0,1.0,,0.26666666666666666,,,,,0.06666666666666667,0.4666666666666667,0.5,1.0,,1.0,0.5453,0.36363636363636365,25.1375,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,0.125,0.125,0.25,0.6,0.8,0.5,1.0,0.75,1.0,0.5,0.6666666666666666,1.0,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1626257-1627812-1628467-203926,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Maxi Kleber, Doug McDermott","Harrison, Mejri, Ferrell, Kleber, McDermott",1626151-1626257-1627812-1628467-203926,DAL,547.0,1,9.0,-5.0,17.0,17.0,,34.0,,2.0,,,3.0,7.0,21.0,,,,4.0,2.0,6.0,,16.0,,,17.0,,,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5625,,0.5833333333333334,,89.50639853747714,15.764705882352942,16.41176470588235,15.352941176470589,15.176470588235293,0.125,,,,,,0.6875,0.486240625,,,9.557142857142859,,2.0,,,3.0,1.0,2.0,,,9.0,,9.0,3.0,26.0,1.0,1.0,2.0,4.0,,,2.0,,9.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,8.0,1.0,2.0,,2.0,,4.0,,,,,,,1.0,1.0,1.0,0.5625,0.2857142857142857,0.5,1.0,0.25,0.2,0.8571428571428571,0.2222222222222222,0.5,0.2,,,1.0,,0.1875,0.125,0.5,0.5,1.0,,0.5625,,,,,,0.19047619047619047,25.644444444444446,2.0,4.0,4.0,12.0,4.0,4.0,4.0,1.0,2.0,,,,1.0,,1.0,,,1.0,,1.0,0.4444444444444444,0.4444444444444444,0.3333333333333333,,0.6666666666666666,,1.0,0.6666666666666666,,0.6666666666666666,1.0,0.5,0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444,1.0,1.0,2.0,0.14285714285714285,0.1111111111111111,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1626257-1627812-203084-203926,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Harrison Barnes, Doug McDermott","Harrison, Mejri, Ferrell, Barnes, McDermott",1626151-1626257-1627812-203084-203926,DAL,95.0,1,2.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,,,1.0,1.0,8.0,,,2.0,,,1.0,,3.0,,,6.0,2.0,1.0,,,1.0,,0.8333333333333334,,1.0,0.5,75.78947368421053,15.0,25.0,14.666666666666666,25.0,0.3333333333333333,1.0,1.0,,,,1.0,0.5732833333333334,0.55485,0.25,1.4,0.3333333333333333,1.0,,,,,,,,2.0,1.0,2.0,3.0,3.0,,,2.0,2.0,1.0,2.0,2.0,,2.0,,,1.0,,,1.0,1.0,2.0,,1.0,,2.0,1.0,3.0,1.0,,,,,1.0,,,1.0,0.6666666666666666,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,0.6666666666666666,,,,1.0,,0.25,25.25,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,0.5,0.5,,,1.0,,,,1.0,,,,0.5,0.5,1.0,0.5,,,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1626257-1627858-1628467-203926,1610612742,"Aaron Harrison, Salah Mejri, Kyle Collinsworth, Maxi Kleber, Doug McDermott","Harrison, Mejri, Collinsworth, Kleber, McDermott",1626151-1626257-1627858-1628467-203926,DAL,58.0,1,1.0,,2.0,2.0,,4.0,1.0,1.0,,,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,2.0,,,2.0,,,1.0,1.0,1.0,,0.5,,0.5,,99.3103448275862,13.0,16.0,13.0,16.0,0.5,1.0,1.0,1.0,,,1.0,0.599175,,,1.1,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,25.3,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1626257-1628372-1628467-203084,1610612742,"Aaron Harrison, Salah Mejri, Dennis Smith Jr., Maxi Kleber, Harrison Barnes","Harrison, Mejri, Smith Jr., Kleber, Barnes",1626151-1626257-1628372-1628467-203084,DAL,35.0,1,1.0,,1.0,2.0,1.0,3.0,,,,,,,3.0,,,3.0,,,1.0,,3.0,,,3.0,3.0,1.0,,,,,1.5,1.5,1.5,1.5,123.42857142857142,5.0,15.0,5.0,15.0,,,,,,,1.0,0.5148,0.5148,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,3.0,,,,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,26.7,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1626257-1628372-1628467-203926,1610612742,"Aaron Harrison, Salah Mejri, Dennis Smith Jr., Maxi Kleber, Doug McDermott","Harrison, Mejri, Smith Jr., Kleber, McDermott",1626151-1626257-1628372-1628467-203926,DAL,178.0,1,3.0,3.0,11.0,12.0,7.0,23.0,1.0,1.0,1.0,1.0,3.0,3.0,14.0,3.0,3.0,10.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,14.0,10.0,7.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.75,0.7,0.8333333333333334,186.06741573033707,7.181818181818182,8.25,7.181818181818182,7.916666666666667,0.16666666666666666,1.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.5098,0.4831875,0.7142857142857143,10.866666666666667,0.6363636363636364,,,,1.0,1.0,1.0,,,3.0,1.0,3.0,8.0,11.0,,,,,1.0,4.0,2.0,,3.0,,1.0,,,,2.0,,2.0,1.0,7.0,,4.0,,9.0,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,0.5,,,,0.25,,,25.46666666666667,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,1.0,0.5,,,1.0,,1.0,1.0,,,,,,,,3.0,,0.4,0.5,,10.0,,,,,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1627812-1627827-1627858-1628405,1610612742,"Aaron Harrison, Yogi Ferrell, Dorian Finney-Smith, Kyle Collinsworth, Johnathan Motley","Harrison, Ferrell, Finney-Smith, Collinsworth, Motley",1626151-1627812-1627827-1627858-1628405,DAL,154.0,1,3.0,4.0,5.0,5.0,3.0,10.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,,,4.0,4.0,3.0,0.6666666666666666,1.0,1.0,1.0,0.75,0.6666666666666666,0.75,0.6666666666666666,93.5064935064935,9.2,21.6,9.2,20.2,0.5,1.0,1.0,0.5,0.6666666666666666,1.0,0.75,0.5439125,0.60435,0.6666666666666666,7.7,0.6,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,,2.0,2.0,1.0,,1.0,1.0,,1.0,2.0,1.0,3.0,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,0.25,,,0.5,,1.0,0.6666666666666666,1.0,,1.0,,,1.0,,,0.25,1.0,1.0,1.0,,0.25,1.0,1.0,,0.3333333333333333,,0.3333333333333333,28.5,,,,,,,,,1.0,,,,2.0,,2.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
1626151-1627812-1627827-1627858-1628467,1610612742,"Aaron Harrison, Yogi Ferrell, Dorian Finney-Smith, Kyle Collinsworth, Maxi Kleber","Harrison, Ferrell, Finney-Smith, Collinsworth, Kleber",1626151-1627812-1627827-1627858-1628467,DAL,268.0,2,4.0,1.0,11.0,10.0,,21.0,1.0,3.0,,,3.0,6.0,11.0,,,,6.0,3.0,4.0,1.0,9.0,,,11.0,,,1.0,1.0,0.5,,0.5,,0.5,,112.83582089552239,10.636363636363637,15.1,9.636363636363637,15.1,0.3333333333333333,0.3333333333333333,0.5,1.0,,,0.6666666666666666,0.47791111111111106,,,7.583333333333333,,2.0,,1.0,2.0,,1.0,1.0,,2.0,,3.0,2.0,10.0,,2.0,,,,,,,2.0,1.0,,,1.0,4.0,6.0,2.0,8.0,,,,3.0,,4.0,,1.0,,1.0,1.0,,,,,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,,1.0,0.2,0.5,,,,,1.0,0.2222222222222222,0.1111111111111111,,,,0.1111111111111111,0.2222222222222222,0.5,,,,0.45365,,25.166666666666668,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,,,2.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,,2.0,0.25,0.18181818181818182,0.25,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,True
