EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,LiveBallTurnovers,BadPassTurnovers,BlockingFouls,LiveBallTurnoverPct,FTDefRebounds,DefFTReboundPct,SelfOReb,Loose Ball Fouls,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceFtPoints,Travels,Loose Ball Fouls Drawn,BlockedLongMidRange,PenaltyArc3FGM,PenaltyTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,LostBallTurnovers,Charge Fouls,ShortMidRangePctBlocked,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockingFoulsDrawn,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,3SecondViolations,BlockedShortMidRange,Charge Fouls Drawn,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1626167-1626202-1627734-202362-202709,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Lance Stephenson, Cory Joseph","Turner, Young, Sabonis, Stephenson, Joseph",1626167-1626202-1627734-202362-202709,IND,592.0,6,10.0,1.0,19.0,21.0,6.0,12.0,4.0,40.0,4.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,4.0,1.0,7.0,14.0,1.0,5.0,2.0,19.0,18.0,2.0,4.0,4.0,3.0,6.0,1.0,2.0,8.0,6.0,8.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,4.0,2.0,6.0,4.0,10.0,4.0,3.0,1.0,2.0,2.0,5.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,8.0,6.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.2,0.2,0.5,0.5,0.5,0.4473684210526316,0.5,0.42857142857142855,0.475,0.5,0.5,0.2631578947368421,0.07142857142857142,0.16666666666666666,1.0,0.14285714285714285,1.0,0.75,1.0,0.36363636363636365,0.5,0.75,1.0,1.0,1.0,1.0,97.29729729729729,0.5,13.578947368421053,15.904761904761905,12.473684210526315,15.523809523809524,0.3157894736842105,0.6666666666666666,0.8,0.25,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,0.4,0.4,0.5,0.05263157894736842,1.0,1.0,1.0,0.21052631578947367,0.5,1.0,0.5,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.5789473684210527,0.525971052631579,0.47275,0.5429214285714286,0.21052631578947367,0.42105263157894735,8.921428571428573,25.8,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1627734-202362-203506,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Lance Stephenson, Victor Oladipo","Turner, Young, Sabonis, Stephenson, Oladipo",1626167-1626202-1627734-202362-203506,IND,581.0,5,10.0,-3.0,20.0,22.0,9.0,11.0,2.0,42.0,4.0,4.0,,,3.0,3.0,,2.0,3.0,5.0,1.0,1.0,8.0,2.0,7.0,11.0,3.0,9.0,1.0,24.0,27.0,,,3.0,5.0,7.0,3.0,1.0,14.0,6.0,8.0,9.0,7.0,,3.0,3.0,6.0,1.0,2.0,,1.0,15.0,2.0,,5.0,3.0,8.0,2.0,10.0,1.0,1.0,,3.0,3.0,1.0,4.0,1.0,4.0,1.0,,,,,,,,21.0,14.0,9.0,,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.375,0.6363636363636364,,0.7142857142857143,0.575,0.75,0.65,0.6,0.75,0.7,0.45,,,0.5,,0.7142857142857143,0.4,0.6153846153846154,0.2222222222222222,,0.4,1.0,0.3333333333333333,0.6666666666666666,1.0,104.09638554216868,,14.65,13.090909090909092,14.0,12.681818181818182,0.2,1.0,1.0,0.5,0.1,,,,0.25,0.6,0.6,0.3333333333333333,0.05,1.0,1.0,1.0,0.4,,,,0.3,1.0,0.2,0.65,0.4900131578947368,,0.49108999999999997,0.125,0.5833333333333334,10.299999999999999,32.0,0.45,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.1111111111111111,0.125,0.5,0.25,0.2857142857142857,1.0,1.0,0.5,1.0,0.1,1.0,0.2857142857142857,0.05,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1627734-202362-203922,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Lance Stephenson, Glenn Robinson III","Turner, Young, Sabonis, Stephenson, Robinson III",1626167-1626202-1627734-202362-203922,IND,262.0,5,4.0,-3.0,10.0,9.0,3.0,8.0,1.0,19.0,1.0,2.0,,,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,4.0,1.0,2.0,2.0,7.0,10.0,,,,,1.0,1.0,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,1.0,2.0,3.0,,3.0,1.0,,1.0,,1.0,1.0,2.0,,2.0,2.0,,1.0,,,1.0,1.0,,7.0,2.0,3.0,,,,,0.5,0.5,0.25,,,0.4166666666666667,,,0.5,,0.3333333333333333,0.3333333333333333,,,0.4,,0.5,,0.42857142857142855,,,,1.0,,0.5,,104.42748091603055,,12.4,15.333333333333334,12.1,12.666666666666666,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,0.3333333333333333,,,,0.5,,0.5,0.6666666666666666,0.5040083333333333,,0.648725,,0.2857142857142857,7.675,25.75,0.3,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,0.5,0.5,,,,,,,0.5,0.14285714285714285,0.2,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1627734-202709-202711,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Cory Joseph, Bojan Bogdanovic","Turner, Young, Sabonis, Joseph, Bogdanovic",1626167-1626202-1627734-202709-202711,IND,195.0,3,3.0,1.0,6.0,6.0,2.0,4.0,,12.0,1.0,1.0,,,,,1.0,2.0,,1.0,,,2.0,1.0,2.0,4.0,,2.0,3.0,7.0,6.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,,2.0,,,1.0,1.0,3.0,,3.0,,,,1.0,1.0,,,,3.0,3.0,,,,,,,,7.0,3.0,2.0,,0.5,0.5,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.3333333333333333,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,88.61538461538461,,17.666666666666668,14.833333333333334,17.666666666666668,14.833333333333334,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.5,0.49291,,0.36975,,0.42857142857142855,10.375,32.2,0.3333333333333333,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,0.2857142857142857,0.4,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1627734-202709-203506,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Cory Joseph, Victor Oladipo","Turner, Young, Sabonis, Joseph, Oladipo",1626167-1626202-1627734-202709-203506,IND,160.0,1,3.0,5.0,5.0,5.0,,,,10.0,,,,,,,,,1.0,2.0,,1.0,2.0,,1.0,2.0,2.0,3.0,,8.0,3.0,,,,,,,,,,2.0,6.0,2.0,,,2.0,2.0,,,,,6.0,,,,2.0,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,8.0,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,0.8,,,0.8,,,0.6,,,1.0,,,,0.6666666666666666,,,,1.0,1.0,,,90.0,,14.2,17.8,14.2,17.4,,,,,,,,,0.4,0.5,0.5,,0.2,,,,0.4,,,,,,,0.6,0.50352,,,,,19.65,24.733333333333334,,,,2.0,,,,,,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1627734-202709-2863,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Cory Joseph, Damien Wilkins","Turner, Young, Sabonis, Joseph, Wilkins",1626167-1626202-1627734-202709-2863,IND,354.0,2,6.0,,10.0,11.0,,5.0,1.0,21.0,1.0,3.0,,2.0,,,1.0,2.0,2.0,3.0,,,3.0,,4.0,8.0,1.0,3.0,,11.0,11.0,,2.0,,,,,,,2.0,6.0,3.0,3.0,,1.0,1.0,2.0,,,,1.0,5.0,,2.0,1.0,3.0,5.0,2.0,7.0,,,,,1.0,,1.0,,1.0,,,,,,,,,11.0,,,,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5,,,0.5,,,0.5,,,0.2727272727272727,,,0.5,0.5,1.0,,0.5714285714285714,0.3333333333333333,0.5,,,1.0,1.0,,85.42372881355932,,19.6,14.363636363636363,19.5,14.272727272727273,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.18181818181818182,0.5,0.5,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,,,,0.2727272727272727,1.0,,,,,,0.5454545454545454,0.5015772727272728,0.6922,,,,8.45,29.266666666666666,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,,,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1627734-203506-203922,1610612754,"Myles Turner, Joe Young, Domantas Sabonis, Victor Oladipo, Glenn Robinson III","Turner, Young, Sabonis, Oladipo, Robinson III",1626167-1626202-1627734-203506-203922,IND,258.0,4,4.0,,8.0,7.0,,1.0,,15.0,,1.0,,,,,,1.0,1.0,2.0,,,3.0,,1.0,4.0,1.0,3.0,2.0,7.0,7.0,,,1.0,,,,,,,2.0,3.0,3.0,,,1.0,1.0,,,,,3.0,,1.0,,3.0,3.0,1.0,4.0,1.0,,1.0,1.0,2.0,2.0,4.0,,3.0,4.0,,1.0,,,,1.0,,6.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.25,,,0.35714285714285715,,,0.3888888888888889,0.5,,0.42857142857142855,,,0.75,0.3333333333333333,,,0.75,0.2,1.0,,1.0,0.5,,,83.72093023255815,,17.625,16.714285714285715,17.5,15.571428571428571,0.14285714285714285,,,,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,,,,,,0.42857142857142855,,,,,,,0.5714285714285714,0.45922142857142856,,,0.14285714285714285,,11.3,26.433333333333334,,,,1.0,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,0.2222222222222222,0.3333333333333333,,1.0,1.0,,0.5,,,1.0,,,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1628388-201954-202362,1610612754,"Myles Turner, Joe Young, TJ Leaf, Darren Collison, Lance Stephenson","Turner, Young, Leaf, Collison, Stephenson",1626167-1626202-1628388-201954-202362,IND,18.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,80.0,,18.0,,18.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.42315,,0.42315,,,,23.1,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1628388-202362-202709,1610612754,"Myles Turner, Joe Young, TJ Leaf, Lance Stephenson, Cory Joseph","Turner, Young, Leaf, Stephenson, Joseph",1626167-1626202-1628388-202362-202709,IND,538.0,3,9.0,-13.0,20.0,22.0,4.0,2.0,1.0,42.0,4.0,5.0,,,1.0,1.0,,2.0,,,,,4.0,1.0,4.0,7.0,2.0,4.0,4.0,18.0,31.0,,,,1.0,1.0,1.0,1.0,6.0,4.0,4.0,6.0,4.0,,2.0,2.0,4.0,,2.0,,,10.0,,,2.0,3.0,5.0,,5.0,3.0,3.0,,3.0,6.0,3.0,5.0,1.0,3.0,6.0,,1.0,,,1.0,1.0,,18.0,6.0,4.0,,0.5,0.5,1.0,0.5,0.5,0.5714285714285714,,1.0,0.6363636363636364,,1.25,0.6538461538461539,,1.5,0.36363636363636365,,,0.6,,0.6666666666666666,,0.625,,,,,0.6666666666666666,0.6666666666666666,,112.41635687732342,,13.05,12.590909090909092,12.95,11.090909090909092,0.45454545454545453,0.8,0.8,0.5,0.18181818181818182,,,,,,,,,,,,0.36363636363636365,,,,0.5,1.0,0.5,0.8181818181818182,0.5476409090909091,,0.54885,,0.3333333333333333,4.042857142857143,26.5,0.2,,,2.0,,,,,1.0,,2.0,,2.0,1.0,,,,2.0,,,1.0,,,0.5,0.5,0.5,1.0,,,,,,0.5,0.23076923076923078,0.2222222222222222,,3.0,3.0,,0.5,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
1626167-1626202-1628388-202362-203506,1610612754,"Myles Turner, Joe Young, TJ Leaf, Lance Stephenson, Victor Oladipo","Turner, Young, Leaf, Stephenson, Oladipo",1626167-1626202-1628388-202362-203506,IND,31.0,1,1.0,3.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,1.0,,,,1.5,,,1.5,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,92.9032258064516,,18.0,13.0,18.0,13.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.49785,,,,,,25.9,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2018,2017-18,True
