EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,OffThreePtRebounds,Offensive Fouls Drawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted3s,SelfOReb,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,Fg2aBlocked,ShortMidRangeAssists,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,HeaveAttempts,DefLongMidRangeReboundPct,PenaltyCorner3FGA,PenaltyTurnovers,Charge Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,BadPassSteals,LostBallTurnovers,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,Travels,3SecondViolations,Loose Ball Fouls,BlockingFoulsDrawn,SecondChanceCorner3FGA,SecondChanceTurnovers,BlockingFouls,OffensiveGoaltends,SecondChanceCorner3Frequency,Offensive Fouls,PenaltyCorner3FGM,Loose Ball Fouls Drawn,PenaltyCorner3Accuracy,BlockedShortMidRange,Charge Fouls Drawn,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,DefensiveGoaltends,Clear Path Fouls,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct,team_id,year,season,team_vs
101108-101123-1627753-200782-2772,1610612745,"Chris Paul, Gerald Green, Zhou Qi, PJ Tucker, Trevor Ariza","Paul, Green, Qi, Tucker, Ariza",101108-101123-1627753-200782-2772,HOU,162.0,1,3.0,7.0,6.0,6.0,1.0,12,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,11.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.75,1.0,0.75,1.0,0.9166666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.75,0.5,1.0,1.0,1.0,106.66666666666666,1.0,13.666666666666666,13.333333333333334,13.666666666666666,13.166666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,0.4940833333333334,0.7003,0.3333333333333333,0.25,0.5,0.18181818181818182,9.45,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-1627753-201569-2772,1610612745,"Chris Paul, Gerald Green, Zhou Qi, Eric Gordon, Trevor Ariza","Paul, Green, Qi, Gordon, Ariza",101108-101123-1627753-201569-2772,HOU,169.0,1,3.0,2.0,6.0,6.0,1.0,12,2.0,2.0,,,,,,,,,4.0,2.0,2.0,1.0,4.0,,7.0,5.0,,,3.0,2.0,2.0,3.0,,4.0,1.0,1.0,2.0,,,5.0,,3.0,,,3.0,1.0,4.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,4.0,0.5,0.5,1.0,0.25,0.25,1.0,,0.5833333333333334,1.5,0.5833333333333334,1.5,0.6666666666666666,1.0,,,,1.0,1.0,0.3333333333333333,,,1.0,102.24852071005917,,14.0,14.166666666666666,13.5,14.166666666666666,0.3333333333333333,1.0,1.0,,,,,,,,,,,,0.6666666666666666,,,1.0,0.5464833333333333,,,,,0.42857142857142855,1.35,26.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-201583,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Ryan Anderson","Paul, Green, Tucker, Gordon, Anderson",101108-101123-200782-201569-201583,HOU,259.0,2,4.0,,8.0,9.0,1.0,17,4.0,6.0,1.0,2.0,,1.0,,1.0,,,2.0,4.0,8.0,1.0,2.0,,11.0,11.0,1.0,2.0,2.0,2.0,6.0,,,2.0,1.0,,1.0,,,2.0,2.0,1.0,,1.0,2.0,2.0,4.0,,,,2.0,4.0,,,,,,,1.0,1.0,1.0,,9.0,0.25,0.25,,0.5,0.5,0.5,0.5,0.55,0.5,0.55,0.5,0.2,,1.0,,0.5,0.5,0.3333333333333333,0.4,,,,94.51737451737452,,16.25,14.333333333333334,15.375,14.333333333333334,0.6,0.6666666666666666,0.6666666666666666,0.1,,,0.1,,,,,,,,0.2,1.0,0.5,0.8,0.51291,0.54175,,,,0.18181818181818182,5.3625,24.7,1.0,,,,,1.0,,1.0,,,,,,0.25,0.5,0.5,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.3452,0.18181818181818182,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-201601,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Luc Mbah a Moute","Paul, Green, Tucker, Gordon, Mbah a Moute",101108-101123-200782-201569-201601,HOU,842.0,2,14.0,-10.0,25.0,23.0,5.0,48,4.0,7.0,2.0,2.0,3.0,8.0,2.0,6.0,,1.0,4.0,9.0,21.0,1.0,5.0,6.0,27.0,37.0,3.0,4.0,10.0,10.0,8.0,,4.0,4.0,5.0,,5.0,,1.0,10.0,5.0,4.0,3.0,,7.0,6.0,13.0,,,1.0,1.0,2.0,8.0,7.0,1.0,,4.0,,,,,,17.0,0.5555555555555556,0.7142857142857143,,0.2,0.2,0.42857142857142855,0.75,0.40384615384615385,0.75,0.46551724137931033,0.8333333333333334,0.19230769230769232,,,1.0,0.4166666666666667,0.5714285714285714,0.7,0.375,0.6,1.0,0.6666666666666666,82.09026128266034,,18.92,16.043478260869566,18.24,15.521739130434783,0.2692307692307692,0.5714285714285714,0.6666666666666666,0.3076923076923077,0.375,0.6,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5,0.038461538461538464,,,,0.15384615384615385,0.5,1.0,0.46153846153846156,0.46918653846153846,0.543175,0.13793103448275862,0.16666666666666666,,0.37037037037037035,8.266666666666666,25.580000000000002,1.0,,,,,1.0,,3.0,1.0,1.0,,0.25,,0.75,0.25,0.25,,,,,0.25,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,,3.0,4.0,,0.25,0.25,0.375,0.3333333333333333,,,0.5,0.5,0.4898,0.1111111111111111,0.16,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.19047619047619047,0.14285714285714285,0.375,0.25,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Clint Capela","Paul, Green, Tucker, Gordon, Capela",101108-101123-200782-201569-203991,HOU,526.0,3,9.0,,17.0,18.0,,35,3.0,3.0,,,2.0,4.0,1.0,3.0,1.0,2.0,2.0,6.0,10.0,2.0,4.0,1.0,19.0,19.0,,,,6.0,6.0,6.0,,2.0,3.0,2.0,5.0,1.0,1.0,12.0,,7.0,1.0,,8.0,,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,,19.0,0.5,0.5,1.0,0.5,0.5,0.6,,0.6428571428571429,,0.6333333333333333,,0.2857142857142857,1.0,,0.3333333333333333,,0.875,0.7272727272727273,,,0.5,0.875,95.81749049429656,,14.352941176470589,15.666666666666666,14.294117647058824,14.444444444444445,0.21428571428571427,1.0,1.0,0.2857142857142857,0.5,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.5,0.5,1.0,0.14285714285714285,,,0.5,0.5088428571428572,,0.06666666666666667,0.09090909090909091,,,10.040000000000001,24.75,1.0,,,,,1.0,1.0,1.0,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,0.5,9.0,1.0,2.0,2.0,4.0,6.0,12.0,,,12.0,9.0,,0.6666666666666666,0.6875,0.6666666666666666,,,,0.25,1.0,0.51144375,0.631578947368421,0.5294117647058824,,1.0,,1.0,1.0,1.0,,,,,,,,,0.5,,1.0,2.0,1.0,2.0,0.5,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-204028,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Tarik Black","Paul, Green, Tucker, Gordon, Black",101108-101123-200782-201569-204028,HOU,285.0,4,5.0,-3.0,8.0,11.0,,19,1.0,3.0,,,,1.0,,,,,6.0,1.0,4.0,1.0,6.0,,5.0,8.0,,,,2.0,,,,4.0,1.0,,1.0,,,2.0,1.0,4.0,1.0,,5.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,5.0,1.0,1.0,,0.16666666666666666,0.25,0.25,,0.25,,0.25,,0.6,1.0,,0.5,0.3333333333333333,1.0,0.8333333333333334,0.16666666666666666,,,1.0,96.0,,16.25,14.090909090909092,16.25,14.090909090909092,0.3,0.3333333333333333,0.5,0.1,,,,,,,,,,,0.6,,,0.9,0.53020625,,0.1,0.25,,,3.55,35.35,1.0,,,,,1.0,,1.0,,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,0.25,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,,0.3333333333333333,1.0,0.509,0.4,0.125,,,2.0,,1.0,1.0,,,0.5,0.3333333333333333,1.0,,,,,,,2.0,,2.0,,0.6666666666666666,,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-2403,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Nene","Paul, Green, Tucker, Gordon, Nene",101108-101123-200782-201569-2403,HOU,591.0,3,10.0,-9.0,21.0,20.0,2.0,41,2.0,3.0,,,3.0,3.0,1.0,7.0,,2.0,2.0,6.0,13.0,,4.0,4.0,16.0,25.0,,1.0,,6.0,6.0,,,2.0,3.0,,3.0,,1.0,6.0,1.0,7.0,1.0,,8.0,1.0,9.0,,,2.0,2.0,5.0,4.0,7.0,1.0,,3.0,,,,,,16.0,0.5,0.5,,,,0.46153846153846156,,0.35294117647058826,,0.4,,0.23529411764705882,,,1.0,0.14285714285714285,1.0,1.0,0.09090909090909091,,,1.0,99.8984771573604,,14.619047619047619,14.2,13.666666666666666,14.2,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.17647058823529413,1.0,1.0,0.4117647058823529,0.14285714285714285,0.14285714285714285,1.0,0.11764705882352941,,,,0.11764705882352941,,,0.4117647058823529,0.45572058823529416,0.448625,0.15789473684210525,0.2,,,12.176923076923078,25.05,,,1.0,,1.0,,,1.0,,,,,,0.5,,,,0.5,,,,11.0,7.0,,,3.0,6.0,9.0,,,9.0,11.0,1.0,0.5,0.375,0.45,,1.0,,,,0.4115125,0.5625,0.5238095238095238,,3.0,,1.0,,,1.0,2.0,,,,0.16666666666666666,,1.0,0.3333333333333333,,,1.0,,2.0,,0.125,,,,1.0,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Trevor Ariza","Paul, Green, Tucker, Gordon, Ariza",101108-101123-200782-201569-2772,HOU,451.0,2,8.0,-3.0,17.0,18.0,2.0,35,3.0,5.0,,,,,1.0,3.0,,,7.0,4.0,8.0,3.0,7.0,2.0,19.0,22.0,1.0,1.0,3.0,6.0,2.0,6.0,,7.0,3.0,2.0,5.0,,1.0,12.0,2.0,5.0,1.0,,6.0,3.0,9.0,3.0,1.0,4.0,,1.0,2.0,3.0,,,1.0,,,,,,16.0,0.75,0.75,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.5,1.0,0.5666666666666667,0.5,0.5625,0.5,0.4666666666666667,0.75,,1.0,0.5,0.8333333333333334,0.8571428571428571,0.375,,1.0,0.8,111.75166297117516,,12.588235294117647,13.166666666666666,11.588235294117647,13.055555555555555,0.3333333333333333,0.6,0.75,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,,,,,0.4666666666666667,,,0.8,0.5016866666666666,0.434525,0.0625,0.1111111111111111,,0.15789473684210525,8.175,26.514285714285712,3.0,,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,,0.25,0.25,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,,,0.42857142857142855,,7.0,,,,,,3.0,,,,,,,,0.5,1.0,,,,,,,1.0,,1.0,,1.0,,,1.0,0.125,0.2,,0.5,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201583-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Ryan Anderson, Clint Capela","Paul, Green, Tucker, Anderson, Capela",101108-101123-200782-201583-203991,HOU,631.0,3,11.0,-12.0,22.0,21.0,2.0,43,,4.0,,1.0,,2.0,1.0,2.0,1.0,4.0,7.0,1.0,8.0,3.0,11.0,,11.0,23.0,,2.0,,,2.0,9.0,,7.0,,3.0,3.0,1.0,,9.0,,6.0,2.0,,8.0,2.0,10.0,,,5.0,1.0,5.0,1.0,,,,,,,,,,11.0,,,1.0,0.2727272727272727,0.2727272727272727,0.125,,0.2894736842105263,,0.2894736842105263,,0.5789473684210527,,,0.6666666666666666,,0.75,0.7272727272727273,0.13333333333333333,,1.0,1.0,98.12995245641838,,16.363636363636363,12.904761904761905,15.590909090909092,11.285714285714286,0.21052631578947367,,,0.10526315789473684,,,0.10526315789473684,0.5,0.5,,0.21052631578947367,0.25,0.25,1.0,0.3684210526315789,0.5,,0.7894736842105263,0.5485763157894737,,,,,,7.4625,24.80909090909091,2.0,,,,,2.0,2.0,,2.0,1.0,,0.25,0.2,,0.2857142857142857,0.2857142857142857,1.0,,,,0.2857142857142857,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,2.0,,1.0,1.0,,5.0,0.25,0.5,,,0.3333333333333333,0.5,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201583-204028,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Ryan Anderson, Tarik Black","Paul, Green, Tucker, Anderson, Black",101108-101123-200782-201583-204028,HOU,101.0,1,2.0,3.0,3.0,3.0,,6,1.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,2.0,,5.0,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,5.0,,,,0.5,0.5,1.0,,0.8333333333333334,,0.8333333333333334,,0.6666666666666666,,,,,,,,,,,85.54455445544555,,16.333333333333332,17.333333333333332,16.333333333333332,17.333333333333332,0.3333333333333333,1.0,1.0,,,,,,,,,,,,0.6666666666666666,,,1.0,0.47945,,,,,,3.9,27.1,1.0,,,,,1.0,,,,1.0,,,,,0.5,0.5,,,,,0.5,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
